"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AK015028"	4	9	1	5	2	8	11	9	6	2	6	11	4	4	1	1	10	10	1	4
"AK015056"	2	3	8	1	7	11	10	2	2	9	3	4	5	8	4	2	11	8	4	8
"AK015069"	6	2	3	10	5	2	5	8	3	10	5	3	3	6	9	7	8	9	9	5
"AK015226"	5	11	7	6	1	1	4	10	8	3	8	9	6	2	8	10	5	6	5	9
"AK015330"	5	11	8	6	1	1	4	10	8	3	3	9	6	2	8	2	5	6	5	8
"AK015414"	4	2	1	5	2	8	5	1	3	10	6	11	11	6	9	7	8	9	1	4
"AK015459"	3	11	2	6	6	1	4	9	8	3	11	9	6	2	8	10	2	6	5	10
"AK015494"	8	11	7	10	4	10	2	9	8	3	8	7	3	2	8	10	3	2	9	9
"AK015570"	9	1	9	6	1	1	4	8	7	3	1	5	6	7	8	3	5	6	7	1
"AK015647"	3	5	2	4	6	6	7	9	7	8	11	5	3	2	8	10	2	4	7	10
"AK015665"	3	2	7	3	4	10	2	9	10	10	8	3	2	2	9	10	8	2	9	10
"AK015839"	8	4	7	5	4	10	1	11	5	4	8	6	2	11	3	4	10	10	10	9
"AK015841"	5	11	5	6	1	1	4	10	8	3	10	9	6	2	8	2	5	6	5	11
"AK016058"	3	5	2	4	6	6	7	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK016060"	7	1	3	10	1	5	8	5	11	11	9	2	3	2	9	6	5	7	9	6
"AK016133"	11	6	11	7	3	7	3	4	10	4	2	1	8	11	3	4	9	11	2	2
"AK016239"	6	2	3	10	10	2	5	5	7	10	5	3	3	6	9	6	8	7	9	5
"AK016242"	5	11	8	10	11	1	4	10	8	3	3	9	3	1	8	2	5	6	5	8
"AK016261"	9	11	9	10	1	1	4	10	8	3	9	9	3	2	8	6	5	6	5	6
"AK016265"	11	9	11	5	4	7	1	11	5	2	2	6	8	1	3	4	10	10	2	2
"AK016547"	9	5	9	4	5	9	7	8	7	8	1	5	9	3	5	3	2	1	7	1
"AK016549"	8	2	3	5	4	10	5	11	5	10	8	3	2	6	9	10	8	10	9	9
"AK016661"	8	11	7	6	1	1	1	10	8	3	8	9	6	2	8	10	5	6	10	9
"AK016718"	10	6	4	2	3	7	3	7	4	4	4	1	7	10	3	1	7	11	6	2
"AK016812"	5	1	5	6	1	1	4	10	8	3	10	9	6	2	8	10	5	6	5	11
"AK016848"	4	9	1	5	2	8	11	1	9	2	6	11	4	4	1	1	10	10	1	4
"AK017062"	5	11	5	6	1	1	4	10	8	3	3	9	6	2	8	2	5	6	5	11
"AK017105"	9	5	9	10	5	9	7	8	7	8	1	5	3	3	5	3	2	1	7	1
"AK017132"	9	5	9	8	2	9	11	1	3	5	6	5	11	4	1	7	6	9	7	1
"AK017255"	4	2	1	5	2	10	1	11	5	10	6	11	2	6	1	10	10	10	2	4
"AK017308"	11	6	11	7	3	7	3	4	4	4	2	1	8	10	3	4	9	11	2	2
"AK017353"	7	8	6	9	10	5	8	5	11	3	9	2	1	1	6	6	4	7	8	6
"AK017377"	11	6	11	7	3	7	3	4	10	4	2	1	8	10	3	4	9	11	2	2
"AK017399"	3	5	2	4	6	6	7	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK017418"	9	5	9	4	5	9	7	8	7	8	1	5	9	3	5	3	2	1	7	1
"AK017423"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK017478"	5	11	5	6	1	1	4	10	8	3	10	9	6	2	8	10	5	6	5	11
"AK017495"	7	11	6	6	11	1	4	10	8	3	9	9	6	1	6	6	5	6	5	6
"AK017574"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK017692"	11	9	1	5	2	7	1	11	5	2	2	11	8	4	1	4	10	10	2	2
"AK017789"	2	3	8	1	11	11	10	2	2	9	3	4	5	8	4	2	11	8	5	8
"AK017886"	1	7	5	11	8	4	6	6	1	7	10	8	10	5	11	9	1	3	11	11
"AK017915"	5	3	5	6	1	1	4	10	8	3	3	9	6	8	4	2	5	6	5	11
"AK017919"	8	4	2	3	6	6	2	3	10	6	11	7	2	11	2	8	3	2	10	10
"AK018125"	5	11	5	6	1	1	4	10	8	3	3	9	6	2	8	2	5	6	5	11
"AK018165"	9	5	9	4	5	9	7	8	7	8	1	5	9	3	5	3	2	4	7	1
"AK018205"	4	9	1	8	2	8	11	1	3	5	6	11	11	4	1	7	6	9	1	4
"AK018221"	6	2	3	10	4	2	5	9	10	10	5	3	2	6	9	10	8	2	9	5
"AK018356"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK018474"	4	9	1	5	2	8	11	11	5	2	6	11	4	4	1	4	10	10	1	4
"AK018511"	9	11	9	10	5	9	4	8	7	3	1	5	3	2	8	3	5	6	7	1
"AK018520"	3	5	2	4	6	6	2	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK018844"	9	5	9	4	5	9	7	8	7	8	1	5	3	3	5	3	2	1	7	1
"AK018918"	3	5	2	4	6	6	7	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK019079"	7	8	6	9	10	5	8	5	11	11	9	2	1	7	6	6	4	7	8	6
"AK019270"	6	2	3	3	4	2	5	3	10	10	5	3	2	6	9	8	8	2	9	5
"AK019365"	2	11	8	10	11	11	4	2	8	3	3	4	3	2	8	2	11	8	5	8
"AK019475"	8	4	7	3	4	10	1	11	5	3	8	6	2	2	2	10	3	2	10	9
"AK019526"	5	11	5	6	1	1	4	10	8	3	10	9	6	2	8	10	5	6	5	11
"AK019592"	3	5	2	4	6	6	7	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK019605"	6	11	3	10	1	2	4	10	8	3	5	3	3	2	8	10	5	6	9	5
"AK019637"	3	5	2	4	6	9	7	9	6	8	11	7	9	3	5	11	2	4	3	10
"AK019761"	5	11	5	6	1	1	4	10	8	3	3	9	6	2	8	2	5	6	5	8
"AK019912"	11	6	11	7	3	7	3	4	4	4	2	1	8	10	3	4	9	11	2	2
"AK019925"	9	11	9	10	11	9	4	8	8	3	3	5	3	2	8	2	5	8	5	1
"AK020013"	4	9	1	5	3	7	3	7	4	2	2	1	8	4	1	4	10	10	2	2
"AK020038"	5	11	6	6	1	1	4	10	8	3	9	9	6	2	8	10	5	6	5	6
"AK020076"	8	2	7	3	4	10	1	11	5	10	8	6	2	6	2	10	3	10	10	9
"AK020107"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK020158"	9	1	9	4	5	9	7	8	7	8	1	5	3	7	7	3	2	1	7	1
"AK020168"	5	1	7	6	1	1	4	10	8	3	8	9	6	2	8	10	5	6	5	11
"AK020257"	4	9	1	5	9	8	11	7	9	2	4	10	4	4	1	1	10	10	1	4
"AK020289"	5	11	5	6	1	1	4	10	8	3	10	9	6	2	8	10	5	6	5	11
"AK020313"	4	9	1	5	2	8	11	7	9	2	4	11	4	4	1	1	10	10	1	4
"AK020360"	3	9	2	5	6	6	1	9	6	8	8	7	9	2	1	10	3	4	3	10
"AK020414"	4	1	3	8	1	8	11	1	3	5	6	11	11	7	7	7	6	9	9	4
"AK020424"	5	11	5	6	1	1	4	10	8	3	10	9	6	2	8	9	5	6	5	11
"AK020438"	11	6	11	5	3	7	3	4	5	4	2	1	8	10	3	4	10	10	2	2
"AK020500"	8	2	7	3	4	10	1	11	10	10	8	6	2	2	9	10	3	2	10	9
"AK020517"	11	6	11	7	3	7	3	4	4	4	2	1	8	10	3	4	9	11	2	2
"AK020598"	11	6	11	7	3	7	3	4	10	4	2	1	8	10	3	4	9	11	2	2
"AK020601"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK020664"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK020725"	11	6	11	7	3	7	3	4	4	4	2	1	8	10	3	4	9	11	2	2
"AK020759"	8	4	11	3	4	10	1	11	5	6	2	6	2	11	2	8	3	10	10	9
"AK020773"	6	2	3	8	2	2	5	1	3	10	5	3	11	6	9	7	8	9	9	5
"AK020954"	8	11	7	6	1	1	4	10	8	3	8	9	6	2	8	10	5	6	5	9
"AK021024"	8	11	7	3	6	10	2	3	8	3	8	7	2	2	8	10	3	2	10	10
"AK021026"	9	5	9	4	5	9	7	8	7	8	1	5	9	3	5	3	2	1	7	1
"AK021217"	7	8	6	10	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK021265"	6	2	3	10	4	10	4	3	8	3	8	3	3	2	8	10	8	2	9	9
"AK021321"	9	5	9	4	5	9	7	9	6	8	1	7	9	3	5	11	2	1	3	1
"AK021343"	4	9	1	5	2	8	11	11	5	2	6	11	4	4	1	10	10	10	1	4
"AK021408"	2	3	8	1	11	11	10	2	2	9	3	4	5	8	4	2	11	8	4	8
"AK028016"	3	2	3	4	6	6	5	9	6	10	11	3	3	6	9	10	8	4	9	10
"AK028499"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK028510"	8	4	7	9	4	10	1	11	5	3	8	6	2	2	6	10	3	10	10	9
"AK028856"	3	5	2	4	6	6	2	9	6	8	11	7	9	4	1	11	2	4	3	10
"AK028982"	2	3	8	1	7	11	10	2	2	9	3	4	5	8	4	5	11	8	4	8
"AK028994"	10	10	4	2	9	3	9	7	9	1	4	10	7	9	10	1	7	5	6	3
"AK029171"	5	3	5	11	8	4	6	10	1	7	10	8	10	5	11	9	5	3	11	11
"AK029175"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK029243"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK029272"	5	7	5	11	8	4	6	6	1	7	7	8	10	5	11	9	1	3	11	11
"AK029281"	4	9	1	8	2	8	11	1	3	5	6	11	11	4	1	7	6	9	1	4
"AK029300"	8	9	11	5	6	6	1	11	5	2	2	1	8	4	3	4	10	10	2	9
"AK029378"	7	2	3	9	2	5	5	1	3	10	6	11	1	1	6	7	8	7	9	6
"AK029391"	11	6	11	5	3	7	1	11	5	2	2	6	8	10	3	4	10	10	2	2
"AK029539"	9	11	9	10	5	9	4	8	7	3	5	5	3	2	8	10	5	6	9	5
"AK029601"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK029757"	4	9	1	5	6	8	11	9	5	2	6	11	4	4	1	10	10	4	1	4
"AK029840"	5	11	7	6	1	1	4	10	8	3	8	9	6	2	8	10	5	6	5	9
"AK029860"	9	5	9	4	5	9	7	9	7	8	11	5	9	3	5	11	2	4	7	10
"AK029884"	8	4	7	5	4	10	1	11	5	2	8	6	2	2	2	10	10	10	10	9
"AK029958"	9	11	9	6	1	1	4	10	8	3	9	9	6	2	8	10	5	6	5	1
"AK030114"	9	1	3	10	5	9	8	8	7	10	5	5	3	6	9	7	6	7	9	5
"AK030206"	9	5	2	4	5	6	7	9	6	8	1	7	9	3	5	11	2	1	3	1
"AK030271"	5	11	5	6	1	1	4	10	8	3	3	9	6	2	8	2	5	6	5	8
"AK030424"	3	5	2	4	6	6	7	9	6	8	11	7	9	2	5	11	2	4	3	10
"AK030450"	4	2	3	9	2	8	5	5	11	10	6	11	1	6	9	10	8	7	9	4
"AK030494"	9	1	1	6	1	1	1	9	7	3	6	11	11	2	8	10	6	6	1	10
"AK030505"	7	1	6	9	1	5	8	5	11	11	9	2	1	7	7	6	4	7	8	6
"AK030562"	11	4	11	7	3	7	1	4	10	6	2	6	8	11	3	4	10	10	2	2
"AK030583"	7	9	1	9	2	5	8	5	5	2	6	11	1	6	9	10	10	10	1	4
"AK030587"	4	9	1	5	6	8	1	11	5	2	8	11	4	2	1	10	10	10	1	4
"AK030594"	5	1	5	6	1	1	4	10	1	3	10	9	6	7	7	9	5	6	11	11
"AK030614"	4	9	1	5	2	8	1	11	5	2	6	11	11	4	1	10	10	10	1	4
"AK030621"	9	11	9	10	5	9	7	8	7	8	1	5	3	2	8	3	2	1	7	1
"AK030723"	8	11	7	6	1	1	4	10	8	3	8	9	6	2	8	10	5	6	10	9
"AK030930"	2	11	8	10	11	11	10	2	2	9	3	4	3	1	4	2	11	8	5	8
"AK031053"	7	8	6	9	10	5	8	5	11	11	9	2	1	1	6	6	4	7	8	6
"AK031113"	11	6	11	7	3	7	3	4	4	4	2	1	8	10	3	4	9	11	2	2
"AK031225"	4	9	1	5	2	8	11	4	5	2	6	11	8	4	1	4	10	10	1	4
"AK031263"	9	11	9	10	11	1	4	10	8	3	3	5	3	2	8	2	5	6	5	5
"AK031365"	11	9	11	5	3	7	1	11	5	2	2	1	8	10	3	4	10	10	2	2
"AK031392"	5	7	5	6	8	1	4	10	1	7	7	9	6	5	11	9	1	6	5	11
"AK031485"	3	4	7	5	6	6	1	9	5	3	8	7	2	2	8	10	10	4	10	10
"AK031495"	11	6	11	7	3	7	3	4	10	4	2	1	8	11	3	4	9	11	2	2
"AK031507"	3	5	2	4	6	6	7	9	6	8	11	7	9	3	5	11	2	4	3	10
