"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"M57999.2"	11	4	14	4	1	13	5	12	4	12	4	15	7	4	9	1	15	1	9	8
"M63554"	15	10	11	3	9	12	15	3	1	7	9	6	15	13	11	4	12	8	12	3
"M77747"	12	7	3	14	3	7	1	8	7	13	1	2	8	15	12	13	3	13	14	15
"M89800"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP000001.074"	3	11	11	7	12	12	6	10	4	7	4	6	1	10	11	4	7	2	12	3
"NAP000003.005"	10	2	5	9	12	3	14	11	11	5	14	8	11	3	13	10	15	3	6	5
"NAP004513.003"	1	10	6	13	13	6	3	7	12	2	9	13	15	5	8	7	13	7	13	14
"NAP005818.001"	3	11	11	7	12	11	12	10	11	4	4	4	1	10	13	4	7	2	12	5
"NAP012030.001"	3	14	11	7	9	12	11	10	13	7	11	6	1	10	11	4	7	2	12	3
"NAP014312.001"	1	12	4	5	2	6	8	14	12	6	12	14	3	1	14	6	2	6	4	12
"NAP017019.001"	4	2	1	2	14	11	12	15	5	4	8	4	6	8	13	11	4	11	11	9
"NAP017066.001"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	3	13	14	9
"NAP018089.001"	5	4	5	3	8	15	9	2	4	9	4	12	7	4	4	1	15	8	3	12
"NAP019640.001"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP020861.001"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP023145.001"	4	2	1	2	14	11	12	15	5	4	8	4	6	8	13	10	4	11	11	11
"NAP025218.001"	6	11	8	10	1	4	6	1	4	15	4	1	1	10	9	1	7	8	1	8
"NAP025478.001"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	6	8	3	6	11
"NAP025894.1"	10	2	5	15	10	3	2	6	3	8	4	3	11	9	15	9	14	15	8	5
"NAP026680.1"	2	12	4	12	8	3	9	11	9	10	15	12	3	3	14	6	9	6	5	12
"NAP026710.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP027441.1"	5	9	9	5	11	3	9	2	10	9	5	9	3	14	2	6	9	9	3	12
"NAP027600.1"	6	11	8	9	1	4	6	1	4	15	4	1	7	4	9	1	15	4	1	8
"NAP027677.1"	7	11	7	9	12	3	6	11	11	5	4	8	1	10	2	10	7	3	6	11
"NAP027946.1"	15	12	4	12	13	8	3	9	1	10	9	12	15	1	14	6	13	8	5	12
"NAP028689.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP029197.1"	10	11	1	9	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	11
"NAP029503.1"	3	11	11	7	12	12	6	10	11	7	4	1	1	10	13	4	7	2	12	5
"NAP029896.1"	1	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NAP030542.1"	12	7	13	14	3	7	1	8	7	13	14	2	8	15	12	13	3	13	14	15
"NAP030614.1"	10	2	1	2	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	9
"NAP030809.1"	10	2	1	7	12	11	12	10	11	4	8	4	11	8	13	11	7	11	11	5
"NAP030846.1"	4	2	1	2	12	11	12	15	5	4	8	4	6	8	13	11	4	11	11	9
"NAP030857.1"	2	12	7	12	8	3	9	11	10	10	15	12	3	3	14	6	9	6	5	12
"NAP030988.1"	15	8	5	8	10	8	2	6	3	8	7	11	11	9	3	15	5	12	8	5
"NAP031332.1"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"NAP031654.1"	3	11	11	7	9	12	15	10	11	7	11	6	1	10	11	4	7	2	12	3
"NAP032490.1"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	4	11	7	9
"NAP032847.1"	13	6	12	3	9	12	15	3	1	7	3	6	14	13	11	2	13	8	2	3
"NAP032866.1"	7	3	7	9	5	3	4	11	10	5	6	9	2	3	2	6	8	3	6	11
"NAP033010.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP035135.1"	13	6	12	3	15	1	3	9	1	3	3	5	15	13	1	2	13	8	2	13
"NAP035242.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP035629.1"	11	13	5	4	4	8	3	12	15	2	2	15	13	6	4	8	10	5	10	6
"NAP036887.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP037294.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP037408.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	6	8	3	6	12
"NAP037463.1"	6	11	8	10	1	4	6	1	4	15	4	1	7	15	9	1	15	4	1	10
"NAP037824.1"	10	2	5	9	12	3	14	11	11	5	6	8	11	3	2	9	14	2	6	5
"NAP038043.1"	11	13	13	4	4	13	5	12	14	12	2	15	13	6	6	9	10	1	9	6
"NAP038609.1"	11	13	14	4	4	13	5	12	15	12	2	15	13	6	6	8	10	1	10	6
"NAP039455.1"	10	2	13	2	14	3	14	15	5	4	14	8	11	3	7	10	4	3	11	11
"NAP040394.1"	13	6	12	3	15	15	13	5	9	3	15	5	14	1	14	2	12	8	2	13
"NAP040551.1"	4	5	1	6	6	11	12	13	2	4	8	4	6	8	13	11	4	11	11	9
"NAP040555.1"	13	6	12	3	9	12	3	9	1	7	4	5	14	13	3	4	12	8	10	8
"NAP041383.1"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NAP042147.1"	10	2	14	2	14	11	12	15	5	4	8	4	11	8	13	9	7	11	11	5
"NAP042820.1"	8	8	2	15	10	12	2	6	3	8	7	11	9	9	3	15	12	12	8	2
"NAP043344.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP043477.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP044523.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP045186.1"	10	2	5	2	14	11	12	15	5	4	8	4	11	8	15	9	14	15	11	5
"NAP045477.1"	10	13	11	4	4	13	5	12	14	12	2	15	13	10	6	4	10	1	9	6
"NAP045499.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP045863.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	6	8	3	6	11
"NAP046039.1"	3	14	11	7	11	14	4	10	13	1	11	9	11	12	4	4	11	2	3	4
"NAP046242.1"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	7	13	5	10	14
"NAP046244.1"	5	4	13	9	5	3	14	11	10	9	14	8	7	4	2	10	15	9	9	11
"NAP046356.1"	1	10	6	13	13	6	3	9	12	2	9	13	15	5	8	7	13	5	13	14
"NAP048198.1"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	7	13	5	10	14
"NAP048817.1"	13	6	12	3	15	1	13	3	1	3	3	5	14	13	1	2	1	8	2	13
"NAP048841.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP049315.1"	7	4	13	9	1	3	14	11	4	5	14	8	7	4	2	1	15	3	1	11
"NAP049544.1"	13	6	12	3	15	1	13	9	1	3	3	5	14	1	1	2	13	8	2	13
"NAP049824.1"	7	3	7	9	5	3	14	11	10	5	14	8	11	3	2	10	15	3	6	11
"NAP050049.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP050653.1"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NAP050965.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP051522.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP052266.1"	3	14	11	7	12	12	11	10	13	7	11	6	1	10	11	4	7	2	12	3
"NAP052385.1"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	8	13	5	10	14
"NAP052751.1"	10	2	1	2	14	11	12	15	5	4	8	4	11	8	13	11	7	11	11	5
"NAP053264.1"	6	11	8	10	12	4	6	1	11	15	4	1	1	10	13	11	7	4	1	10
"NAP053909.1"	15	4	5	8	13	13	3	11	4	12	4	8	11	4	15	9	14	5	10	8
"NAP054413.1"	10	2	5	7	12	14	4	10	6	4	8	9	11	10	4	9	14	2	3	5
"NAP054603.1"	5	9	9	5	11	14	3	9	6	9	5	9	10	14	4	5	13	5	3	4
"NAP055464.1"	8	9	9	5	11	6	4	2	6	1	11	11	9	12	4	15	11	7	3	4
"NAP056322.1"	10	4	13	4	1	13	5	12	14	12	14	15	7	4	15	1	15	1	9	5
"NAP056404.1"	1	15	6	11	2	10	15	14	1	6	12	14	5	11	10	14	2	14	4	7
"NAP056547.1"	15	10	12	3	13	8	3	9	15	2	9	5	15	13	8	2	13	5	10	14
"NAP056724.1"	3	11	11	7	12	4	6	10	11	7	4	1	1	10	13	4	7	2	12	10
"NAP056816.1"	11	4	5	8	4	8	5	12	15	12	2	3	11	4	15	9	14	15	10	8
"NAP057024.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	6	9	9	3	12
"NAP057026.1"	3	14	11	3	9	12	15	3	1	7	11	6	12	13	11	4	11	8	12	3
"NAP057029.1"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	1	10	1	9	6
"NAP057037.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP057049.1"	5	4	5	9	5	3	14	11	10	5	6	8	11	4	15	9	14	15	9	11
"NAP057065.1"	10	2	5	9	14	3	14	11	4	15	14	8	11	3	15	9	14	15	1	5
"NAP057112.1"	7	3	7	9	5	3	14	11	10	5	6	8	11	3	2	10	15	3	6	11
"NAP057148.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP057251.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP057282.1"	7	3	7	9	5	3	14	11	10	5	6	8	11	3	2	10	8	3	6	11
"NAP057397.1"	12	4	13	9	3	3	14	11	7	13	14	8	7	4	12	1	15	13	14	11
"NAP057461.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP057600.1"	5	9	7	9	5	3	14	11	10	5	6	8	10	14	2	10	8	3	6	11
"NAP058254.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP058291.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP058373.1"	3	3	11	7	12	3	4	10	10	2	9	9	11	10	4	4	14	2	12	5
"NAP058594.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP059351.1"	5	9	9	9	5	3	14	2	10	9	5	8	10	14	2	5	6	9	3	4
"NAP060056.1"	10	2	5	9	14	3	5	11	14	5	14	8	11	4	15	15	14	12	8	5
"NAP061005.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP061234.1"	10	2	1	6	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	5
"NAP061489.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP061805.1"	12	4	13	14	3	7	1	8	7	13	14	2	7	4	12	1	15	13	14	15
"NAP061954.1"	13	6	12	3	15	1	13	3	1	3	5	5	14	7	1	2	6	9	2	13
"NAP062061.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP066348.1"	6	4	13	10	1	4	6	1	4	15	14	1	7	4	9	1	15	4	1	10
"NAP067064.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP067089.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP067097.1"	7	3	7	9	5	3	14	11	10	5	6	8	11	3	2	10	8	3	6	11
"NAP067254.1"	3	14	11	7	11	12	4	10	6	1	5	9	10	12	4	4	11	2	12	4
"NAP069079.1"	3	11	11	7	12	8	6	10	11	7	4	1	1	10	13	4	7	2	12	5
"NAP070880.1"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP070973.1"	10	2	1	7	12	11	12	10	11	4	8	4	1	8	13	11	7	11	11	5
"NAP071310.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP071342.1"	7	3	7	9	8	3	14	11	10	5	6	8	3	3	2	6	8	3	6	12
"NAP071456.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP071486.1"	10	11	5	7	12	5	12	10	11	8	8	11	11	10	3	9	14	2	8	5
"NAP071826.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP093077.001"	4	5	1	2	12	11	12	15	11	4	8	4	6	8	13	11	4	11	11	9
"NAP093966.001"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP093999.001"	10	2	1	2	12	11	12	15	5	4	8	4	11	8	13	11	4	11	11	5
"NAP094453.001"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	14	15	1
"NAP100137.001"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NAP101564.1"	12	7	13	6	3	2	10	8	2	13	14	2	8	15	12	13	3	13	14	10
"NAP101637.1"	3	14	11	13	9	12	11	7	13	1	11	6	12	12	11	4	11	2	12	3
"NAP101659.1"	10	11	11	7	12	4	12	10	11	4	4	1	1	10	13	4	7	2	12	5
"NAP101960.1"	2	4	4	12	8	15	9	5	9	10	15	12	3	4	14	6	9	6	5	12
"NAP102091.1"	5	9	7	9	8	3	9	11	10	9	5	12	3	14	2	6	9	12	5	12
"NAP102119.1"	6	5	1	6	6	4	12	13	11	4	8	1	6	2	13	11	4	11	7	10
"NAP102400.1"	12	4	13	14	1	7	1	8	7	13	14	2	7	4	12	1	15	13	14	15
"NAP102462.1"	6	7	13	10	3	7	1	8	7	13	14	2	8	15	12	13	15	4	14	10
"NAP103111.1"	13	6	12	3	9	12	15	3	1	7	3	6	14	13	11	2	12	8	2	3
"NAP103878.1"	10	2	1	2	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	9
"NAP105867.1"	10	11	8	7	12	11	12	10	11	4	8	4	1	10	13	11	7	2	11	5
"NAP106553.1"	10	3	7	9	5	3	14	11	11	5	6	8	11	3	2	10	8	3	6	11
"NAP106668.1"	3	14	11	7	9	12	11	10	13	7	11	6	11	12	11	4	11	2	12	3
"NAP106922.1"	15	10	4	8	13	8	3	9	15	2	9	13	15	1	8	6	13	5	10	14
"NAP107388.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP107779.1"	3	11	11	7	12	12	6	10	11	7	4	1	1	10	9	4	7	2	12	5
"NAP108202.1"	6	11	8	10	12	4	12	1	11	15	8	1	1	10	13	11	7	4	1	10
"NAP108362.1"	8	6	12	3	9	12	15	3	1	7	4	6	14	13	3	15	12	8	2	2
"NAP108417.1"	2	12	4	12	15	15	9	9	9	3	15	5	14	1	14	2	13	6	2	13
"NAP108437.1"	10	2	1	2	14	11	12	15	5	4	8	4	6	8	13	11	4	11	11	9
"NAP108451.1"	13	1	12	3	15	1	13	4	8	3	3	5	14	7	1	2	1	10	2	13
"NAP108459.1"	11	13	13	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"NAP108516.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP108526.1"	2	12	4	12	8	15	14	11	9	10	15	12	3	3	14	6	9	6	5	12
"NAP108602.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP108679.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NAP108708.1"	7	3	7	9	8	3	14	11	10	5	6	8	2	3	2	6	8	3	6	12
"NAP108723.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP112302.1"	7	4	13	9	1	3	14	11	10	5	14	8	7	4	2	1	15	12	6	11
"NAP113215.1"	7	3	7	9	8	3	14	11	10	5	6	8	3	3	2	6	9	3	6	12
"NAP113293.1"	4	5	1	6	6	2	10	15	2	4	14	7	6	2	7	3	4	11	7	9
"NAP114978.1"	10	2	1	6	12	11	12	15	11	4	8	4	6	8	13	11	4	11	11	9
"NAP115274.1"	6	7	3	14	3	7	1	8	7	13	1	2	8	15	12	13	3	4	14	10
"NAP115296.1"	10	2	5	7	12	12	12	10	11	4	4	3	11	10	15	9	14	2	8	5
"NAP115318.1"	10	2	1	7	12	11	12	15	11	4	8	4	6	8	13	11	7	11	11	5
"NAP115402.1"	10	11	5	7	12	3	12	10	11	4	8	8	11	10	13	10	7	2	11	5
"NAP122697.1"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP122972.1.1"	5	9	9	5	5	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NAP123216.1"	3	2	11	7	12	12	11	10	13	2	11	13	11	10	13	4	7	2	12	5
"NAP123300.1"	3	14	11	7	11	12	4	10	13	1	11	9	10	12	4	4	11	2	12	3
"NAP123493.1"	8	10	2	15	13	10	3	9	1	8	9	11	15	9	3	15	13	12	2	2
"NM_001001177"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	1	10	1	9	6
"NM_001001179"	13	6	12	3	15	1	13	9	1	3	3	5	14	13	1	2	13	8	2	13
"NM_001001321.1"	4	5	1	6	6	2	10	15	2	11	10	7	6	2	7	3	4	11	7	9
"NM_001001326.1"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"NM_001001796"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NM_001001884"	3	14	11	13	9	12	11	7	13	1	11	6	12	12	11	7	11	7	12	3
"NM_001001892.1"	12	7	3	14	3	7	1	8	7	13	14	2	8	15	12	13	15	13	14	15
"NM_001001892.10"	12	7	13	14	3	7	1	8	7	13	14	2	8	15	12	13	15	13	14	15
"NM_001001892.9"	12	7	3	14	3	7	1	8	7	13	14	2	8	15	12	13	3	13	14	15
"NM_001001983"	14	10	10	11	13	10	3	9	12	6	12	5	15	11	10	14	13	14	2	7
"NM_001001983.1"	15	10	6	8	13	8	3	9	15	2	9	13	15	5	8	15	13	5	10	14
"NM_001002004.2"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"NM_001002268.1"	15	10	10	11	13	8	3	9	12	2	9	5	15	11	8	14	13	5	10	14
"NM_001002764.1"	4	5	1	2	6	11	12	13	11	4	8	4	6	8	13	11	4	11	11	9
"NM_001002764.3"	1	14	6	13	9	6	11	7	13	1	11	13	12	12	11	7	11	7	13	3
"NM_001002791"	5	11	5	9	12	3	14	11	10	9	5	8	1	10	4	4	6	2	3	4
"NM_001002842.1"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	3	11	7	10
"NM_001002896"	1	15	10	11	2	10	8	14	12	6	12	14	15	11	10	14	2	14	4	7
"NM_001002927.1"	3	14	6	13	13	12	11	7	13	2	11	13	12	5	8	7	11	2	12	14
"NM_001003668"	6	11	1	6	12	4	12	15	11	4	8	1	6	8	13	11	7	11	11	10
"NM_001003672"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001003817.7"	9	1	15	1	15	9	7	4	8	14	13	10	4	7	1	12	1	10	2	1
"NM_001003910.1"	1	10	10	11	2	10	8	14	12	6	12	14	15	11	10	14	13	14	4	7
"NM_001003911"	1	10	6	11	13	6	3	9	12	6	9	13	15	11	8	7	13	5	13	7
"NM_001003912.1"	1	15	6	11	2	6	8	14	12	6	12	14	5	11	10	7	2	14	4	7
"NM_001004155"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001004185"	6	11	8	10	3	4	6	1	7	13	1	1	8	15	9	13	3	4	14	10
"NM_001005223"	10	11	5	7	12	4	12	10	11	4	4	1	11	10	13	1	7	2	11	5
"NM_001005421.1"	12	7	3	14	3	7	1	8	7	13	1	2	8	15	12	13	3	13	14	15
"NM_001005477.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	14	3	6	11
"NM_001005507"	3	11	8	7	12	4	6	10	11	7	4	1	1	10	13	4	7	2	12	10
"NM_001005510.1"	15	12	4	3	13	8	3	9	15	8	9	5	15	1	3	15	13	5	10	14
"NM_001005868"	15	10	6	8	13	8	3	9	1	2	9	13	15	5	8	7	13	5	10	14
"NM_001007574.1"	15	10	6	3	13	8	3	9	1	6	9	13	15	13	8	7	13	8	4	14
"NM_001007581.1"	3	14	11	7	9	12	15	10	1	7	11	6	1	10	11	4	12	2	12	3
"NM_001008427.2"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NM_001008533.2"	6	11	8	10	1	4	6	1	4	15	4	1	1	10	9	1	7	4	1	10
"NM_001008542"	1	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001008548"	6	7	3	14	3	4	1	8	7	13	1	2	8	15	12	13	3	4	14	10
"NM_001008550.1"	5	9	9	5	11	14	4	2	6	5	6	9	10	14	4	5	8	9	3	4
"NM_001009545"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NM_001009575"	3	14	11	13	9	12	15	3	1	7	11	6	12	13	11	4	11	8	12	3
"NM_001009949"	15	10	12	3	13	10	3	9	1	3	9	5	15	13	8	2	13	5	2	13
"NM_001010930"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NM_001011527"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NM_001011756"	12	7	13	14	3	7	1	8	7	13	14	8	7	15	12	1	15	4	14	10
"NM_001011758"	15	10	11	8	13	8	3	9	15	2	4	13	1	5	8	4	13	5	10	14
"NM_001011848"	10	2	7	9	12	3	12	11	11	4	8	8	11	3	13	10	7	3	6	5
"NM_001012305"	15	10	6	13	13	6	3	7	15	1	9	13	12	12	8	7	13	5	13	14
"NM_001012726"	2	4	4	12	8	15	9	5	4	10	15	3	7	4	15	9	14	15	5	8
"NM_001013024"	1	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001013025"	1	15	10	11	2	6	15	14	1	6	12	14	5	11	10	14	2	7	4	7
"NM_001013365"	12	7	3	14	3	7	1	8	7	13	1	2	8	15	12	13	3	13	14	10
"NM_001013370.1"	1	6	10	3	2	10	8	14	1	6	12	14	15	11	10	14	2	14	4	7
"NM_001013370.2"	13	6	12	3	15	1	15	3	1	3	3	5	15	13	1	2	13	8	2	13
"NM_001013379"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NM_001013577.1"	6	11	8	10	12	4	12	1	11	15	8	1	6	8	13	11	4	11	11	10
"NM_001013741"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NM_001013810"	3	11	11	7	12	12	15	10	11	7	4	6	1	10	11	4	7	2	12	3
"NM_001013813"	8	8	2	15	10	12	2	6	13	8	11	11	9	9	3	15	5	7	13	3
"NM_001013824.1"	6	7	8	10	1	4	6	1	7	15	1	1	8	15	12	13	15	4	1	10
"NM_001013832"	12	7	13	14	3	7	10	8	2	13	14	2	8	15	12	13	3	13	14	15
"NM_001014394"	2	12	4	12	8	15	9	5	9	10	15	12	3	1	14	6	9	6	5	12
"NM_001014900.1"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001014900.2"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001014973.1"	3	14	11	7	9	12	15	10	1	7	11	6	1	10	11	4	11	2	12	3
"NM_001014974"	6	11	8	10	12	4	12	1	11	4	8	1	6	8	13	11	7	11	11	10
"NM_001014981"	1	14	6	13	9	12	15	3	1	1	11	6	12	12	11	7	12	7	13	3
"NM_001017959"	6	4	8	10	1	4	6	1	4	15	4	1	7	4	9	1	15	4	1	8
"NM_001024138"	5	9	9	5	11	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NM_001024468"	4	5	1	6	6	2	10	13	2	11	10	7	6	2	7	3	4	11	7	9
"NM_001024602"	9	1	15	1	15	1	13	4	8	3	13	5	14	7	1	2	1	10	2	13
"NM_001024720.1"	1	15	6	11	2	10	8	14	12	6	12	13	15	11	10	7	2	14	4	7
"NM_001024837"	10	2	11	8	12	8	12	10	15	2	9	13	11	5	13	4	7	2	10	5
"NM_001024837.1"	15	10	10	11	13	10	3	9	12	6	9	5	15	11	10	14	13	14	4	7
"NM_001024856"	8	8	2	15	10	5	2	6	3	8	7	11	9	9	3	15	5	12	8	2
"NM_001024856.1"	1	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001024911"	11	13	14	4	4	13	5	12	14	12	2	15	13	6	6	8	10	1	9	6
"NM_001024919"	14	15	10	11	2	10	8	14	12	6	12	14	5	11	10	14	2	14	4	7
"NM_001024931"	6	11	8	10	1	4	6	1	4	15	4	1	1	10	9	1	7	4	1	8
"NM_001024954"	3	14	11	7	12	12	11	10	13	1	11	13	11	5	11	4	11	2	12	5
"NM_001025067"	6	7	13	10	3	4	10	13	2	15	14	1	8	15	12	13	3	4	14	10
"NM_001025074.3"	10	2	5	4	14	13	12	12	5	4	8	15	11	8	15	9	7	15	11	5
"NM_001025074.6"	10	2	5	4	14	13	5	12	14	12	2	15	11	6	15	9	14	15	9	5
"NM_001025093.1"	6	11	1	6	12	11	12	13	11	4	8	1	6	8	13	11	7	11	11	10
"NM_001025250"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001025250.4"	9	1	15	1	7	9	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001025250.8"	9	1	15	1	15	1	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001025250.9"	9	1	15	1	7	1	7	4	8	14	13	10	4	7	5	12	1	10	15	1
"NM_001025305"	5	9	9	5	5	14	4	2	6	9	5	9	10	14	4	5	6	9	3	4
"NM_001025307.1"	13	6	12	3	15	1	13	3	1	3	3	5	14	13	1	2	1	8	2	13
"NM_001025365"	15	10	6	8	13	8	11	7	15	2	9	13	12	5	8	7	11	2	13	14
"NM_001025392"	15	10	12	3	13	8	3	9	1	2	9	5	15	13	8	2	13	5	10	14
"NM_001025566"	13	6	12	3	15	1	13	9	1	3	3	5	14	1	1	2	13	8	2	13
"NM_001025570.1"	10	2	1	2	12	11	12	15	5	4	8	4	11	8	13	11	7	11	11	5
"NM_001025577.1"	10	2	1	2	14	2	12	15	5	4	8	4	6	8	7	3	4	11	11	9
"NM_001025599"	6	11	8	10	3	4	6	1	7	13	1	1	8	10	9	13	3	4	14	10
"NM_001025602"	3	14	11	7	13	12	11	10	13	1	11	13	11	12	11	4	11	2	12	5
"NM_001025613.2"	1	6	12	3	9	6	15	3	1	7	9	5	15	13	8	2	13	8	2	14
"NM_001029856.1"	10	2	5	7	12	11	12	10	11	4	8	4	11	10	13	11	7	2	11	5
"NM_001029868.1"	7	3	7	9	5	3	14	11	10	5	6	8	2	3	2	10	8	3	6	11
"NM_001029933"	5	9	9	5	11	14	4	2	6	9	5	9	2	14	4	5	8	9	3	4
