"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"NM_009391"	6	11	15	11	13	2	13	8	14	12	3	10	3	10	4	9	7	5	2	1	7	5	5	12	10
"NM_009392"	12	8	4	6	4	7	12	16	16	15	12	14	11	13	14	7	6	15	3	11	14	8	2	2	15
"NM_009394"	12	13	9	15	5	5	13	2	5	5	8	5	2	1	4	16	6	2	3	3	14	11	12	14	1
"NM_009398"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_009399.1"	16	14	2	7	13	4	16	2	3	10	4	7	7	1	5	12	3	5	8	15	9	12	5	12	10
"NM_009404"	9	11	6	9	14	10	8	13	12	10	15	2	3	16	1	12	10	6	15	7	9	7	3	5	10
"NM_009426"	12	4	16	10	10	9	14	16	16	6	12	14	11	2	16	16	4	14	3	1	14	8	2	9	15
"NM_009443"	15	3	14	8	2	15	9	1	15	8	7	3	12	3	13	8	8	10	7	14	8	10	1	15	5
"NM_009445"	2	13	9	7	5	4	16	8	2	12	8	7	7	1	4	9	3	2	2	15	7	12	5	12	14
"NM_009459.1"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_009498.1"	5	6	6	16	10	9	11	3	14	3	15	10	8	2	15	13	10	6	10	7	10	13	11	9	4
"NM_009500"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"NM_009501"	12	4	16	6	10	7	7	16	5	15	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"NM_009506"	14	9	8	1	15	16	3	10	10	16	14	13	13	9	2	4	9	16	9	2	16	2	13	8	8
"NM_009509.1"	2	13	9	16	5	5	11	2	3	10	8	5	8	1	15	2	10	2	8	7	9	11	12	6	1
"NM_009522"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_009525.1"	7	10	3	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	3	6	16	4	11
"NM_009533"	11	9	14	5	15	6	4	10	15	16	14	15	14	11	2	10	8	12	13	4	12	2	13	15	13
"NM_009542"	11	9	8	1	16	11	10	5	6	14	2	15	14	12	2	10	11	4	9	4	16	15	16	11	8
"NM_009543"	5	16	12	13	7	13	6	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"NM_009545"	7	10	12	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	3	6	16	4	11
"NM_009553"	7	10	3	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	3	6	16	4	11
"NM_009557"	4	9	14	5	15	6	4	1	15	8	7	3	12	3	2	8	8	10	7	14	12	10	13	15	5
"NM_009564"	11	16	13	12	16	12	1	12	6	14	5	15	14	12	12	10	11	4	9	4	16	15	15	11	2
"NM_009565"	16	14	2	7	13	4	16	8	2	10	4	7	7	10	5	12	3	5	8	15	7	12	5	5	10
"NM_009568"	15	3	14	5	2	6	9	1	9	8	7	3	12	3	13	8	8	10	7	14	8	10	13	16	5
"NM_009569"	6	11	6	16	14	9	11	2	3	10	15	10	8	1	15	12	10	6	8	7	9	5	12	5	10
"NM_009573.1"	2	13	9	16	5	5	16	2	3	10	8	5	7	1	4	12	3	2	8	15	9	11	12	6	14
"NM_009592"	5	6	12	13	7	6	2	3	1	3	14	12	9	13	9	5	14	1	13	5	2	13	11	7	3
"NM_009595"	16	14	2	7	13	4	16	8	2	10	4	7	7	10	5	12	3	5	8	15	7	12	5	5	10
"NM_009600"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_009604.1"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"NM_009621"	2	13	9	16	5	5	11	2	3	5	8	5	8	1	15	2	10	2	8	7	9	11	12	6	1
"NM_009622.2"	1	4	16	6	10	7	7	16	4	15	10	4	6	2	14	16	14	14	14	11	11	3	9	14	3
"NM_009623"	7	9	8	1	15	16	4	10	10	16	2	15	14	9	2	4	11	16	9	2	16	14	13	8	13
"NM_009627"	6	7	6	11	14	9	14	9	14	6	15	10	3	16	16	13	10	6	4	1	1	5	4	5	6
"NM_009640"	10	5	1	3	9	1	10	4	8	11	13	16	10	14	2	15	5	8	5	16	15	4	14	3	12
"NM_009640.1"	15	9	14	5	15	6	4	10	10	16	14	1	1	11	2	5	8	12	13	6	12	2	13	15	13
"NM_009641"	7	10	3	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	3	6	16	4	11
"NM_009643.3"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"NM_009659.1"	1	8	4	6	4	7	12	16	16	15	12	14	6	2	14	7	14	15	14	11	14	8	2	2	15
"NM_009662"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_009663"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	10
"NM_009671.1"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_009692.2"	2	16	6	16	5	5	11	2	3	10	15	5	8	1	15	12	10	6	8	7	9	11	12	5	10
"NM_009692.6"	2	13	6	16	5	5	11	2	5	5	15	5	8	1	15	2	10	2	8	7	9	11	12	6	1
"NM_009696.4"	7	12	8	14	6	11	3	5	10	9	2	13	13	15	8	4	9	13	11	8	6	14	8	8	8
"NM_009696.5"	14	12	8	1	6	11	3	5	10	2	2	13	13	15	8	4	9	16	11	8	6	14	8	8	8
"NM_009700.1"	11	9	14	5	15	6	4	12	6	14	14	15	14	12	2	10	11	4	9	4	12	15	13	15	2
"NM_009710"	11	10	3	14	16	11	1	11	11	14	11	15	15	12	12	14	11	4	9	4	16	15	16	11	2
"NM_009722.1"	13	16	3	14	7	11	1	11	11	3	11	11	15	8	12	14	2	9	10	13	3	13	11	7	9
"NM_009737.1"	13	16	3	14	3	11	15	3	11	9	11	11	16	8	6	3	2	13	12	13	3	6	16	4	11
"NM_009741.8"	11	9	13	12	16	12	1	12	6	14	5	15	14	12	2	10	11	4	9	4	16	15	7	11	2
"NM_009743.6"	6	11	15	11	14	2	14	9	14	6	15	10	3	16	16	13	7	6	4	1	1	5	4	9	6
"NM_009744"	5	16	13	12	16	12	1	12	6	14	5	15	14	12	12	10	4	4	10	4	2	13	11	11	2
"NM_009746.1"	13	16	3	16	5	5	11	2	3	3	11	5	8	1	15	14	2	2	12	13	3	11	12	6	11
"NM_009760"	5	6	12	13	15	13	6	10	1	16	14	15	1	11	9	5	11	12	13	6	2	2	13	7	13
"NM_009766"	5	16	6	16	7	5	11	3	5	3	15	12	8	7	15	14	4	9	10	13	5	13	11	7	9
"NM_009778.4"	6	7	15	11	8	2	8	13	12	7	3	2	5	16	1	11	7	11	4	1	1	5	4	1	6
"NM_009778.7"	6	7	15	11	8	2	14	13	12	6	3	10	5	16	16	13	7	11	4	1	1	5	4	9	6
"NM_009788.6"	12	4	16	15	10	7	7	15	5	5	12	14	2	7	14	2	12	14	3	3	5	8	2	14	1
"NM_009790.1"	14	9	8	1	6	16	3	5	10	2	6	13	13	9	2	4	9	16	9	2	16	14	8	8	8
"NM_009805"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	5	6
"NM_009813"	7	10	3	14	3	11	15	11	11	14	2	11	16	12	6	3	11	13	12	8	16	15	16	4	11
"NM_009819"	12	4	16	11	10	7	7	16	5	15	3	10	11	2	14	16	7	14	4	1	14	5	2	14	15
"NM_009820.10"	2	13	9	16	5	5	11	2	3	5	8	5	8	1	15	2	12	2	8	3	9	11	12	6	1
"NM_009820.8"	16	13	2	7	13	4	16	8	2	12	4	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"NM_009820.9"	16	13	2	7	13	4	16	8	2	12	4	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"NM_009826.5"	3	2	10	12	11	12	5	12	6	13	5	8	4	6	11	1	15	4	6	9	13	1	7	10	2
"NM_009836"	6	11	6	16	14	9	14	9	14	10	15	10	3	4	16	12	7	6	8	1	9	5	4	5	10
"NM_009841"	6	11	6	10	14	9	14	9	14	6	15	10	3	4	16	13	7	6	4	1	10	5	11	9	4
"NM_009851.2"	6	11	6	16	14	9	14	9	14	6	15	10	3	4	16	13	10	6	4	1	9	5	4	5	4
"NM_009851.6"	6	11	6	16	14	9	14	9	14	10	15	10	3	4	16	12	10	6	4	1	9	5	4	5	10
"NM_009852"	16	13	9	7	13	4	16	8	2	12	8	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"NM_009864.6"	15	3	14	5	12	6	9	1	15	8	7	1	12	3	13	8	8	10	7	14	12	10	13	15	5
"NM_009866.2"	11	9	4	4	15	14	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	9	11	2
"NM_009867.2"	7	10	8	14	3	11	15	5	10	9	2	13	16	15	2	3	9	13	9	8	16	6	16	4	11
"NM_009875.6"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"NM_009877.5"	12	4	9	15	10	3	13	15	5	5	16	6	2	7	16	2	12	3	16	3	5	9	6	9	1
"NM_009879"	4	9	14	5	15	6	4	1	15	8	7	3	12	3	2	8	8	10	7	14	12	10	13	15	5
"NM_009881.1"	5	16	6	16	7	5	11	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"NM_009884"	12	4	16	10	10	7	7	16	16	6	15	14	11	2	16	16	13	14	4	1	10	5	2	9	4
"NM_009884.1"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"NM_009888.1"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	9	5	8	12	13	6	12	2	13	15	13
"NM_009909"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	4	1	6
"NM_009913"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	4	9	3	5	8	15	7	12	5	12	10
"NM_009924"	5	16	6	16	5	5	11	3	3	3	15	5	8	1	15	14	10	2	10	7	9	13	12	6	9
"NM_009928.1"	2	16	1	16	5	5	11	2	5	3	13	5	8	1	15	2	12	2	10	13	5	13	12	6	1
"NM_009932"	5	16	12	13	7	13	11	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"NM_009939.1"	6	11	15	11	10	2	14	9	14	6	3	10	3	2	16	13	7	6	4	1	10	5	4	9	4
"NM_009940.1"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"NM_009947"	5	1	6	10	7	9	14	9	1	6	15	12	15	7	16	13	4	6	10	1	2	13	11	9	4
"NM_009950"	4	3	5	8	2	15	9	1	9	2	7	3	1	9	8	4	16	10	7	6	8	2	13	16	5
"NM_009952.11"	11	2	10	12	11	12	5	12	6	13	5	15	14	12	11	10	15	4	6	4	13	1	7	10	2
"NM_009952.7"	11	2	10	12	11	12	5	12	6	13	5	15	14	12	11	10	15	4	6	4	13	1	7	10	2
"NM_009962"	12	4	16	6	10	7	7	16	16	15	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"NM_009965"	3	2	15	11	11	2	5	7	7	6	3	8	4	6	11	1	7	7	4	1	10	5	7	10	7
"NM_009967"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"NM_009969.3"	5	6	12	10	7	9	4	3	1	3	15	12	15	14	9	13	4	4	13	1	2	13	11	7	4
"NM_009969.5"	5	6	12	10	7	6	4	3	1	3	15	12	15	11	9	13	4	4	13	1	2	13	11	7	4
"NM_009980.1"	7	16	12	13	7	13	15	3	1	9	11	11	16	8	6	14	2	9	12	13	3	6	11	7	11
"NM_009983"	1	8	3	14	4	11	15	3	8	3	16	4	6	13	10	7	5	13	14	16	15	6	16	4	11
"NM_010000"	15	3	14	5	12	6	4	10	15	16	14	1	1	11	13	5	8	12	13	6	12	2	13	15	13
"NM_010004"	11	9	4	2	6	16	4	5	10	14	2	15	14	15	2	10	11	15	9	5	4	15	10	8	12
"NM_010004.1"	2	13	9	15	5	5	13	2	5	5	8	5	8	1	4	2	12	2	8	3	5	11	12	6	1
"NM_010005.1"	7	12	8	1	15	16	3	10	10	2	2	13	13	15	2	4	9	16	11	2	6	14	8	8	8
"NM_010007"	3	1	10	15	11	3	13	15	5	13	16	6	2	7	11	2	12	3	16	3	5	9	6	10	1
"NM_010010"	12	4	16	6	10	7	7	16	16	15	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"NM_010023"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_010045.1"	9	7	6	16	5	10	8	2	3	10	1	5	8	1	1	12	10	2	8	7	9	11	12	5	10
"NM_010046"	2	16	6	16	5	5	11	2	3	5	15	5	8	1	15	12	10	2	10	7	9	11	12	6	1
"NM_010048.1"	7	8	4	4	4	14	15	6	4	9	2	4	6	15	3	3	14	15	14	12	6	6	9	4	11
"NM_010049"	9	7	15	11	8	2	8	13	12	7	3	2	5	16	1	11	7	11	15	10	1	5	4	1	6
"NM_010049.1"	9	11	11	9	8	2	8	13	12	7	3	2	5	16	1	11	1	11	15	10	1	7	4	1	6
"NM_010050"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010056"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"NM_010059"	5	6	12	13	7	13	6	3	1	3	11	12	15	8	9	14	2	9	13	13	2	13	11	7	9
"NM_010071"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	1	9	3	5	2	15	7	12	5	12	10
"NM_010072.1"	7	9	12	13	15	13	6	10	1	16	14	15	1	11	9	5	8	12	13	6	2	2	13	7	13
"NM_010092.1"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	4	3	9	2	3
"NM_010093.1"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	14
"NM_010093.2"	2	13	2	7	13	4	16	2	2	10	8	7	7	1	5	9	3	2	8	15	7	12	5	12	14
"NM_010096.1"	2	2	9	15	16	12	1	15	5	5	5	6	2	7	12	2	12	2	16	3	5	9	6	11	2
"NM_010097.1"	5	1	1	15	9	3	13	15	5	6	16	10	2	7	16	2	12	3	16	3	5	9	6	9	1
"NM_010103"	15	9	14	5	2	6	4	1	15	8	7	3	1	11	2	8	8	12	7	14	12	2	13	15	5
"NM_010109"	12	4	16	6	10	5	7	2	3	5	12	5	8	1	14	16	6	14	3	7	14	11	12	14	15
"NM_010113.3"	2	11	6	16	14	9	14	9	3	10	15	5	8	4	16	12	10	6	8	7	9	11	12	5	10
"NM_010113.8"	5	16	6	16	14	9	11	9	3	10	15	12	8	4	15	12	10	6	10	7	9	13	12	5	10
"NM_010118.3"	9	11	2	9	14	10	8	13	12	10	3	10	3	16	1	12	1	6	15	10	1	7	4	5	10
"NM_010118.4"	9	11	11	11	14	2	8	13	12	10	3	10	3	16	1	12	1	6	15	10	1	7	4	5	10
"NM_010118.5"	9	11	11	11	14	2	8	13	12	10	3	10	3	16	1	12	1	6	15	10	1	7	4	5	10
"NM_010118.7"	9	11	11	11	14	2	8	13	12	10	3	10	3	16	1	11	1	6	15	10	1	7	4	5	10
"NM_010120.1"	6	11	15	9	14	2	14	13	14	6	15	10	3	16	16	13	7	6	4	1	1	5	4	9	6
"NM_010125"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010142.1"	10	5	1	3	9	1	10	14	8	5	13	16	10	14	10	2	12	8	5	16	15	4	14	3	16
"NM_010143"	14	9	5	1	2	16	9	1	9	2	6	3	13	9	8	4	16	16	7	2	8	10	8	16	8
"NM_010156"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010169"	5	6	13	10	14	9	14	9	14	6	15	12	2	7	16	13	4	3	16	1	5	13	15	9	4
"NM_010171"	9	11	11	9	14	10	8	13	12	7	1	10	3	16	1	11	1	6	15	10	1	7	4	5	6
"NM_010172"	8	6	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	10	16	10	13	4
"NM_010177.10"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	14
"NM_010194"	16	13	2	16	5	4	16	2	3	10	4	5	7	1	5	12	3	2	8	7	9	12	12	5	10
"NM_010200"	2	13	9	15	5	5	16	2	5	5	8	7	7	1	4	9	3	2	8	15	7	12	5	6	14
"NM_010207.8"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010220.1"	9	11	2	9	14	10	8	13	12	10	1	2	3	16	1	12	1	6	15	10	1	7	4	5	10
"NM_010227.2"	13	16	3	13	7	13	11	3	1	3	11	12	15	8	15	14	2	9	10	13	3	13	11	7	9
"NM_010228"	11	9	13	2	15	8	4	12	6	1	9	15	14	12	2	10	11	4	9	4	16	16	15	13	12
"NM_010229"	1	16	4	15	4	14	11	6	4	4	16	4	6	13	15	7	14	15	14	12	11	3	9	2	2
"NM_010230.1"	12	4	16	6	10	7	7	16	16	5	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"NM_010232"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_010233.1"	2	13	9	16	5	5	11	2	3	5	8	5	8	1	15	2	10	2	8	7	9	11	12	6	1
"NM_010234.4"	3	2	6	10	11	9	5	7	7	6	15	8	4	6	16	13	10	7	6	1	13	13	7	9	7
"NM_010247"	5	6	12	13	7	14	11	3	1	3	16	4	6	13	10	14	14	15	10	13	2	13	11	7	9
"NM_010255.7"	14	12	5	8	2	16	3	1	9	2	6	3	13	9	8	4	16	16	7	2	8	14	8	16	8
"NM_010255.8"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_010281.1"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	10
"NM_010288"	8	1	7	2	1	8	2	4	13	1	16	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"NM_010288.2"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"NM_010292"	11	10	8	14	3	11	15	12	6	14	2	15	14	12	2	10	11	13	9	8	16	15	16	11	11
"NM_010292.1"	7	9	8	1	6	16	3	5	10	2	2	13	13	15	2	4	9	16	9	8	16	14	8	8	8
"NM_010296.8"	7	12	8	1	6	16	3	5	10	2	2	13	16	15	8	4	9	13	11	8	6	14	8	8	8
"NM_010305.3"	3	2	10	12	11	12	5	12	6	13	5	8	4	6	11	1	15	4	6	9	13	1	7	10	2
"NM_010311.1"	7	10	8	14	3	16	15	5	10	9	2	15	16	15	6	3	9	13	9	8	16	6	16	4	11
"NM_010329"	5	6	6	10	14	9	14	9	14	6	15	12	3	4	16	13	10	6	10	1	10	13	11	9	4
"NM_010333"	5	6	12	10	7	9	14	3	14	3	15	12	8	4	9	13	4	6	10	1	10	13	11	9	4
"NM_010346"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010361"	7	10	8	1	6	16	15	5	10	9	2	13	16	15	8	3	9	13	11	8	6	6	8	8	8
"NM_010367"	4	9	14	5	2	6	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	13	16	5
"NM_010368"	2	13	9	15	5	5	13	2	5	5	16	5	8	1	10	2	12	2	16	3	5	11	12	6	1
"NM_010368.2"	10	5	1	15	9	3	13	15	5	5	16	5	2	7	10	2	12	8	16	3	5	13	14	6	1
"NM_010368.4"	10	5	1	15	9	3	13	15	5	5	16	5	2	7	10	2	12	8	16	3	5	4	12	6	1
"NM_010369"	11	6	3	14	16	11	15	12	6	14	16	15	16	12	6	3	11	4	9	4	16	15	11	11	11
"NM_010378"	11	6	4	15	7	14	11	12	6	3	16	15	14	12	10	10	12	4	10	4	16	13	11	7	2
"NM_010380.1"	9	7	11	11	8	10	8	13	12	7	3	2	5	16	1	12	10	11	15	10	1	5	3	1	6
"NM_010387.1"	2	13	9	16	5	5	16	2	3	10	8	5	7	1	4	12	3	2	8	7	9	12	12	12	10
"NM_010391.2"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010392.1"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010394"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010394.3"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010413"	10	5	1	3	15	8	10	4	8	11	16	16	10	14	2	15	5	8	5	16	16	4	14	13	16
"NM_010421"	14	12	8	1	2	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"NM_010423"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010434.2"	16	14	2	7	14	4	16	2	3	10	4	7	7	1	5	12	3	6	8	7	9	12	12	5	10
"NM_010436"	2	13	9	15	5	5	13	2	5	5	8	5	2	1	4	2	12	2	16	3	5	11	12	6	1
"NM_010438.3"	2	13	6	16	5	5	11	2	3	10	8	5	8	1	15	12	10	2	8	7	9	11	12	5	10
"NM_010446.6"	4	3	14	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010446.8"	4	3	14	5	2	6	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	13	16	5
"NM_010452.1"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"NM_010456"	7	9	12	13	15	13	6	10	1	9	2	15	15	8	2	5	11	9	13	8	2	6	16	7	13
"NM_010485"	7	16	12	13	7	13	15	3	1	9	11	11	15	8	6	14	2	9	12	13	2	6	16	7	9
"NM_010494"	15	9	14	5	15	6	4	10	10	16	14	1	1	11	2	5	8	12	9	6	12	2	13	15	13
"NM_010495.1"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"NM_010498.2"	7	16	12	13	7	13	15	3	1	3	11	12	15	8	6	14	2	9	10	13	2	6	11	7	9
"NM_010500"	9	11	6	11	14	9	14	9	14	6	15	10	3	4	16	13	10	6	4	1	1	5	4	9	6
"NM_010509"	6	7	15	11	11	2	14	7	14	6	15	10	3	16	16	13	7	6	4	1	10	5	4	9	4
"NM_010512.9"	16	13	9	7	13	4	16	8	2	12	4	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"NM_010544"	2	16	6	16	5	5	11	2	3	3	15	5	8	1	15	12	10	2	10	7	9	11	12	6	10
"NM_010544.3"	5	16	12	13	7	13	11	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"NM_010544.8"	5	16	12	16	7	13	11	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"NM_010546"	5	16	6	16	7	5	11	3	1	3	11	12	8	8	15	14	10	9	10	13	2	13	11	7	9
"NM_010548.1"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	14
"NM_010548.8"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	14
"NM_010573"	15	9	14	5	12	6	6	10	15	16	14	1	1	11	9	5	8	12	13	6	12	2	13	15	13
"NM_010578.10"	11	9	8	5	15	6	4	10	10	14	2	15	14	12	2	10	11	4	9	4	16	15	13	8	8
"NM_010579"	16	11	6	16	13	4	16	2	3	10	4	5	7	1	5	12	10	6	8	7	9	12	5	5	10
"NM_010585.1"	15	9	14	5	15	6	4	1	15	8	7	3	12	11	2	8	8	12	7	14	12	2	13	15	5
"NM_010587.2"	7	9	8	1	6	13	6	10	10	16	14	13	1	11	2	5	9	16	13	6	16	2	8	8	13
"NM_010588"	7	10	3	14	16	11	15	11	11	14	2	15	16	12	6	10	11	13	9	8	16	15	16	4	11
"NM_010591.2"	5	9	13	13	15	13	4	12	1	14	14	15	14	12	2	10	11	4	13	4	2	13	11	7	13
"NM_010591.3"	5	9	13	13	15	13	4	12	1	14	14	15	14	12	2	10	11	4	9	4	2	13	13	7	13
"NM_010602"	13	16	3	14	7	11	1	11	11	14	11	11	15	12	12	14	2	4	10	13	3	15	11	11	2
"NM_010606"	5	1	13	10	10	3	14	15	5	6	16	12	2	7	16	13	4	3	16	1	10	13	6	9	4
"NM_010612"	4	9	14	5	15	6	4	1	9	8	7	3	14	3	2	10	8	10	7	14	12	10	13	15	5
"NM_010612.4"	11	9	14	5	15	6	4	1	15	8	7	15	14	3	2	10	11	4	9	4	12	10	13	15	5
"NM_010617.1"	11	10	12	13	16	13	15	12	6	14	2	15	14	12	12	10	4	4	9	4	16	15	11	11	2
"NM_010620.1"	2	13	9	15	5	5	13	2	5	5	8	5	2	1	4	2	12	2	2	3	7	12	12	6	1
"NM_010629.2"	11	9	8	5	15	6	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	13	11	2
"NM_010648.2"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	10
"NM_010655.1"	2	13	9	15	13	2	13	15	5	5	3	10	2	7	4	2	12	2	8	3	5	12	5	12	1
"NM_010658"	16	14	2	7	13	4	16	8	2	12	4	7	7	10	5	9	3	5	2	15	7	12	5	12	14
"NM_010673"	12	4	9	15	10	3	13	15	5	5	16	14	2	7	14	16	12	14	16	3	5	9	2	14	1
"NM_010678.2"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"NM_010680"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"NM_010680.1"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	16	15	9	2	3
"NM_010681.1"	7	10	3	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	16	6	16	4	11
"NM_010693"	16	13	9	7	13	4	16	8	2	12	8	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"NM_010700"	15	9	14	5	15	6	4	10	15	16	14	1	14	11	2	5	8	12	13	6	12	2	13	15	13
"NM_010700.4"	15	9	14	5	15	6	4	10	15	16	14	1	14	11	2	5	8	12	13	6	12	2	13	15	13
"NM_010704.4"	7	12	8	1	6	16	3	5	10	2	2	13	13	15	8	4	9	16	11	8	6	14	8	8	8
"NM_010704.8"	7	12	8	1	6	16	3	5	10	2	2	13	13	15	8	4	9	16	11	8	6	14	8	8	8
"NM_010706"	5	16	3	13	7	13	1	3	1	3	11	12	15	8	12	14	4	9	10	13	2	13	11	7	9
"NM_010712"	12	4	16	6	10	7	7	16	16	15	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"NM_010718.1"	8	9	7	2	1	8	4	4	13	1	9	9	9	5	2	6	13	1	1	5	16	16	10	13	12
"NM_010734"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"NM_010735.8"	9	7	6	16	8	10	13	13	12	10	15	2	5	16	16	12	10	11	4	7	9	5	3	5	10
