"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"AK052446"	1	6	12	5	12	6	4	6	4	4	14	1	6	11	9	5	8	12	13	6	12	3	13	15	3
"AK052455"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK052576"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK052617"	11	5	10	12	11	12	5	12	6	14	5	8	14	12	11	15	15	4	6	4	13	1	7	10	2
"AK052632"	11	2	13	12	16	12	5	12	6	14	5	15	14	12	11	10	11	4	6	4	13	1	7	11	2
"AK052650.1"	4	3	14	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"AK052852"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	12	8	5	16	15	4	14	3	2
"AK052864"	11	10	8	14	16	11	15	12	6	14	2	15	14	12	2	10	11	13	9	4	16	15	16	11	11
"AK052876"	5	6	12	13	7	13	6	3	1	3	15	12	15	8	9	14	4	9	10	13	2	13	11	7	9
"AK052902"	11	6	1	2	16	1	10	12	8	14	16	15	14	12	7	10	11	4	9	4	4	15	14	11	12
"AK053070"	5	6	13	10	16	13	1	3	1	3	15	12	15	12	12	14	4	4	10	4	2	13	11	7	9
"AK053073"	11	2	10	12	16	12	5	12	6	14	5	15	14	12	11	10	11	4	6	4	13	15	7	11	2
"AK053122"	7	10	12	14	3	13	6	11	11	14	2	15	15	12	6	3	11	13	9	8	16	15	16	7	11
"AK053245"	11	10	8	14	16	12	1	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	16	11	2
"AK053257"	5	6	12	13	12	13	6	10	1	16	14	1	1	11	9	5	4	12	13	6	2	13	11	7	13
"AK053294"	11	9	8	14	15	11	4	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	16	11	2
"AK053338"	4	3	14	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"AK053379"	3	2	10	12	11	12	5	12	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	2
"AK053400"	11	9	13	5	15	6	4	12	6	14	14	15	14	12	2	10	11	4	9	4	16	15	13	11	2
"AK053561"	5	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	4	6	9	2	13	11	10	7
"AK053599"	11	16	3	12	16	12	1	12	6	14	5	15	15	12	12	14	11	4	10	4	16	15	11	11	2
"AK053617"	5	1	1	15	16	3	13	15	5	14	16	6	2	7	10	2	12	3	16	3	5	9	6	11	1
"AK053676"	11	9	8	5	15	6	4	12	6	14	6	15	14	12	2	10	11	4	9	4	16	15	13	8	8
"AK053682"	5	6	1	3	16	1	10	3	8	14	13	12	14	12	9	15	4	4	13	4	16	13	11	11	9
"AK053692"	11	9	14	5	15	6	4	12	8	14	14	15	14	12	2	10	11	4	9	4	16	15	13	15	13
"AK053718"	9	11	6	11	8	10	8	13	12	10	3	2	5	16	1	12	1	11	8	10	9	7	3	5	10
"AK053797"	12	1	16	15	10	3	13	15	5	6	16	6	2	7	16	2	12	3	16	3	5	9	6	9	1
"AK053808"	5	16	13	15	16	12	1	12	6	14	16	12	2	12	12	14	4	4	16	3	5	15	11	11	2
"AK053942"	4	3	14	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"AK053967"	2	13	9	16	5	5	11	2	3	5	8	5	8	1	4	12	3	2	8	7	9	11	12	6	1
"AK053990"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK053991"	1	8	4	4	4	14	12	6	4	4	10	15	6	13	3	7	14	15	14	12	11	3	9	2	3
"AK053996"	11	10	3	12	16	12	1	12	6	14	5	15	14	12	12	10	11	4	9	4	16	15	16	11	2
"AK054073"	11	9	14	5	15	6	4	12	6	14	14	15	14	12	2	10	11	4	9	4	12	2	13	15	2
"AK054077"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	2	5	8	12	13	6	12	2	13	15	13
"AK054099"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK054169"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	2
"AK054232"	5	6	13	10	16	9	14	12	6	14	15	12	14	12	16	13	4	4	10	1	10	13	15	9	4
"AK054365"	14	12	8	1	6	16	3	5	10	2	2	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK054366"	5	6	1	3	9	1	10	3	8	3	13	16	10	14	10	15	5	8	5	16	15	13	11	3	16
"AK054418"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK054493"	8	1	7	2	1	8	2	15	13	1	16	9	9	7	7	6	13	1	16	3	10	16	10	13	1
"AK075622"	9	7	6	9	14	9	14	9	12	6	15	2	3	4	16	11	10	6	4	1	1	5	4	5	6
"AK075646"	11	9	13	5	15	6	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	15	15	2
"AK075648"	11	9	8	1	16	16	4	5	6	14	2	15	14	12	2	10	11	13	9	4	16	15	8	8	8
"AK075695"	8	15	7	2	16	8	2	4	13	14	9	9	9	5	7	6	11	1	9	5	4	15	10	13	12
"AK076240"	2	13	9	15	5	5	13	2	5	5	8	5	8	1	4	2	12	2	8	3	5	11	12	6	1
"AK076249"	6	11	15	11	14	2	14	9	14	6	3	10	3	4	16	13	7	6	4	1	10	5	4	9	10
"AK076276"	11	5	10	12	11	12	5	12	6	14	5	15	14	12	11	10	11	4	6	4	13	15	7	10	2
"AK076368"	11	6	13	13	15	13	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	11	11	2
"AK076376"	1	8	7	2	4	8	2	6	4	4	10	9	6	5	7	7	13	1	14	5	4	3	10	13	3
"AK076423"	11	2	13	12	16	12	5	12	6	13	5	8	4	12	11	1	15	4	6	9	13	1	7	10	2
"AK076651"	11	9	13	14	15	11	4	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	14	11	2
"AK076663"	11	5	1	3	9	1	1	12	8	14	13	16	10	12	12	15	11	8	5	16	16	15	14	11	2
"AK076794"	2	13	9	15	5	3	13	15	5	5	16	5	2	7	16	2	12	3	16	3	5	9	6	6	1
"AK076901"	5	11	6	16	14	9	14	9	14	10	15	12	8	4	15	13	4	6	10	7	9	13	12	9	4
"AK077083"	7	10	3	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	3	6	16	4	11
"AK077428"	15	9	14	5	15	6	4	10	15	16	14	1	14	11	2	10	8	12	13	6	12	2	13	15	13
"AK077492"	5	6	7	2	1	8	10	4	8	11	16	12	9	5	9	15	4	1	13	5	10	13	15	3	12
"AK077587"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	9	5	8	12	13	6	12	2	13	15	13
"AK077687"	7	10	12	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	16	6	16	4	11
"AK077719"	12	4	16	6	10	7	13	16	8	5	16	4	11	2	14	16	12	14	16	3	14	4	2	14	15
"AK077809"	11	1	13	2	15	8	4	12	6	1	16	15	14	12	2	10	11	4	16	4	16	9	6	13	2
"AK077879"	11	9	14	5	15	6	4	10	15	16	14	15	14	11	2	5	8	12	13	4	12	2	13	15	13
"AK077950"	11	6	13	10	16	12	10	12	6	14	16	15	14	12	12	10	4	4	9	4	16	15	15	11	2
"AK078027"	5	16	6	16	7	9	11	3	1	3	15	12	8	1	15	14	4	6	10	7	2	13	11	7	9
"AK078057"	15	9	14	5	15	6	4	10	15	16	14	1	1	11	2	5	11	12	9	6	12	2	13	15	13
"AK078235"	9	11	6	9	14	9	14	9	14	10	15	2	3	4	1	12	1	6	15	1	1	7	3	5	10
"AK078302"	9	7	6	9	14	10	8	13	3	10	1	2	3	1	1	12	10	6	8	7	9	7	3	5	10
"AK078430"	15	9	14	5	15	6	4	10	15	16	14	15	14	11	2	10	8	4	9	4	12	2	13	15	13
"AK078483"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK078497"	5	1	6	15	14	3	13	15	5	6	15	12	2	7	16	2	12	6	16	3	5	13	6	9	1
"AK078599"	5	16	3	15	7	3	11	3	5	3	16	12	2	8	15	2	12	9	16	13	5	13	11	7	1
"AK078658"	5	16	12	13	7	11	11	3	1	3	16	12	15	8	15	14	12	9	10	13	2	13	11	7	9
"AK078743"	11	9	13	12	15	12	1	12	6	14	5	15	14	12	2	10	11	4	9	4	16	15	14	11	2
"AK078805"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	2	8	8	12	7	6	12	2	13	15	13
"AK078961"	11	9	8	5	15	16	4	5	10	2	6	15	14	9	2	10	11	16	9	4	16	15	13	8	8
"AK079007"	11	9	12	5	15	13	6	10	10	14	14	15	14	11	9	5	11	4	13	4	16	15	13	8	13
"AK079114"	1	8	6	16	4	5	11	6	4	5	10	5	8	13	15	7	10	15	10	7	11	3	9	2	3
"AK079158"	11	9	14	5	15	6	4	10	8	16	14	15	14	11	2	10	5	12	9	4	12	2	13	15	13
"AK079237"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	10	16	10	13	12
"AK079259"	3	2	10	12	16	12	5	12	7	13	5	8	4	6	11	1	15	4	6	9	13	1	7	10	2
"AK079275"	5	1	13	10	16	6	4	12	6	3	16	12	14	12	2	10	4	4	16	4	2	13	15	7	9
"AK079348.1"	11	9	14	5	15	6	4	10	10	16	14	15	14	11	2	5	11	12	13	4	16	2	13	15	13
"AK079377"	5	6	12	13	7	13	6	3	1	3	16	12	15	8	9	14	4	9	13	13	2	13	11	7	9
"AK079403"	13	16	3	16	7	5	11	3	1	3	11	11	8	13	15	14	2	15	10	13	3	13	11	6	9
"AK079494"	5	2	13	12	16	12	1	12	6	14	5	12	15	12	12	14	4	4	10	4	2	13	11	7	2
"AK079562"	15	9	14	5	15	6	4	10	15	16	7	1	12	3	2	8	8	12	7	14	12	2	13	15	13
"AK079678"	6	7	6	11	11	2	14	7	7	6	15	2	4	16	16	13	10	7	4	1	1	5	3	5	7
"AK079698"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK079811"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK079825"	3	2	10	11	11	3	5	7	7	13	3	8	2	6	11	1	15	7	6	3	13	1	7	10	7
"AK079943"	8	1	7	2	1	8	2	15	13	1	16	6	9	7	7	6	12	3	16	5	10	16	6	13	12
"AK080115"	5	2	13	10	16	12	11	12	6	3	15	12	4	6	12	13	4	4	10	9	13	13	15	11	2
"AK080164"	14	9	8	5	15	6	4	5	10	2	6	15	14	9	2	10	11	16	9	2	16	14	13	8	8
"AK080185"	3	2	10	11	11	2	5	7	7	13	3	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK080348"	16	13	9	7	13	4	16	8	2	12	8	7	7	1	4	9	3	2	2	15	7	12	5	12	14
"AK080354"	11	9	8	1	15	16	4	5	10	2	6	15	14	9	2	10	11	16	9	4	16	14	8	8	8
"AK080389"	3	5	10	12	11	12	5	12	7	13	5	8	14	14	11	15	15	4	6	16	13	1	15	10	2
"AK080390"	11	9	8	1	15	6	4	5	10	14	2	15	14	12	2	10	11	16	9	4	16	15	13	8	8
"AK080472"	11	9	14	5	15	6	4	10	15	16	14	15	14	12	2	10	11	4	9	4	16	2	13	15	13
"AK080543"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK080558"	14	3	5	8	2	15	9	1	9	2	6	3	13	9	8	4	16	10	7	2	8	10	1	16	5
"AK080648"	10	5	1	3	3	1	15	14	8	9	13	16	16	15	10	3	2	13	12	16	15	6	14	4	11
"AK080938"	5	6	13	10	11	12	5	12	6	14	5	15	14	12	11	13	4	4	6	4	10	13	15	9	2
"AK080941"	5	6	12	13	7	13	6	3	1	3	14	12	15	8	9	14	4	9	13	13	2	13	11	7	9
"AK080945"	12	8	16	6	4	7	7	16	16	15	12	14	11	13	3	7	6	15	3	11	14	8	2	2	15
"AK080963"	3	2	10	11	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	10	1	7	10	7
"AK080967"	5	6	12	13	16	13	6	3	8	3	16	12	14	14	9	5	4	4	13	16	2	13	11	7	9
"AK080994"	5	1	10	15	11	12	5	12	6	3	16	8	14	12	11	1	12	4	16	4	2	13	11	7	2
"AK081425"	15	9	14	5	15	6	4	10	15	16	14	1	14	11	2	5	8	12	13	6	12	2	13	15	13
"AK081649"	11	9	13	5	15	6	4	12	6	1	5	15	14	12	2	10	11	4	9	4	12	16	15	15	2
"AK081832"	11	2	10	12	16	12	1	12	6	14	5	15	14	12	11	1	15	4	6	4	13	1	7	11	2
"AK081913"	5	6	6	10	14	9	14	9	14	6	15	10	3	4	16	13	4	6	4	1	10	13	15	9	4
"AK081945"	11	10	3	14	3	11	1	11	11	14	2	11	16	12	12	3	2	13	12	13	3	15	16	11	2
"AK082027"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	2	5	8	12	13	6	12	2	13	15	13
"AK082101"	15	9	14	5	12	6	4	1	15	16	14	1	12	11	2	8	8	12	7	14	12	2	13	15	5
"AK082145"	15	9	14	5	15	6	4	1	15	16	7	15	14	3	2	10	8	4	9	4	12	2	13	15	5
"AK082166"	14	12	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK082198"	10	5	1	3	9	1	10	14	8	11	16	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK082260"	5	6	6	16	14	9	11	9	3	3	15	12	8	4	15	12	4	6	10	7	9	13	12	5	4
"AK082305"	5	16	6	15	16	3	13	15	5	3	15	12	2	7	15	2	12	2	16	3	5	13	6	6	1
"AK082363"	11	2	10	12	16	12	1	12	6	14	5	15	14	12	11	10	15	4	6	4	13	1	7	11	2
"AK082375"	14	12	8	1	6	16	3	5	10	2	2	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK082391"	3	2	9	15	11	12	13	15	5	5	5	8	2	7	4	2	12	7	16	3	5	1	7	6	1
"AK082555"	4	3	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	1	16	5
"AK082583"	11	9	13	5	15	6	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	13	11	12
"AK082622"	5	6	12	13	7	13	11	3	1	3	15	12	15	8	9	14	4	4	10	13	2	13	11	7	9
"AK082645"	6	7	15	11	8	2	14	7	7	6	3	2	5	16	16	13	7	7	4	1	1	5	4	9	7
"AK082652"	11	9	8	1	15	16	4	5	10	14	2	15	14	12	2	10	11	4	9	4	16	15	13	8	8
"AK082805"	9	7	11	9	8	10	8	13	12	7	1	2	5	16	1	11	1	11	15	10	1	7	3	1	6
"AK082857"	5	16	13	13	16	13	1	3	1	14	11	12	15	12	12	14	4	9	9	4	16	13	11	11	9
"AK083006"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK083031"	11	2	13	12	16	12	1	12	6	14	5	15	14	12	12	10	11	4	6	4	13	15	7	11	2
"AK083044"	11	10	8	14	15	11	15	11	11	14	2	15	16	12	6	10	11	4	9	4	16	15	16	11	2
"AK083072"	3	2	10	12	11	12	5	12	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	2
"AK083096"	7	10	3	14	3	11	15	12	6	14	2	15	16	12	6	10	11	13	9	8	16	15	16	4	11
"AK083150"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	2	5	8	12	7	6	12	2	13	15	13
"AK083252"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	2
"AK083472"	1	16	4	4	7	14	12	3	1	3	10	4	14	12	3	14	11	4	10	12	2	3	11	7	9
"AK083543"	16	13	9	7	13	4	16	8	2	12	8	7	7	10	4	9	3	5	2	15	7	12	5	12	14
"AK083596"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"AK083637"	6	7	15	11	10	2	14	9	14	6	3	10	4	7	16	13	7	7	4	1	10	5	4	9	4
"AK083675"	12	4	16	6	10	7	7	16	16	15	12	14	11	2	14	16	6	14	3	11	14	8	2	14	15
"AK083676.1"	5	6	12	13	7	6	4	3	1	3	14	12	14	11	9	5	4	12	13	16	2	13	11	7	9
"AK083690"	11	10	13	14	16	11	1	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	16	11	2
"AK083707"	15	9	12	13	12	13	6	10	1	16	14	1	1	11	9	5	8	12	13	6	2	2	13	15	13
"AK083709"	5	6	13	10	16	1	10	3	8	3	13	12	15	12	9	14	4	4	10	4	2	13	11	7	9
"AK083781"	11	9	8	1	15	16	4	5	10	2	2	15	14	9	2	10	11	16	9	4	16	14	8	8	8
"AK083788"	3	2	10	12	11	12	5	12	6	13	5	8	4	6	11	1	15	4	6	9	13	1	7	10	2
"AK083851"	11	10	3	14	16	11	1	12	6	14	16	15	14	12	12	10	11	4	9	4	16	15	16	11	2
"AK083880"	11	2	10	12	16	12	5	12	6	13	5	15	14	12	11	1	15	4	6	4	13	1	7	10	2
"AK083943"	3	2	10	11	11	2	5	7	7	13	3	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK083967"	11	2	10	12	16	12	1	12	6	14	5	15	14	12	11	10	11	4	6	4	13	15	7	11	2
"AK083989"	7	16	12	13	7	13	6	3	1	3	11	12	15	8	6	14	2	9	13	13	2	6	11	7	9
"AK084146"	15	9	14	5	15	6	4	10	15	16	14	1	14	11	2	5	8	12	13	6	12	2	13	15	13
"AK084148"	11	9	14	5	15	6	4	12	6	14	14	15	14	12	2	10	11	4	9	4	16	15	13	15	2
"AK084173"	2	13	6	16	5	5	11	2	3	10	15	5	8	1	15	12	10	2	8	7	9	11	12	6	1
"AK084429"	11	8	4	4	4	14	12	12	6	14	10	15	14	12	3	10	11	4	14	4	11	15	9	2	2
"AK084437"	12	4	16	15	10	3	7	15	5	5	12	14	2	7	14	16	12	14	3	3	5	9	2	14	1
"AK084472"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK084482"	15	9	14	5	15	6	4	10	15	16	14	1	1	11	2	5	8	12	7	6	12	2	13	15	13
"AK084611"	11	9	13	13	15	6	4	12	6	16	14	15	14	12	2	10	11	4	13	4	16	2	13	7	2
"AK084656"	5	6	6	16	7	9	11	3	1	3	15	12	15	4	15	14	4	9	10	7	2	13	11	7	9
"AK084670"	15	9	14	5	12	6	4	10	15	16	14	1	14	11	2	5	8	12	13	6	12	2	13	15	13
"AK084691"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK084765"	11	9	7	5	15	6	4	12	6	1	9	15	14	12	2	10	11	4	9	4	12	16	10	13	12
"AK084817"	11	9	8	1	15	6	4	5	6	14	2	15	14	12	2	10	11	4	9	4	16	15	13	8	8
"AK084894"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK084896"	12	4	16	6	10	7	13	16	5	5	3	5	2	2	14	16	12	14	16	3	14	5	2	14	1
"AK084909"	3	1	10	15	11	3	13	15	5	6	16	6	2	7	16	2	12	3	16	3	5	9	6	9	1
"AK084959"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK084982"	7	16	3	14	3	11	15	11	11	9	11	11	16	8	6	3	2	13	12	13	3	6	16	4	11
"AK084997"	4	9	14	5	2	6	4	1	15	8	7	3	12	3	13	8	8	10	7	14	12	10	13	15	5
"AK085093.1"	12	4	16	2	10	7	7	16	16	15	12	14	11	2	14	16	13	14	3	11	14	8	2	14	15
"AK085108"	11	9	13	5	15	6	4	12	6	14	5	15	14	12	2	10	11	4	9	4	12	1	13	15	2
"AK085110"	12	4	16	6	10	7	7	16	7	15	16	8	4	2	14	16	6	14	3	3	14	8	2	14	15
"AK085134"	5	1	13	10	11	9	14	9	14	6	15	12	4	6	16	13	4	7	4	1	10	13	15	9	4
"AK085171"	12	16	6	16	5	5	11	2	3	5	15	5	8	1	15	2	10	2	10	7	9	11	12	6	1
"AK085203"	6	11	15	10	14	9	14	9	14	6	15	10	3	4	16	13	7	6	4	1	9	5	4	9	10
"AK085208"	14	12	8	1	6	16	3	5	10	2	2	13	13	15	8	4	9	16	11	8	6	14	8	8	8
"AK085299"	11	6	12	13	15	13	4	12	6	14	16	15	14	12	2	10	11	4	13	4	16	13	11	7	2
"AK085324"	15	9	14	5	12	6	4	10	15	16	14	1	1	11	2	5	8	12	13	6	12	2	13	15	13
"AK085487"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK085813"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	9	15	5	8	5	16	15	4	14	3	16
"AK085879"	5	16	6	16	7	9	11	3	1	3	15	12	8	1	15	14	4	6	10	7	2	13	11	7	9
"AK085971"	10	5	1	12	9	1	10	12	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK086066"	5	16	3	16	7	11	11	3	1	3	11	12	8	13	15	14	2	15	10	13	3	13	11	7	9
"AK086068"	11	9	8	1	15	16	4	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	8	11	8
"AK086142"	5	6	15	10	7	3	13	3	5	6	16	12	2	14	16	13	12	7	10	1	10	13	11	9	4
"AK086193"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK086298"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	4	16
"AK086373"	11	9	8	5	15	6	4	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	13	8	2
"AK086417"	11	1	13	15	15	3	4	12	6	14	16	15	14	12	2	10	12	4	16	4	5	9	6	2	2
"AK086428"	5	16	12	13	7	13	11	3	1	3	11	12	15	8	15	14	4	9	10	13	2	13	11	7	9
"AK086436"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK086438"	3	2	10	12	11	12	5	12	6	13	5	8	4	6	11	1	15	4	6	4	13	1	7	10	2
"AK086525"	11	9	8	14	15	13	4	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	13	11	2
"AK086550"	5	16	6	16	5	5	11	2	3	3	15	5	8	1	15	12	10	2	10	7	9	13	12	5	1
"AK086611"	2	13	9	15	5	5	11	2	3	10	8	5	8	1	4	12	12	2	8	7	9	11	12	6	1
"AK086756"	11	9	12	13	15	6	4	12	6	14	16	15	14	12	2	10	11	4	9	4	16	15	13	7	2
"AK086823"	11	9	1	5	15	6	4	5	8	14	13	15	14	14	2	10	5	4	9	4	16	4	13	15	16
"AK086839"	14	12	8	1	6	16	3	5	10	2	2	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK086853"	5	16	6	16	5	5	11	2	3	3	15	5	8	1	15	12	10	2	10	7	9	13	12	6	10
"AK086893"	7	12	8	1	6	16	6	10	10	2	2	13	1	15	2	5	9	16	9	8	16	14	8	8	13
"AK087052"	15	3	14	5	12	6	9	1	15	8	7	1	12	3	13	8	8	12	7	14	12	10	13	15	5
"AK087146"	7	16	3	14	7	11	15	3	1	3	11	11	16	8	6	14	2	13	12	13	3	6	11	4	9
"AK087183"	14	9	8	1	15	16	4	5	10	2	6	15	13	9	2	10	11	16	9	2	16	14	8	8	8
"AK087204"	11	9	13	5	15	6	4	12	6	14	5	15	14	12	2	10	11	4	9	4	16	15	13	11	2
"AK087208"	4	9	5	8	2	15	9	1	9	8	7	3	12	3	13	8	16	10	7	14	8	10	13	16	5
"AK087219"	11	9	14	5	15	6	4	12	15	16	14	15	14	12	2	10	11	4	9	4	12	2	13	15	13
"AK087344"	11	1	13	12	15	12	4	12	6	14	5	15	14	12	2	10	11	4	9	4	16	15	7	11	2
"AK087447"	7	10	12	13	7	13	6	10	1	9	11	11	15	8	6	3	2	9	13	8	2	6	16	7	9
"AK087532"	11	9	12	5	15	6	4	10	15	16	14	15	14	11	2	5	11	4	13	6	2	2	13	15	13
"AK087588"	1	4	16	2	10	8	12	16	4	4	16	4	6	13	7	16	14	15	14	12	4	3	10	13	3
"AK087662"	10	5	1	3	9	1	10	14	8	11	13	16	10	14	10	15	5	8	5	16	15	4	14	3	16
"AK087765"	11	9	13	5	15	6	4	12	6	14	14	15	14	12	2	10	11	4	9	4	16	15	13	15	2
"AK088165"	8	15	7	2	1	8	2	4	13	1	9	9	9	5	7	6	13	1	1	5	4	16	10	13	12
"AK088451"	14	9	8	1	6	16	3	5	10	2	6	13	13	9	8	4	9	16	11	2	6	14	8	8	8
"AK088462"	8	15	13	10	1	8	2	4	13	6	9	9	9	5	16	13	13	1	1	1	10	16	15	9	4
"AK088795"	6	11	6	11	14	9	14	9	14	6	15	10	3	4	16	13	10	6	4	1	9	5	4	9	4
"AK088900"	11	10	3	14	16	11	1	12	6	14	2	15	14	12	12	10	11	4	9	4	16	15	16	11	2
"AK089002"	3	2	10	11	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK089137"	11	10	8	14	16	11	1	12	6	14	2	15	14	12	2	10	11	4	9	4	16	15	16	11	2
"AK089167"	12	8	16	6	4	7	7	6	16	4	10	4	11	13	14	7	6	15	14	11	14	8	2	2	3
"AK089203"	10	5	1	15	9	3	13	15	5	5	16	6	2	7	10	2	12	8	16	3	5	9	6	3	1
"AK089251"	2	13	6	16	5	5	11	2	3	5	8	5	8	1	15	12	10	2	8	7	9	11	12	6	10
"AK089261"	5	6	12	13	7	9	11	3	1	3	15	12	15	6	15	14	4	4	10	7	2	13	11	7	9
"AK089361"	6	11	15	15	14	9	13	9	14	6	15	10	2	7	16	13	12	6	4	1	10	5	4	9	1
"AK089422"	5	16	6	16	7	9	11	3	14	3	15	12	8	4	15	14	4	6	10	7	2	13	11	5	9
"AK089503"	5	1	16	15	10	3	13	15	5	3	16	6	2	7	16	2	12	4	16	3	5	9	6	9	1
"AK089684"	7	16	3	14	7	13	15	3	1	9	11	11	16	8	6	3	2	13	12	13	16	6	11	7	9
"AK089858"	11	9	14	5	15	6	4	12	15	14	14	15	14	12	2	10	11	4	9	4	16	15	13	15	13
"AK089906"	3	2	10	12	11	12	5	7	7	13	5	8	4	6	11	1	15	7	6	9	13	1	7	10	7
"AK090023"	10	9	12	5	15	6	4	10	8	16	14	15	14	14	2	10	5	4	13	16	16	4	13	7	13
"AK090188"	5	16	6	16	7	5	11	3	1	3	11	12	8	8	15	14	10	9	10	7	9	13	11	7	9
"AK090196"	5	6	13	10	16	9	1	12	6	3	15	12	15	12	9	14	4	4	10	4	2	13	11	7	2
"AK090371"	11	9	8	5	15	6	4	10	10	16	14	15	14	11	2	10	11	12	9	6	16	2	13	8	13
"AK122407"	1	8	4	12	4	14	12	12	4	4	5	4	6	13	3	7	14	4	14	12	11	3	9	2	2
"AK122497"	7	10	8	14	3	11	15	11	11	9	2	11	16	15	6	3	2	13	12	8	16	6	16	4	11
"AK129146"	1	8	4	4	4	14	12	6	4	4	10	4	6	13	3	7	14	15	14	12	11	3	9	2	3
"AK131152"	7	8	3	14	3	11	15	6	11	9	2	11	16	13	6	3	2	13	12	12	3	6	16	4	11
"AK131952.1"	6	11	6	16	14	9	14	9	14	10	15	10	3	4	16	12	10	6	8	7	9	5	4	5	10
