"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"NM_010848.5"	17	6	16	7	3	12	4	19	10	12	3	8	14	13	7	3	18	6	14	7	9	17	18	16	3
"NM_010863"	10	18	6	4	9	11	8	3	2	11	17	19	14	7	18	17	14	6	6	7	13	11	7	13	17
"NM_010865"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_010866.3"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_010875.3"	11	11	4	12	16	9	6	18	17	6	15	1	3	1	2	14	4	19	13	19	19	19	8	9	4
"NM_010875.9"	11	19	4	12	16	9	6	5	7	6	15	1	3	1	2	14	1	16	13	19	7	19	8	9	4
"NM_010876"	13	13	2	3	10	7	5	8	11	8	4	4	13	2	16	7	10	18	12	8	1	1	17	17	18
"NM_010878"	16	6	18	15	3	19	18	19	10	9	3	15	11	13	7	9	19	8	14	5	5	17	18	4	3
"NM_010883"	17	6	16	7	9	11	8	4	5	17	17	13	14	7	7	3	18	14	6	10	9	11	7	16	3
"NM_010889.4"	18	5	19	17	14	13	1	15	11	4	15	10	8	19	2	19	5	5	19	13	18	9	15	6	6
"NM_010890.1"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_010898.1"	14	19	1	6	12	17	10	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	19	15
"NM_010902"	16	16	18	15	18	19	18	19	18	9	2	15	11	15	9	9	2	9	9	5	5	4	1	4	5
"NM_010929"	1	17	7	9	19	2	15	13	4	12	18	8	5	9	3	2	7	14	8	14	14	7	5	14	10
"NM_010933"	19	1	12	2	2	1	16	7	12	5	11	6	9	17	10	10	6	2	7	9	11	3	4	12	1
"NM_010937"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	1	11	2	9
"NM_010938.1"	4	3	11	18	7	18	13	13	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	10
"NM_010947"	10	18	6	7	9	11	8	4	2	17	17	13	14	7	18	3	14	6	6	7	13	11	7	16	13
"NM_010951"	2	3	14	16	13	9	6	9	13	2	15	16	3	1	2	14	1	13	16	19	16	14	8	9	4
"NM_010957"	17	6	16	13	3	12	4	19	10	12	3	8	18	13	7	1	19	7	14	6	9	17	18	12	14
"NM_010959"	2	19	5	16	12	17	10	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	11	1	16
"NM_010997"	12	15	9	8	17	16	11	2	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_010999"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011001.1"	2	3	11	9	1	3	6	9	19	2	13	1	7	16	4	15	17	7	16	16	16	14	14	10	16
"NM_011010"	13	4	5	2	2	7	5	7	3	5	4	3	13	8	10	7	10	18	12	17	1	8	17	17	7
"NM_011022"	2	19	5	16	12	17	10	12	13	2	13	3	10	6	19	5	1	16	15	11	7	5	11	1	16
"NM_011022.1"	2	19	5	16	11	6	10	9	13	2	13	3	10	6	19	11	1	13	15	11	7	5	11	2	16
"NM_011030"	12	12	10	5	13	16	11	17	9	15	7	12	4	18	1	13	12	8	11	5	8	8	10	11	12
"NM_011035"	1	17	7	18	19	2	15	14	5	18	18	7	19	14	3	6	7	14	4	14	14	13	5	14	19
"NM_011035.1"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"NM_011037.6"	6	4	12	2	2	10	16	7	3	5	14	3	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_011042.1"	2	3	5	16	12	17	10	9	13	2	13	1	7	6	4	5	1	13	15	16	16	14	11	1	16
"NM_011045.3"	14	19	1	11	6	15	17	1	8	16	6	2	10	6	8	5	3	16	2	11	7	12	13	7	15
"NM_011048.1"	17	6	15	15	9	11	8	19	10	12	17	13	14	13	7	3	9	6	6	10	13	11	7	16	3
"NM_011052.1"	2	9	5	16	12	17	10	9	13	2	13	3	10	6	4	11	1	13	15	11	2	14	11	2	16
"NM_011054.2"	17	7	16	9	3	12	6	2	17	1	3	1	18	13	14	1	19	7	14	4	9	17	18	15	14
"NM_011056.1"	17	6	15	7	9	11	15	4	5	12	18	13	14	7	7	3	9	14	6	10	14	7	5	16	13
"NM_011058.2"	2	12	14	16	11	4	12	11	15	13	13	11	6	12	6	13	1	13	16	15	2	8	10	2	8
"NM_011058.3"	2	12	14	5	13	4	12	11	15	13	13	11	6	12	6	13	1	13	16	15	2	8	10	2	8
"NM_011058.5"	2	12	14	16	13	4	12	11	15	13	13	11	6	12	6	13	1	13	16	15	2	8	10	2	8
"NM_011058.6"	2	12	14	5	11	4	12	11	15	13	13	11	6	12	6	13	1	13	16	15	2	8	10	2	8
"NM_011062"	18	5	19	17	14	13	1	15	6	4	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"NM_011062.2"	17	6	16	14	3	12	4	19	10	12	3	8	11	13	7	1	19	7	14	4	5	17	18	10	14
"NM_011068.5"	16	6	18	15	3	12	18	19	10	9	3	15	11	13	7	1	19	7	14	4	5	17	18	4	5
"NM_011077"	10	18	15	7	9	11	8	19	10	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_011089"	15	13	13	3	10	7	19	8	14	7	9	4	13	2	15	7	10	18	5	8	17	1	3	5	11
"NM_011095"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011118.1"	11	11	4	12	16	9	6	18	17	6	15	16	3	1	2	14	4	19	13	19	19	19	8	9	4
"NM_011123.1"	3	6	14	14	3	12	4	19	10	12	3	8	18	13	6	1	19	7	14	4	9	17	18	10	14
"NM_011125"	10	18	15	7	9	11	8	4	2	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_011134"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_011144.4"	16	16	18	15	18	19	18	19	16	9	2	15	11	4	17	9	2	9	9	1	5	10	1	4	5
"NM_011145"	19	3	3	14	7	18	13	6	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	1
"NM_011146.6"	1	7	16	18	19	2	15	13	4	10	3	6	18	9	3	2	6	7	4	9	14	17	18	14	14
"NM_011147"	8	3	3	14	7	18	14	9	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	16
"NM_011151.1"	17	3	16	14	3	12	4	14	19	12	3	7	5	13	14	1	19	7	14	6	9	17	14	10	14
"NM_011157"	15	9	13	1	10	14	19	8	14	7	9	4	13	2	11	11	8	18	5	8	17	1	3	5	9
"NM_011159.1"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	14	6	7	13	11	7	16	13
"NM_011169.1"	3	12	14	5	13	4	12	11	15	13	8	11	2	11	6	13	16	15	16	2	6	8	10	11	8
"NM_011170"	7	16	6	4	18	5	3	3	16	11	1	19	16	4	17	9	2	1	9	1	3	10	19	13	5
"NM_011179.1"	2	19	5	16	12	17	10	9	13	2	13	3	7	6	4	5	1	13	15	11	16	5	11	1	16
"NM_011180.1"	2	3	5	16	11	17	10	9	13	2	13	1	7	6	4	15	1	13	16	16	16	14	11	1	16
"NM_011184"	13	13	2	3	13	7	5	8	11	8	4	4	13	2	16	7	10	18	12	8	1	8	17	17	18
"NM_011198.4"	13	13	2	3	13	7	12	8	15	8	4	11	13	2	16	7	10	18	12	15	1	8	17	17	8
"NM_011204"	10	18	15	7	9	11	8	4	10	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	3
"NM_011210.1"	15	13	2	3	10	7	5	8	11	8	4	4	13	2	16	7	10	18	5	8	17	1	3	17	18
"NM_011210.9"	15	13	2	3	10	7	5	8	11	7	4	4	1	2	15	12	10	18	5	8	17	1	3	17	18
"NM_011213.1"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_011213.2"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_011243"	17	6	16	7	9	11	8	4	5	17	17	13	14	7	18	3	18	14	6	7	9	7	7	16	3
"NM_011256.3"	8	3	7	14	7	18	13	14	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	19
"NM_011259"	18	5	19	17	13	4	5	11	15	13	15	16	3	19	2	14	11	13	15	19	18	19	8	9	18
"NM_011263"	18	5	19	17	14	13	1	15	11	8	12	10	8	19	5	19	5	5	19	13	18	9	15	6	6
"NM_011270"	17	6	16	9	3	12	4	13	10	12	3	8	18	13	14	1	17	7	14	14	9	17	18	15	14
"NM_011277.1"	2	9	5	16	11	4	10	9	13	2	13	3	7	3	11	11	1	13	16	16	2	14	11	2	16
"NM_011278.1"	15	10	13	1	10	14	19	10	14	7	9	4	1	3	11	12	8	17	5	8	17	16	3	5	9
"NM_011281"	16	16	18	15	18	19	3	3	16	9	2	15	11	4	17	9	2	9	9	1	3	10	1	4	5
"NM_011283"	17	6	9	15	3	12	4	19	10	12	18	8	19	13	7	6	19	14	14	10	9	13	1	10	13
"NM_011285"	10	2	6	15	8	11	8	19	10	11	17	19	11	7	7	17	14	6	10	1	13	10	1	4	17
"NM_011294"	7	16	7	15	8	19	3	19	18	9	2	19	11	15	17	9	2	9	9	12	3	4	1	4	5
"NM_011296"	8	6	16	18	7	2	6	14	17	18	19	7	19	14	4	6	9	14	4	10	14	13	14	10	19
"NM_011308"	18	5	19	17	3	12	4	15	6	4	3	10	18	13	5	1	19	7	19	4	18	17	18	15	14
"NM_011315"	15	10	2	3	10	7	5	8	14	7	4	4	13	10	15	7	10	18	12	8	17	16	3	17	11
"NM_011317.2"	13	13	2	3	13	7	5	9	11	8	13	3	13	2	16	7	10	13	12	13	1	9	11	17	18
"NM_011330"	15	10	13	1	10	14	19	8	14	7	9	4	1	10	15	7	8	18	5	8	17	16	3	17	11
"NM_011333.5"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011333.7"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011337"	15	10	13	1	10	14	19	8	14	7	9	4	1	10	15	7	8	17	5	8	17	16	3	5	11
"NM_011340.1"	1	17	7	18	19	2	15	13	5	18	18	13	17	9	3	2	7	14	8	14	14	7	5	14	13
"NM_011342"	13	12	2	3	13	7	5	9	11	8	4	17	8	2	16	7	10	5	12	13	1	8	17	17	18
"NM_011345"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011358.2"	2	3	5	16	7	4	10	9	19	2	13	1	7	17	6	15	1	13	16	3	16	14	14	10	16
"NM_011363"	1	17	7	7	19	2	15	4	5	17	18	13	17	9	3	3	18	14	8	14	14	7	5	14	13
"NM_011365.1"	3	12	14	5	7	12	18	11	18	13	3	7	11	13	6	13	19	3	16	4	15	14	14	10	8
"NM_011369"	14	8	1	11	6	15	17	1	8	16	6	2	15	5	8	4	3	16	2	18	7	12	13	7	15
"NM_011375"	12	14	10	10	17	8	6	17	17	3	5	1	2	11	1	8	12	15	11	2	1	15	2	18	12
"NM_011376"	2	9	5	16	11	4	10	10	15	13	13	11	6	12	11	11	11	13	12	15	2	8	11	2	9
"NM_011401"	2	3	5	16	12	17	10	9	19	2	13	1	7	6	4	15	1	13	16	16	16	14	14	1	16
"NM_011406"	1	17	11	18	19	2	15	13	4	1	18	9	17	9	14	2	7	10	8	14	14	7	5	14	10
"NM_011426"	9	8	8	6	5	15	7	16	1	14	10	14	15	5	8	4	15	12	18	18	4	12	16	19	15
"NM_011430"	14	19	1	11	12	17	6	12	8	2	6	1	3	6	2	5	3	16	2	11	7	5	13	1	4
"NM_011441"	17	17	7	14	7	18	4	14	19	12	16	7	5	14	14	2	7	3	14	6	15	17	5	10	19
"NM_011448"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	5	11	2	9
"NM_011448.11"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	5	11	2	9
"NM_011448.5"	19	1	3	2	4	1	6	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_011448.9"	2	9	5	16	11	6	10	9	13	2	13	14	10	3	11	11	1	13	15	11	2	5	11	2	9
"NM_011461"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011468"	14	19	1	11	6	17	17	1	8	16	6	3	3	6	2	5	3	16	2	11	7	5	13	7	4
"NM_011479.2"	8	3	14	14	7	18	2	14	18	18	16	7	5	14	9	15	19	3	16	12	15	14	14	10	19
"NM_011482"	12	6	10	8	17	16	11	19	10	15	7	12	4	18	7	8	12	8	11	5	5	18	6	4	12
"NM_011484.2"	2	3	14	16	7	4	10	9	13	2	13	3	7	12	4	15	1	13	16	16	16	14	14	2	16
"NM_011488"	4	3	11	16	1	3	13	9	19	2	19	1	7	16	4	15	1	10	3	16	12	14	9	1	16
"NM_011489"	2	9	5	16	11	4	10	9	13	2	13	3	10	3	11	11	1	13	15	11	2	14	11	2	16
"NM_011497"	14	19	1	11	6	15	17	1	8	16	6	2	10	5	8	4	3	16	2	11	7	12	13	7	15
"NM_011505.1"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	14	6	7	13	11	7	16	13
"NM_011509"	5	19	17	16	12	17	6	9	7	2	13	3	19	6	4	5	1	13	17	2	16	13	17	9	16
"NM_011513"	16	16	18	15	9	19	18	19	18	9	2	13	11	15	7	3	9	9	6	10	13	4	1	4	3
"NM_011522"	6	4	12	2	2	10	16	7	3	5	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_011539"	14	19	1	11	12	17	17	12	13	2	6	3	10	6	19	5	1	16	15	11	7	5	13	7	16
"NM_011540"	17	17	16	9	3	12	4	13	4	12	18	8	17	13	14	2	19	7	14	14	9	17	18	15	14
"NM_011544"	12	15	10	8	17	16	11	17	9	15	3	12	4	18	1	8	12	8	11	5	5	18	6	8	12
"NM_011545"	17	17	7	7	9	2	15	4	5	12	18	13	5	7	3	3	18	14	6	14	14	7	5	16	13
"NM_011563"	5	14	17	10	15	8	6	5	17	3	5	5	19	11	7	1	9	15	4	10	6	13	2	18	2
"NM_011573.1"	1	14	9	18	17	2	9	5	7	3	7	5	19	9	3	18	9	14	17	10	14	13	2	14	3
"NM_011574.1"	2	9	5	16	11	6	10	9	13	2	13	3	10	3	16	11	1	13	15	11	2	1	11	2	16
"NM_011576.1"	14	19	1	16	12	17	10	12	13	2	6	14	10	6	19	5	1	16	15	11	7	5	11	2	15
"NM_011580.1"	2	9	5	16	11	6	10	9	13	2	13	3	10	3	11	11	1	13	15	11	2	1	11	2	9
"NM_011602"	8	3	14	14	7	18	13	9	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	16
"NM_011602.2"	4	7	11	18	19	2	13	13	4	1	19	9	17	9	14	2	7	10	8	9	14	6	9	14	10
"NM_011611"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011611.1"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011611.2"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011611.9"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011613.1"	14	19	1	11	12	17	17	12	13	2	6	3	10	6	19	5	3	16	15	11	7	5	13	7	15
"NM_011622.1"	2	9	14	16	11	4	10	9	13	2	13	3	10	3	4	11	1	13	15	11	2	14	11	2	16
"NM_011630"	8	17	7	14	19	2	15	14	5	18	18	7	19	13	7	6	7	14	4	10	14	13	5	10	19
"NM_011636.2"	2	12	5	16	11	4	10	9	13	2	13	3	7	3	11	11	1	13	16	15	2	14	11	2	9
"NM_011638"	7	16	6	4	8	19	3	3	16	9	1	19	16	4	17	9	2	1	10	1	3	10	19	13	5
"NM_011638.4"	7	16	18	4	18	19	3	3	16	9	2	19	16	4	17	9	2	1	9	1	3	10	19	4	5
"NM_011638.8"	7	16	18	4	18	19	3	3	16	9	2	19	16	4	17	9	2	1	9	1	3	10	19	4	5
"NM_011639"	4	3	11	14	7	18	13	14	19	18	16	7	7	14	4	15	7	3	16	16	16	14	14	10	19
"NM_011643"	6	4	12	19	2	10	16	7	3	19	14	18	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_011658"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	4
"NM_011661.2"	5	6	4	12	3	12	6	18	17	6	3	1	18	13	7	1	4	7	14	4	19	17	18	10	4
"NM_011662"	13	13	2	3	10	7	5	8	11	7	4	4	13	2	16	7	10	18	12	8	1	1	17	17	18
"NM_011668"	18	5	19	17	14	13	1	15	6	4	12	10	18	19	5	19	5	7	19	4	18	9	15	6	6
"NM_011668.1"	17	6	18	15	3	12	18	19	10	12	3	8	11	13	7	1	19	7	14	4	5	17	18	4	3
"NM_011670"	2	9	5	16	11	6	10	9	13	2	13	3	10	3	19	11	1	13	15	11	2	14	11	2	16
"NM_011672.1"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	8	1	8	17	17	18
"NM_011675"	1	17	16	18	19	2	15	13	5	12	18	9	17	9	3	2	7	14	8	14	14	7	5	14	13
"NM_011692"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	17	1	8	17	17	18
"NM_011699"	2	9	5	16	11	6	10	9	13	2	13	14	13	3	11	11	1	13	15	15	2	1	11	2	9
"NM_011700"	2	19	5	16	12	17	10	12	13	2	13	3	10	6	19	5	1	13	15	11	7	1	17	2	15
"NM_011704"	16	12	18	15	18	19	18	19	18	9	2	15	11	15	9	9	19	9	9	12	5	4	1	4	5
"NM_011706"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	19	1	8	17	17	18
"NM_011708"	1	17	7	7	19	2	15	13	5	17	18	13	17	9	3	2	7	14	8	14	14	7	5	14	13
"NM_011714"	5	14	17	10	15	8	9	5	7	3	5	5	2	11	13	18	16	15	17	2	6	15	2	18	2
"NM_011721.1"	6	4	9	19	17	10	16	2	3	19	14	18	12	8	10	16	13	4	1	17	8	2	12	3	7
"NM_011741.1"	2	9	5	16	11	6	10	9	13	2	13	3	10	3	11	11	1	13	15	11	2	5	11	2	9
"NM_011749.1"	17	6	19	17	3	12	4	15	10	4	3	10	18	13	7	1	19	7	14	4	18	17	18	15	14
"NM_011751"	2	3	5	16	12	7	10	9	13	2	13	3	7	2	4	15	1	13	16	16	16	14	17	2	16
"NM_011772"	2	4	12	2	2	10	10	7	3	2	14	16	12	8	10	16	13	4	1	17	10	2	12	3	7
"NM_011777"	2	7	11	16	1	17	10	9	13	2	13	1	7	16	4	15	1	13	16	16	16	14	11	1	16
"NM_011778"	2	3	5	16	12	4	10	9	13	2	13	3	7	6	4	15	1	13	16	16	16	14	11	2	16
"NM_011783"	17	6	16	15	3	12	4	19	10	12	3	8	11	13	7	1	19	7	14	12	9	17	18	4	13
"NM_011791.1"	2	19	5	16	12	17	10	9	13	2	13	3	7	6	4	5	1	13	15	11	16	5	11	1	16
"NM_011794.1"	18	1	16	9	3	12	4	15	6	4	3	16	18	16	12	1	17	7	14	4	9	17	18	15	14
"NM_011800.1"	17	6	9	8	3	12	4	19	10	12	3	8	4	13	7	1	19	8	14	5	8	17	18	8	3
"NM_011803.1"	2	9	5	16	11	4	10	9	13	2	13	3	7	3	11	11	1	13	15	15	2	14	11	2	9
"NM_011806.1"	8	3	7	14	7	18	2	14	19	18	16	7	5	14	9	6	7	3	16	12	15	4	14	10	19
"NM_011810"	2	13	2	3	12	7	5	8	13	2	4	3	13	2	16	7	10	18	15	11	7	1	17	2	18
"NM_011823"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	9	6	6	7	13	11	7	16	3
"NM_011824"	14	19	1	11	6	17	17	12	8	16	6	2	10	6	19	5	3	16	2	11	7	5	13	7	15
"NM_011828"	16	16	18	15	8	19	3	3	16	9	2	19	11	4	17	17	14	1	10	1	3	10	1	4	17
"NM_011830"	4	3	11	16	1	17	13	9	19	2	19	1	7	6	4	15	1	10	3	16	16	6	9	1	16
"NM_011841"	3	5	19	5	14	13	6	15	11	8	4	16	8	19	6	13	19	5	19	13	1	9	15	6	4
"NM_011844"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_011846"	2	3	5	16	7	17	10	9	19	2	13	1	7	6	4	15	1	13	16	16	16	14	14	1	16
"NM_011848"	17	18	15	7	9	11	15	4	5	17	17	13	14	7	18	3	18	14	6	7	9	7	7	16	13
"NM_011854"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_011865"	12	15	10	8	17	16	11	17	9	15	7	12	4	18	1	8	12	8	11	5	8	18	6	8	12
"NM_011868"	8	6	14	14	7	12	4	14	18	12	16	7	5	14	9	15	19	3	16	12	15	17	14	10	19
"NM_011878"	2	19	5	16	11	6	10	9	13	2	13	3	10	3	19	11	1	13	15	11	2	5	11	2	9
"NM_011884"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	9	9	2	9	9	12	5	4	1	4	5
"NM_011884.1"	9	9	8	3	5	6	7	8	1	14	10	14	13	2	16	11	15	18	18	15	4	1	17	19	18
"NM_011895"	17	17	7	9	3	2	4	14	5	12	18	8	5	9	3	2	19	14	14	14	9	7	5	14	19
"NM_011905.1"	13	10	2	3	10	7	19	8	14	7	4	4	1	2	15	7	8	17	12	8	17	8	3	17	11
"NM_011907"	19	1	3	13	4	1	14	6	12	10	11	6	9	17	12	10	6	2	7	3	11	3	4	12	1
"NM_011908"	1	3	7	14	7	18	13	14	19	18	16	7	5	14	4	15	7	3	8	16	16	7	14	10	10
"NM_011921"	7	2	6	4	8	5	3	3	16	11	1	19	16	4	17	17	14	1	10	1	3	10	19	13	17
"NM_011946.1"	9	8	8	6	5	6	7	16	13	14	10	14	10	3	8	11	15	12	15	11	7	5	16	19	15
"NM_011949.10"	16	6	18	15	18	19	18	19	10	9	3	15	11	13	7	9	19	9	14	10	5	17	1	4	5
"NM_011949.3"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	7	9	2	9	9	1	5	4	1	4	5
"NM_011949.9"	16	6	18	15	18	19	18	19	10	9	2	15	11	13	7	9	19	9	14	10	5	17	1	4	5
"NM_011951.4"	17	17	16	7	19	2	15	13	4	12	18	8	17	9	3	2	18	14	14	14	9	7	5	14	13
"NM_011952.3"	1	17	15	7	9	2	15	4	5	17	18	13	14	9	3	3	18	14	6	14	14	7	5	14	13
"NM_011952.9"	1	17	15	7	9	2	15	4	5	17	18	13	14	9	3	3	18	14	6	7	14	7	5	16	13
"NM_011958.1"	13	13	2	2	13	10	5	7	11	5	4	16	12	8	10	16	10	4	12	17	1	8	10	17	7
"NM_011966"	13	13	2	3	10	7	5	8	11	7	4	4	13	2	16	7	10	18	5	8	17	1	17	17	18
"NM_011966.1"	15	10	13	3	10	7	19	8	14	14	9	4	13	2	15	7	10	18	18	8	17	1	17	5	18
"NM_011973.1"	10	18	9	15	9	11	8	19	10	12	18	13	11	7	7	3	18	6	6	12	13	7	1	16	13
"NM_011975"	17	6	15	15	9	11	4	4	10	17	17	13	19	13	7	3	9	14	14	10	9	17	7	16	3
"NM_011978"	10	18	15	7	9	11	8	4	5	17	17	13	14	7	18	3	18	6	6	7	13	11	7	16	13
"NM_011979"	8	12	14	14	7	12	18	19	18	9	8	15	11	15	9	13	19	9	16	12	5	14	14	10	8
"NM_011983"	17	17	16	7	3	2	15	4	5	12	18	8	17	13	3	3	18	14	8	14	9	7	5	14	13
"NM_011984"	1	17	16	18	19	2	15	13	4	1	18	9	17	9	3	2	7	14	8	9	14	7	5	14	10
"NM_011987"	5	14	14	12	3	13	6	15	6	3	3	1	18	13	4	1	5	7	16	4	6	17	18	9	14
"NM_012001"	13	15	10	5	17	16	11	17	9	15	4	17	4	18	1	13	12	8	11	5	1	18	10	8	12
"NM_012003"	17	6	16	15	3	12	4	19	10	12	3	8	18	13	7	1	9	7	14	10	9	17	18	4	3
"NM_012006"	16	16	18	15	18	19	18	19	10	9	2	15	11	15	9	9	19	9	14	12	5	4	1	4	5
"NM_012014"	19	1	9	13	4	1	14	2	12	10	11	6	9	17	12	10	6	2	7	9	11	3	4	12	1
"NM_012015"	15	10	13	1	10	14	19	10	14	7	9	4	1	10	15	12	8	17	5	8	17	16	3	5	11
"NM_012018.2"	13	12	2	5	13	7	12	11	15	8	4	17	8	2	16	13	10	5	12	13	1	8	10	11	8
"NM_012019.1"	12	15	10	8	17	16	11	17	9	15	4	17	4	18	1	8	12	8	11	5	1	18	6	8	12
"NM_012023"	13	13	2	3	10	7	5	8	11	8	4	17	13	2	16	7	10	18	12	8	1	1	17	17	18
"NM_012037"	10	18	15	7	9	2	15	4	5	17	18	13	19	7	18	3	18	14	4	7	14	13	7	16	13
"NM_012042.2"	8	3	7	14	7	18	14	14	19	18	16	7	5	14	9	6	2	3	4	16	15	13	14	10	19
"NM_012043"	2	19	5	16	12	6	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	9
"NM_012058.1"	2	9	5	16	12	7	10	9	13	2	13	3	13	2	16	11	10	13	15	11	7	1	17	2	18
"NM_012061"	2	13	5	16	11	7	5	9	13	2	13	3	13	2	16	7	1	13	12	19	1	8	17	2	4
"NM_013456"	4	7	11	9	1	3	6	5	4	1	19	1	7	16	4	2	17	7	3	6	12	13	9	15	14
"NM_013463"	15	10	13	3	5	7	7	8	14	14	10	2	13	2	8	7	10	18	18	18	17	1	16	5	11
"NM_013464.4"	10	18	15	15	9	11	8	19	10	17	17	13	14	7	7	3	9	6	6	7	13	11	7	16	3
"NM_013464.5"	10	18	15	15	9	11	8	19	10	17	17	13	14	7	7	3	9	6	6	7	13	11	7	16	3
"NM_013475"	2	9	5	16	11	4	10	9	13	2	13	14	6	3	19	11	1	13	15	15	2	5	11	2	16
"NM_013482"	2	19	5	16	12	17	10	9	13	2	13	3	10	6	19	5	1	13	15	11	7	5	11	2	16
"NM_013486"	5	7	9	9	3	8	6	5	7	3	3	1	18	13	4	1	17	7	17	2	6	17	18	15	14
"NM_013488.8"	6	4	12	2	2	10	16	7	3	5	14	3	12	17	10	16	13	4	1	17	10	2	12	3	7
"NM_013494.1"	1	17	15	7	19	2	15	13	5	17	18	13	17	9	3	2	18	14	8	14	14	7	5	14	13
"NM_013495"	3	3	14	5	11	4	12	9	15	13	13	11	7	12	6	15	1	13	16	16	2	14	14	2	4
"NM_013495.9"	3	3	14	14	7	4	6	9	19	13	16	7	7	14	6	15	1	3	16	16	16	14	14	10	4
"NM_013498.2"	13	13	2	3	13	7	5	8	11	8	4	17	13	2	16	7	10	18	12	15	1	8	17	17	18
"NM_013500"	3	7	14	9	3	12	6	18	6	6	3	1	18	16	2	1	17	7	14	6	9	17	18	15	14
"NM_013501"	17	17	16	7	9	2	15	4	5	12	18	8	17	9	3	3	18	14	14	14	9	7	5	14	13
"NM_013513.1"	17	12	14	9	3	12	4	14	10	12	3	8	18	13	4	1	19	7	14	4	9	17	14	15	14
