"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"NAP028689.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP029197.1"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP029503.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP029896.1"	8	8	8	4	2	6	7	6	2	1	6	1	6	4	4	7	3	7	5	6	4	5	1	1	7
"NAP030542.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NAP030614.1"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP030809.1"	1	1	3	6	5	4	2	3	5	6	5	5	1	1	3	3	7	8	1	2	3	6	4	8	8
"NAP030846.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	8	8
"NAP030857.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP030988.1"	7	3	6	6	5	4	8	3	5	2	4	5	1	1	2	3	7	3	1	4	3	3	6	8	6
"NAP031332.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP031654.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP032490.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP032847.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	6	5	6	4	5	1	1	7
"NAP032866.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP033010.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP035135.1"	2	8	8	5	7	1	7	6	7	1	7	6	7	7	1	8	3	7	7	6	7	5	1	2	7
"NAP035242.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP035629.1"	6	4	6	1	3	7	4	5	1	3	3	8	4	8	7	1	5	3	4	5	6	8	2	7	1
"NAP036887.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	1	7	2	5	2
"NAP037294.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP037408.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP037463.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	7	5	2	7	2	4	7	4	5
"NAP037824.1"	7	4	2	6	5	4	4	3	5	3	4	5	1	1	7	3	7	1	1	8	3	7	2	8	2
"NAP038043.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP038609.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP039455.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP040394.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP040551.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP040555.1"	2	7	6	5	4	1	6	7	5	7	7	6	3	7	1	8	6	3	3	5	7	3	8	2	4
"NAP041383.1"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NAP042147.1"	1	1	3	6	5	4	2	3	5	6	3	5	1	3	3	3	7	8	1	2	6	6	4	8	8
"NAP042820.1"	7	3	5	6	5	4	8	3	5	2	4	6	1	1	1	3	7	6	1	4	3	1	6	2	6
"NAP043344.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP043477.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP044523.1"	5	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP045186.1"	1	1	3	6	3	7	2	4	3	6	5	8	4	3	3	5	5	8	1	2	8	6	4	7	8
"NAP045477.1"	6	3	6	6	5	4	8	3	1	8	4	8	1	1	2	3	5	3	1	4	3	8	6	8	1
"NAP045499.1"	5	7	4	3	1	2	4	7	4	7	8	3	2	6	7	4	2	4	8	1	1	7	8	5	2
"NAP045863.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP046039.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	2	6	1	4	3	1	6	8	6
"NAP046242.1"	8	8	8	4	2	8	7	6	2	2	4	1	6	4	8	7	4	6	5	6	4	1	6	1	6
"NAP046244.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP046356.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NAP048198.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NAP048817.1"	2	7	7	5	4	1	6	7	7	7	7	6	3	7	1	8	6	4	3	3	7	3	8	2	4
"NAP048841.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	7	7	4	2	1	8	8	1	7	2	5	2
"NAP049315.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	6	5	2	1	5	2	7	2	4	7	4	2
"NAP049544.1"	2	7	8	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP049824.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP050049.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP050653.1"	8	8	8	8	2	6	7	6	7	1	6	7	7	4	4	7	3	7	7	6	4	5	1	6	7
"NAP050965.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP051522.1"	7	3	5	3	1	4	4	2	6	3	4	3	2	1	8	3	2	1	8	4	3	7	2	8	6
"NAP052266.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP052385.1"	8	8	8	4	3	7	7	6	1	1	6	1	6	8	4	7	5	7	4	6	6	5	1	7	7
"NAP052751.1"	7	1	3	6	5	4	2	3	5	6	5	5	1	3	3	3	8	8	1	2	8	6	4	8	8
"NAP053264.1"	7	1	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"NAP053909.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP054413.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	7	3	2	1	1	4	3	1	6	8	6
"NAP054603.1"	2	2	6	5	4	1	6	5	1	8	7	6	2	7	1	8	6	3	4	5	7	8	8	2	1
"NAP055464.1"	8	8	5	4	2	8	8	6	2	2	4	1	6	4	8	7	4	6	5	4	4	1	6	1	6
"NAP056322.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP056404.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NAP056547.1"	2	8	8	4	2	1	7	6	2	1	6	6	6	7	4	7	4	7	5	6	7	5	1	1	7
"NAP056724.1"	7	3	5	6	5	4	1	3	5	2	4	5	1	1	2	3	7	6	1	4	3	8	6	8	1
"NAP056816.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP057024.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057026.1"	8	3	5	4	2	8	8	6	2	2	4	1	6	1	8	7	4	6	5	4	3	1	6	1	6
"NAP057029.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP057037.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057049.1"	5	2	2	3	1	2	4	2	6	3	8	3	2	8	7	4	2	1	8	8	1	7	2	7	2
"NAP057065.1"	6	2	2	6	5	4	2	5	5	8	3	5	1	8	3	1	7	1	1	5	6	7	4	8	8
"NAP057112.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057148.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	1	7	2	5	2
"NAP057251.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057282.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057397.1"	4	5	1	7	6	3	4	8	8	4	1	4	8	2	5	2	7	1	2	7	2	4	7	4	5
"NAP057461.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP057600.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP058254.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP058291.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP058373.1"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	8	3	7	1	1	4	3	1	6	8	6
"NAP058594.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP059351.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP060056.1"	5	4	2	6	1	2	4	2	5	3	8	5	2	8	7	4	2	1	1	8	1	7	2	8	2
"NAP061005.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	3	7	2	5	2
"NAP061234.1"	1	1	3	6	5	4	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP061489.1"	5	4	2	5	1	2	4	2	6	2	4	6	2	7	7	4	2	1	8	4	3	7	2	2	6
"NAP061805.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NAP061954.1"	2	6	7	8	7	6	5	1	7	5	2	7	7	7	6	6	3	2	7	3	5	2	3	2	3
"NAP062061.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP066348.1"	4	5	1	7	6	3	1	8	8	4	1	4	8	2	5	2	7	5	2	7	2	4	7	4	5
"NAP067064.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP067089.1"	5	4	2	3	1	2	4	2	6	3	8	6	2	7	7	4	2	1	8	8	1	7	2	2	2
"NAP067097.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	1	7	2	5	2
"NAP067254.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	2	6	1	4	3	1	6	8	6
"NAP069079.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	2	3	7	6	1	4	3	1	6	8	1
"NAP070880.1"	5	7	4	5	1	2	6	7	4	7	8	3	2	6	7	4	2	4	8	1	1	3	8	5	2
"NAP070973.1"	1	1	3	6	5	4	2	3	5	6	5	5	1	1	3	3	7	8	1	2	3	6	4	8	8
"NAP071310.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP071342.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP071456.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP071486.1"	7	3	5	6	5	4	4	3	5	2	4	5	1	1	7	3	7	6	1	4	3	1	6	8	6
"NAP071826.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP093077.001"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP093966.001"	5	7	4	5	4	2	6	7	4	7	7	6	3	6	1	8	6	4	3	1	7	3	8	5	4
"NAP093999.001"	1	1	3	6	5	4	2	3	5	6	5	5	1	3	3	3	7	8	1	2	8	6	4	8	8
"NAP094453.001"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NAP100137.001"	5	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP101564.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	3	5	5	1	5	2	7	8	4	7	4	5
"NAP101637.1"	7	3	5	4	2	8	8	3	2	2	4	1	6	1	8	3	4	6	5	4	3	1	6	1	6
"NAP101659.1"	7	3	5	6	5	4	2	3	5	2	4	5	1	1	3	3	7	6	1	4	3	1	6	8	6
"NAP101960.1"	6	7	4	1	4	7	6	7	4	7	7	6	3	8	2	1	6	4	3	1	7	3	8	7	1
"NAP102091.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP102119.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	1	8	6	2	8	6	4	3	8
"NAP102400.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NAP102462.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NAP103111.1"	2	8	8	4	2	8	7	6	2	1	6	1	6	7	4	7	4	7	5	6	4	5	1	1	7
"NAP103878.1"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP105867.1"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"NAP106553.1"	5	4	2	3	1	2	4	2	6	3	8	5	2	1	7	4	2	1	8	8	1	7	2	8	2
"NAP106668.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP106922.1"	2	7	8	5	4	1	7	6	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	7
"NAP107388.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	3	7	2	5	2
"NAP107779.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP108202.1"	1	1	3	6	5	4	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP108362.1"	2	7	4	5	4	4	6	7	5	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP108417.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NAP108437.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP108451.1"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NAP108459.1"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NAP108516.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	7	7	4	2	1	8	8	1	7	2	5	2
"NAP108526.1"	5	7	4	3	1	2	4	2	4	3	8	3	2	6	7	4	2	1	8	1	1	7	2	5	2
"NAP108602.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP108679.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP108708.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP108723.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP112302.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP113215.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP113293.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NAP114978.1"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP115274.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NAP115296.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP115318.1"	1	1	3	6	5	4	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NAP115402.1"	5	4	2	6	5	4	4	3	5	3	4	5	1	1	7	3	7	1	1	8	3	7	2	8	2
"NAP122697.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	1	7	4	2	1	8	8	1	7	2	5	2
"NAP122972.1.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NAP123216.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NAP123300.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	4	6	1	4	3	1	6	8	6
"NAP123493.1"	2	8	8	5	2	1	7	6	2	1	7	6	3	7	1	8	6	7	3	6	7	3	8	2	7
"NM_001001177"	6	2	6	1	3	7	1	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NM_001001179"	2	8	8	5	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	7	2	3	2	4
"NM_001001321.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NM_001001326.1"	7	3	5	4	5	4	8	3	2	2	4	1	6	4	8	3	4	6	5	4	3	1	6	1	6
"NM_001001796"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001001884"	7	3	5	4	2	8	8	3	2	2	4	1	6	4	8	7	4	6	5	4	3	1	6	1	6
"NM_001001892.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001001892.10"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001001892.9"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001001983"	8	8	8	8	7	6	7	6	7	1	6	7	7	7	4	6	3	7	7	6	5	5	1	6	7
"NM_001001983.1"	8	8	8	4	2	8	7	6	2	1	6	6	3	7	4	7	4	7	5	6	4	3	8	1	7
"NM_001002004.2"	6	7	4	5	4	4	6	7	4	7	7	6	3	8	1	8	6	4	3	1	7	3	8	2	4
"NM_001002268.1"	2	8	8	5	7	1	7	1	7	1	6	6	7	7	4	8	3	7	7	6	7	5	8	2	7
"NM_001002764.1"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NM_001002764.3"	8	8	8	4	2	8	7	6	2	2	6	1	6	4	8	7	4	6	5	6	4	5	6	1	6
"NM_001002791"	5	4	2	3	1	2	4	2	6	3	8	5	2	1	7	4	2	1	8	8	3	7	2	5	2
"NM_001002842.1"	1	1	1	2	8	5	3	4	3	4	5	2	5	3	3	5	1	5	6	7	8	6	7	3	5
"NM_001002896"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001002927.1"	7	3	5	4	2	8	8	3	2	2	4	1	6	4	8	7	4	6	5	4	3	1	6	1	6
"NM_001003668"	1	1	1	6	8	5	2	4	3	6	5	5	5	3	3	5	7	5	6	2	8	6	4	3	8
"NM_001003672"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NM_001003817.7"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NM_001003910.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001003911"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001003912.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001004155"	3	6	7	8	7	6	7	1	7	1	2	7	7	5	4	6	3	7	7	3	5	5	1	6	7
"NM_001004185"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	7	5	2	7	2	4	7	4	5
"NM_001005223"	7	3	3	6	5	4	2	3	5	6	4	5	1	1	3	3	7	8	1	4	3	6	4	8	8
"NM_001005421.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001005477.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001005507"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NM_001005510.1"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NM_001005868"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001007574.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001007581.1"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NM_001008427.2"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NM_001008533.2"	4	5	1	6	5	4	2	3	5	4	5	5	1	1	3	3	7	5	1	7	3	6	7	8	5
"NM_001008542"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	3	7	5	6	4	5	1	1	7
"NM_001008548"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001008550.1"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001009545"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001009575"	7	3	5	4	2	8	8	6	2	2	4	1	6	1	8	3	4	6	5	4	3	1	6	1	6
"NM_001009949"	2	7	8	5	4	1	7	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NM_001010930"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001011527"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001011756"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001011758"	6	3	6	1	5	7	8	5	5	8	4	8	1	1	2	3	5	3	1	5	3	8	5	7	1
"NM_001011848"	7	4	2	6	5	4	2	3	5	6	8	5	1	1	7	3	7	1	1	8	3	7	4	8	2
"NM_001012305"	7	8	5	4	2	8	7	6	2	2	4	1	6	4	8	7	4	6	5	4	4	5	6	1	6
"NM_001012726"	6	7	4	1	3	7	6	7	4	8	3	8	3	8	2	1	5	3	3	5	6	8	5	7	1
"NM_001013024"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001013025"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001013365"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001013370.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	3	7	5	6	4	5	1	1	7
"NM_001013370.2"	2	8	8	4	2	8	7	6	2	1	6	6	6	7	4	7	3	7	7	6	4	5	1	1	7
"NM_001013379"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NM_001013577.1"	1	1	3	6	8	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	3	8
"NM_001013741"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001013810"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NM_001013813"	7	3	5	4	2	8	8	6	2	2	4	1	6	4	8	7	4	6	5	4	4	1	6	1	6
"NM_001013824.1"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001013832"	4	5	1	7	6	3	3	8	8	4	1	4	8	2	5	2	1	5	2	7	2	4	7	4	5
"NM_001014394"	2	7	4	5	4	1	6	7	4	7	7	6	3	7	1	8	6	4	3	1	7	3	8	2	4
"NM_001014900.1"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	4	6	3	2	7	3	5	2	3	6	3
"NM_001014900.2"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	6	6	3	2	7	3	5	2	3	6	3
"NM_001014973.1"	7	3	5	6	5	4	8	3	5	2	4	1	1	1	8	3	7	6	1	4	3	1	6	1	6
"NM_001014974"	1	1	3	6	5	5	2	4	5	6	5	5	1	3	3	5	7	8	1	2	8	6	4	8	8
"NM_001014981"	8	8	8	4	2	8	7	6	2	2	6	1	6	4	8	7	4	6	5	6	4	5	6	1	6
"NM_001017959"	4	5	1	6	6	3	1	8	5	4	1	4	1	1	5	2	7	5	2	7	2	4	7	4	5
"NM_001024138"	5	4	2	3	1	2	4	2	6	3	8	3	2	6	7	4	2	1	8	8	1	7	2	5	2
"NM_001024468"	1	1	3	2	8	5	2	4	3	6	5	2	5	3	3	5	8	8	6	2	8	6	4	3	8
"NM_001024602"	2	6	7	5	7	1	5	1	7	5	7	6	7	7	1	8	3	2	7	3	7	2	3	2	4
"NM_001024720.1"	8	8	8	4	2	8	7	6	2	1	6	1	6	4	4	7	4	7	5	6	4	5	1	1	7
"NM_001024837"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NM_001024837.1"	2	8	8	5	4	1	7	6	7	1	6	6	3	7	4	8	6	7	3	6	7	5	1	2	7
"NM_001024856"	7	3	5	6	5	4	8	3	5	2	4	5	1	1	8	3	7	6	1	4	3	1	6	8	6
"NM_001024856.1"	8	8	8	8	2	6	7	6	2	1	6	7	6	4	4	7	3	7	7	6	4	5	1	6	7
"NM_001024911"	6	2	6	1	3	7	4	5	1	8	3	8	4	8	2	1	5	3	4	5	6	8	5	7	1
"NM_001024919"	3	6	7	8	7	6	5	1	7	5	2	7	7	5	4	6	3	7	7	3	5	2	1	6	7
"NM_001024931"	7	3	5	6	5	4	2	3	5	2	4	5	1	1	3	3	7	3	1	4	3	1	6	8	8
