"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AK004226.7"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK004418"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK004568"	10	10	4	3	3	6	2	5	7	9	6	4	10	7	10	1	9	6	6	2
"AK004622"	10	10	4	10	9	2	3	5	10	3	5	9	8	7	10	8	9	4	6	6
"AK005150"	7	6	1	1	10	5	9	9	8	4	8	2	3	10	6	4	1	8	7	4
"AK005220"	10	10	4	10	3	2	6	5	10	8	5	9	8	7	10	8	10	6	6	10
"AK005583"	2	9	7	10	9	2	3	8	3	3	5	9	8	6	2	8	9	2	1	8
"AK005750"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK005796"	5	6	3	9	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK006020"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK006583"	1	7	10	8	4	10	6	3	4	8	9	8	6	1	3	3	10	1	9	10
"AK006636"	4	3	6	10	9	2	6	5	10	3	5	9	8	7	5	8	2	10	8	7
"AK006817"	5	6	3	7	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK006823"	10	10	4	7	3	2	2	5	7	3	6	9	10	7	10	8	9	6	6	6
"AK007019"	10	10	7	2	6	7	1	1	3	5	7	1	9	6	10	2	6	2	1	6
"AK007209"	4	3	6	4	5	1	8	7	1	6	2	7	2	3	8	9	2	10	8	7
"AK007316"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK007368"	6	1	2	6	9	9	6	4	10	3	10	9	8	7	5	7	7	7	4	5
"AK007371"	10	10	4	10	6	2	3	8	3	5	5	9	9	6	10	8	6	2	6	6
"AK007637"	2	9	6	4	5	1	8	7	1	6	2	7	2	3	8	9	2	10	8	8
"AK007812"	6	3	2	10	9	2	3	8	10	3	5	9	8	7	5	8	3	10	4	2
"AK008026"	4	3	6	10	9	2	8	5	10	3	5	9	8	7	8	8	9	10	8	7
"AK008330"	4	3	8	3	9	2	3	5	10	3	5	9	8	7	1	8	9	9	5	2
"AK008545"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK008598"	8	4	4	3	3	6	2	8	2	9	4	6	10	8	1	10	9	9	6	2
"AK008679"	6	1	2	3	9	2	6	5	10	3	5	9	8	7	5	8	7	7	4	2
"AK008770"	3	7	5	6	2	3	6	9	6	7	10	4	5	1	3	6	7	7	2	10
"AK008862"	2	9	7	10	6	2	3	8	3	5	7	1	9	6	2	8	6	2	1	6
"AK008869"	4	3	6	10	9	2	3	8	10	3	5	9	8	7	8	8	2	10	8	7
"AK008898"	10	10	4	10	9	2	3	8	10	2	5	9	8	7	10	8	9	2	6	6
"AK009140"	5	6	3	9	10	5	7	9	5	1	8	2	3	4	4	5	4	8	7	3
"AK009216"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK009586"	5	6	3	9	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK009638"	7	2	1	1	4	5	5	9	4	2	9	2	6	4	7	4	1	1	7	4
"AK009740"	7	6	3	1	1	5	7	9	5	1	8	2	3	4	4	6	1	8	7	4
"AK010233"	6	1	5	6	2	9	4	4	6	7	10	5	5	5	7	7	7	7	2	5
"AK010610"	5	8	3	9	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK010630"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK010841"	4	3	2	10	9	2	3	8	10	3	5	9	8	7	5	8	2	10	8	7
"AK011275"	5	6	3	7	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK011656"	8	4	8	3	8	6	2	10	2	9	4	9	10	8	1	10	3	9	5	2
"AK011675"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK011730"	4	3	6	10	9	1	8	7	10	3	2	7	8	7	8	8	2	2	8	7
"AK011739"	4	3	6	4	5	1	8	5	1	6	2	7	2	3	8	9	2	10	8	7
"AK011948"	5	6	3	9	1	8	7	9	2	2	4	10	3	2	4	4	1	3	7	3
"AK012459"	6	1	2	6	2	2	3	8	10	2	5	9	8	7	5	8	1	7	4	5
"AK012892"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK013060"	5	6	3	7	1	8	7	6	9	10	3	10	10	2	10	1	8	3	6	3
"AK013113"	4	3	6	10	9	1	8	7	10	3	2	7	8	7	8	9	2	10	8	7
"AK013208"	5	6	3	9	1	8	7	6	8	4	3	10	3	2	4	4	4	3	7	3
"AK013289"	6	1	2	10	9	2	6	8	10	2	5	9	8	7	5	8	7	1	4	5
"AK013342"	8	6	10	3	1	2	3	8	9	2	5	9	10	1	3	8	1	3	6	2
"AK013354"	6	1	2	6	2	9	4	4	6	2	10	5	5	5	5	7	1	7	4	5
"AK013390"	1	8	9	8	3	10	10	5	7	8	6	8	8	9	9	3	10	6	3	1
"AK013537"	4	3	6	4	9	1	8	5	1	6	2	7	2	3	8	9	2	10	8	7
"AK013545"	3	7	10	9	1	3	7	6	9	10	3	4	4	1	3	1	8	3	7	10
"AK013604"	4	3	6	4	9	1	8	5	10	3	2	7	8	7	8	9	2	10	8	7
"AK013614"	10	10	4	2	8	6	2	5	2	9	4	6	10	1	10	10	3	9	6	6
"AK013634"	5	6	3	9	7	8	7	2	8	4	1	3	3	10	4	4	4	5	7	3
"AK013702"	6	1	2	6	2	9	4	4	6	7	10	5	5	5	5	7	7	7	4	5
"AK013704"	4	3	6	10	9	1	8	5	10	3	2	7	8	7	8	9	2	10	8	7
"AK013749"	10	6	4	9	1	2	3	8	9	2	5	9	8	2	10	8	1	3	6	3
"AK013809"	3	7	4	7	3	2	3	8	9	10	5	9	4	7	3	1	8	3	6	10
"AK013859"	7	2	5	1	10	5	5	9	5	1	8	2	3	4	7	4	1	8	7	4
"AK014075"	8	4	8	8	8	6	2	3	2	9	4	6	10	8	1	3	3	1	5	2
"AK014260"	1	8	4	7	3	10	10	5	7	8	6	8	4	9	3	1	8	6	9	1
"AK014401"	8	3	8	3	9	2	2	5	10	9	5	9	8	7	1	8	3	10	5	2
"AK014541"	10	3	4	10	9	2	3	8	10	3	5	9	8	7	5	8	9	2	6	6
"AK014593"	4	3	6	10	9	2	3	8	10	3	5	9	8	7	8	8	2	10	8	7
"AK014656"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK014662"	6	1	2	6	2	9	4	4	6	7	10	5	5	5	5	7	7	7	4	5
"AK014695"	3	7	10	9	1	8	7	6	2	10	3	10	10	1	3	1	3	3	7	10
"AK014745"	8	4	10	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK014937"	1	3	9	8	3	10	10	5	7	8	6	8	8	9	9	3	10	6	3	1
"AK015010"	4	3	2	10	9	2	6	8	10	3	5	9	8	7	5	8	2	10	4	7
"AK015028"	5	6	3	9	1	8	7	9	4	2	3	10	3	2	4	4	4	3	7	3
"AK015056"	4	3	6	4	5	1	8	7	1	6	2	7	2	3	8	9	2	10	8	7
"AK015069"	3	7	10	6	3	3	6	5	9	10	10	4	4	1	3	1	8	3	9	10
"AK015226"	6	1	2	10	9	2	3	8	10	3	5	9	8	7	5	8	9	7	4	5
"AK015330"	4	3	2	10	9	2	3	8	10	3	5	9	8	7	5	8	2	10	8	7
"AK015414"	5	6	3	9	1	8	7	6	9	10	3	10	3	2	3	1	1	3	7	3
"AK015459"	6	1	2	10	4	2	3	8	10	8	5	9	8	7	5	8	10	1	4	1
"AK015494"	6	1	2	6	2	2	6	4	4	2	10	9	5	5	5	7	7	7	4	5
"AK015570"	10	10	4	10	3	2	3	8	7	3	5	9	8	7	10	8	9	6	6	6
"AK015647"	1	8	9	10	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK015665"	6	7	2	6	2	9	6	4	4	2	10	4	5	1	5	7	7	7	4	5
"AK015839"	7	1	5	1	2	5	4	9	6	2	10	2	5	5	7	6	1	7	2	5
"AK015841"	10	3	4	10	9	2	3	8	10	3	5	9	8	7	10	8	9	2	6	6
"AK016058"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK016060"	8	4	4	3	8	6	2	5	2	9	4	6	10	7	10	10	3	9	6	2
"AK016133"	7	2	5	1	10	5	5	9	5	7	8	2	1	4	7	6	5	8	2	4
"AK016239"	3	7	10	3	3	3	6	5	10	9	5	4	10	1	3	10	3	9	9	10
"AK016242"	4	3	6	10	9	2	3	5	10	3	5	9	8	7	8	8	9	10	8	7
"AK016261"	8	4	4	3	9	2	3	8	10	3	5	9	8	7	1	8	9	9	6	2
"AK016265"	7	2	5	1	1	5	4	9	6	7	8	2	3	4	7	6	1	8	2	4
"AK016547"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK016549"	6	7	10	6	2	3	6	9	4	2	10	4	5	1	3	7	1	7	9	10
"AK016661"	6	1	2	6	2	2	3	8	10	2	5	9	8	7	5	8	1	7	4	5
"AK016718"	9	5	1	5	10	5	5	9	5	1	1	2	3	4	6	5	4	8	10	4
"AK016812"	10	10	4	10	9	2	3	8	10	8	5	9	8	7	10	8	9	2	6	6
"AK016848"	5	6	3	9	1	8	7	6	8	4	3	10	3	2	4	4	4	3	7	3
"AK017062"	4	3	6	10	9	2	3	8	10	3	5	9	8	7	8	8	9	10	6	7
"AK017105"	1	8	9	8	3	10	10	5	7	8	6	8	6	9	9	3	10	6	3	1
"AK017132"	1	8	3	7	3	8	7	6	9	10	3	10	4	2	4	1	8	3	3	3
"AK017255"	7	7	3	9	1	8	7	9	6	7	3	10	3	1	4	1	1	3	2	10
"AK017308"	7	2	5	1	10	5	5	9	5	7	8	2	1	4	7	6	5	8	2	4
"AK017353"	8	4	8	3	8	6	2	10	2	9	4	9	10	8	1	10	3	9	5	2
"AK017377"	7	2	5	1	10	5	5	9	5	7	8	2	1	4	7	6	5	8	2	4
"AK017399"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK017418"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK017423"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK017478"	8	4	8	10	9	2	3	8	10	3	5	9	8	7	10	8	9	2	6	6
"AK017495"	8	4	8	3	9	2	3	8	10	9	5	9	8	7	1	8	3	9	5	2
"AK017574"	8	4	10	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK017692"	7	6	3	1	1	5	7	9	5	7	8	2	3	4	7	6	1	8	7	4
"AK017789"	4	3	6	4	9	1	8	7	10	6	2	7	8	7	8	9	2	10	8	7
"AK017886"	2	9	7	2	6	7	1	1	3	5	7	1	9	6	2	2	6	2	1	6
"AK017915"	2	9	6	10	9	2	3	8	10	3	5	9	8	7	8	8	9	2	8	6
"AK017919"	6	1	5	6	4	9	4	4	4	7	9	5	5	5	5	7	7	7	2	5
"AK018125"	4	3	2	10	9	2	3	8	10	3	5	9	8	7	5	8	9	2	6	7
"AK018165"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK018205"	5	6	3	9	1	8	7	6	9	10	3	10	4	2	4	1	8	3	7	3
"AK018221"	3	7	10	6	1	3	6	9	6	7	3	4	5	1	3	1	1	3	9	10
"AK018356"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK018474"	5	6	3	9	1	8	7	9	5	1	3	10	3	2	4	4	1	3	7	3
"AK018511"	1	8	9	3	3	2	3	8	7	8	5	9	8	7	5	3	10	6	3	1
"AK018520"	1	8	9	8	4	9	10	3	4	8	9	8	6	9	5	3	10	1	3	5
"AK018844"	1	8	9	8	3	10	10	5	7	8	6	8	6	9	9	3	10	6	3	1
"AK018918"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK019079"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK019270"	3	7	10	6	2	3	6	9	6	7	10	4	5	1	3	6	7	7	9	10
"AK019365"	4	3	6	10	9	2	6	5	10	3	5	9	8	7	8	9	2	10	8	7
"AK019475"	6	1	2	6	2	9	4	4	6	2	10	5	5	5	5	7	1	7	4	5
"AK019526"	10	10	4	10	9	2	3	8	10	3	5	9	8	7	10	8	9	2	6	6
"AK019592"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK019605"	3	7	2	6	9	2	6	5	10	3	5	9	8	7	5	8	7	7	9	10
"AK019637"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK019761"	4	3	2	10	9	2	3	8	10	3	5	9	8	7	5	8	9	10	8	7
"AK019912"	7	2	3	1	10	5	5	9	5	1	8	2	1	4	4	6	5	8	7	4
"AK019925"	4	3	6	10	9	2	6	5	10	3	6	9	8	7	8	9	2	10	8	7
"AK020013"	5	6	3	9	10	5	7	9	5	1	8	2	3	4	4	4	4	8	7	4
"AK020038"	6	1	2	3	9	2	3	8	10	2	5	9	8	7	5	8	3	9	4	2
"AK020076"	7	1	5	6	2	5	4	9	6	2	10	5	5	1	7	7	1	7	2	5
"AK020107"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK020158"	10	10	4	8	3	10	10	5	7	8	6	8	4	9	10	3	10	6	6	1
"AK020168"	6	1	2	10	9	2	3	8	10	2	5	9	8	7	5	8	1	2	6	6
"AK020257"	5	6	3	9	7	8	7	2	8	4	1	3	3	10	4	4	4	5	7	3
"AK020289"	10	10	4	10	9	2	3	8	10	3	5	9	8	7	10	8	9	2	6	6
"AK020313"	5	6	3	9	7	8	7	2	8	4	1	3	3	10	4	4	4	5	7	3
"AK020360"	6	1	2	6	4	9	4	9	4	2	9	2	6	5	5	7	1	1	4	5
"AK020414"	10	10	4	7	1	8	7	6	9	10	3	10	4	2	10	1	8	3	6	10
"AK020424"	10	10	4	10	9	2	3	8	10	3	5	9	8	7	10	8	9	2	6	6
"AK020438"	7	2	3	1	10	5	5	9	5	1	8	2	1	4	7	6	1	8	7	4
"AK020500"	6	1	2	6	2	3	6	4	6	2	10	4	5	5	5	7	1	7	4	5
"AK020517"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK020598"	7	2	5	1	10	5	5	9	5	7	8	2	1	4	7	6	5	8	2	4
"AK020601"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK020664"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK020725"	7	2	5	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	2	4
"AK020759"	7	2	5	1	2	5	4	9	6	7	10	5	5	5	7	6	1	7	2	5
"AK020773"	3	7	10	7	1	3	7	6	9	10	3	4	4	1	3	1	8	3	9	10
"AK020954"	6	1	2	3	9	2	3	8	10	2	5	9	8	7	5	8	1	7	4	5
"AK021024"	6	1	2	6	2	9	6	4	4	2	10	9	5	5	5	7	7	7	4	5
"AK021026"	1	8	9	8	3	10	10	3	7	8	6	8	6	9	9	3	10	6	3	1
"AK021217"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK021265"	3	7	2	6	2	2	6	8	10	2	5	9	8	1	5	7	7	7	4	10
"AK021321"	1	8	9	8	3	10	10	3	7	8	9	8	6	9	9	3	10	6	3	1
"AK021343"	5	6	3	9	1	8	7	9	5	2	3	10	3	2	4	4	1	3	7	3
"AK021408"	4	3	6	4	5	1	8	7	1	6	2	7	2	3	8	9	2	10	8	7
"AK028016"	3	7	10	6	4	3	6	3	4	2	9	4	6	1	3	3	7	1	9	10
"AK028499"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK028510"	6	1	2	3	2	2	4	4	6	2	5	5	5	5	5	7	1	7	4	5
"AK028856"	7	2	3	9	4	8	7	3	4	7	9	8	6	2	4	3	10	1	7	5
"AK028982"	2	9	6	10	9	1	8	7	1	6	2	7	2	3	8	9	2	10	8	7
"AK028994"	9	5	1	5	7	4	9	2	8	4	1	3	3	10	6	5	4	5	7	9
"AK029171"	10	10	4	2	6	7	1	5	3	3	7	1	9	7	10	8	9	2	6	6
"AK029175"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK029243"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK029272"	2	9	7	2	6	7	1	1	3	5	7	1	9	6	2	8	6	2	1	8
"AK029281"	5	6	3	9	1	8	7	6	9	10	3	10	3	2	4	1	8	3	7	3
"AK029300"	7	2	5	1	10	5	5	9	4	2	9	2	3	4	7	6	1	1	2	4
"AK029378"	3	7	10	3	1	6	7	6	9	10	3	10	10	1	1	10	8	3	5	2
"AK029391"	7	2	5	1	2	5	4	9	6	2	8	2	5	4	7	6	1	8	2	4
"AK029539"	3	7	2	6	3	2	6	5	10	8	5	9	8	7	5	3	10	7	9	10
"AK029601"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK029757"	5	6	3	9	1	8	7	3	4	2	9	10	3	2	4	4	1	1	7	3
"AK029840"	6	1	2	10	9	2	3	8	10	3	5	9	8	7	5	8	7	7	4	5
"AK029860"	1	8	9	8	3	10	10	3	7	8	9	8	6	9	9	3	10	1	3	1
"AK029884"	6	1	2	6	2	9	4	4	6	2	10	5	5	5	5	7	1	7	4	5
"AK029958"	8	3	2	3	9	2	3	8	10	3	5	9	8	7	5	8	7	9	4	2
"AK030114"	3	7	4	7	3	3	2	5	9	10	4	4	10	7	3	1	8	9	9	10
"AK030206"	1	8	9	8	4	10	10	3	7	8	9	8	6	9	9	3	10	6	3	1
"AK030271"	4	3	6	10	9	2	3	8	10	3	5	9	8	7	8	8	9	2	8	7
"AK030424"	1	8	9	8	4	10	10	3	4	8	9	8	6	9	9	3	10	1	3	1
"AK030450"	5	6	10	9	1	8	7	6	2	9	3	6	10	1	3	10	3	3	7	3
"AK030494"	5	6	3	9	1	2	3	8	4	2	5	9	4	2	5	1	1	3	6	3
"AK030505"	10	10	4	3	8	6	2	10	2	9	4	6	10	8	10	10	3	9	6	6
"AK030562"	7	2	5	1	2	5	4	9	6	7	8	2	5	4	7	6	1	8	2	4
"AK030583"	8	6	10	3	1	6	7	10	2	2	4	10	10	1	3	10	1	3	7	2
"AK030587"	6	6	3	9	1	8	7	8	4	2	9	9	3	2	5	4	1	1	4	3
"AK030594"	10	10	4	10	9	2	3	8	3	3	5	9	8	7	10	8	9	2	6	6
"AK030614"	5	6	3	9	1	8	7	9	4	2	3	10	3	1	4	4	1	3	7	3
"AK030621"	1	8	9	8	3	10	10	5	7	8	6	8	8	7	9	3	10	6	3	1
"AK030723"	6	1	2	3	2	2	3	8	10	2	5	9	8	7	5	8	1	7	4	5
"AK030930"	4	3	6	3	9	1	8	5	10	6	2	7	2	7	8	9	2	10	8	7
"AK031053"	8	4	8	3	8	6	2	10	2	9	4	6	10	8	1	10	3	9	5	2
"AK031113"	7	2	1	1	10	5	5	9	5	1	8	2	1	4	7	6	5	8	10	4
"AK031225"	5	6	3	9	1	8	7	9	4	1	3	10	3	2	4	6	1	3	7	3
"AK031263"	4	3	6	10	9	2	6	5	10	3	5	9	8	7	8	8	9	10	9	7
"AK031365"	7	2	5	1	10	5	5	9	5	1	8	2	3	4	7	4	1	8	7	4
"AK031392"	2	9	7	10	9	7	3	8	3	3	7	1	8	7	2	8	9	2	1	6
"AK031485"	6	1	2	6	4	9	4	4	4	2	9	9	6	5	5	7	1	1	4	5
"AK031495"	7	2	5	1	10	5	5	9	5	7	8	2	1	4	7	6	5	8	2	4
"AK031507"	1	8	9	8	4	9	6	3	4	8	9	8	6	9	9	3	10	1	3	1
