"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AF223362"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AF275549"	7	5	7	8	7	8	5	2	2	11	6	6	3	8	10	2	12	13	12	2
"AF346836"	4	9	13	4	7	8	5	2	6	11	9	10	3	8	1	2	12	10	12	2
"AF425084"	9	10	1	13	10	11	11	8	9	4	13	13	9	8	9	2	9	12	11	6
"AF441786"	13	10	4	7	2	3	13	13	10	8	2	11	2	6	8	5	1	8	5	5
"AF464177"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AF510652"	4	7	8	4	4	1	3	6	6	5	5	10	12	4	5	10	4	10	7	11
"AI509818"	9	9	1	13	10	11	11	8	9	4	13	13	9	11	9	1	9	12	10	6
"AI840334"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AJ278768"	4	2	8	4	3	13	7	2	6	12	4	10	10	4	3	13	12	10	4	12
"AJ293727"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AJ558021"	1	12	10	5	12	6	3	7	6	2	12	4	11	1	7	7	3	11	10	3
"AK002213"	12	11	3	2	11	10	9	3	13	10	10	7	13	13	6	4	10	3	9	13
"AK002217"	8	6	5	11	13	9	3	7	4	6	12	2	5	10	13	1	8	7	11	9
"AK002608"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK003142"	12	11	11	2	11	2	9	1	13	9	3	1	13	13	6	4	10	3	9	13
"AK003738"	5	4	9	10	9	4	8	13	7	10	11	8	7	5	2	8	2	1	6	10
"AK003760"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	2	6	6	10
"AK003941"	9	9	1	13	4	11	5	8	6	4	13	13	3	8	1	2	12	2	12	6
"AK004056"	5	4	9	10	9	4	8	13	8	10	11	8	7	5	2	8	2	1	9	10
"AK004226.7"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	13	6	6	10
"AK004418"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	2	6	9	10
"AK004568"	8	6	5	11	13	9	3	7	6	6	12	10	5	10	5	1	12	10	11	9
"AK004622"	4	9	13	3	3	13	5	2	6	12	4	5	3	8	3	2	12	5	12	2
"AK005150"	13	1	9	1	2	3	8	13	8	8	2	11	2	6	8	5	2	1	5	5
"AK005220"	4	6	8	4	3	9	3	7	6	6	12	10	10	4	5	1	12	10	11	9
"AK005583"	10	5	13	3	3	8	6	2	5	3	9	5	1	7	10	11	11	13	1	2
"AK005750"	3	3	11	12	5	9	12	11	4	7	3	1	4	3	13	9	5	9	3	8
"AK005796"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AK006020"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	13	1	8	7	11	9
"AK006583"	3	3	11	12	5	2	12	11	1	7	3	1	4	3	7	9	5	9	3	8
"AK006636"	4	2	8	4	6	13	7	10	3	12	4	10	10	4	3	13	7	10	4	12
"AK006817"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	2	9	12	5	6
"AK006823"	8	9	8	4	13	8	5	7	6	6	12	10	3	8	5	2	12	10	12	9
"AK007019"	10	5	7	8	7	8	6	2	2	11	9	5	1	7	10	11	11	13	12	2
"AK007209"	6	8	12	9	6	13	1	10	11	12	4	3	6	2	12	13	6	4	4	12
"AK007316"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK007368"	4	2	8	3	3	13	7	10	3	12	4	10	10	4	3	9	7	5	4	12
"AK007371"	10	5	7	3	3	8	5	2	2	11	6	5	1	8	1	11	12	13	12	2
"AK007637"	6	8	12	9	1	7	1	9	11	13	1	3	6	2	12	3	6	4	8	1
"AK007812"	4	2	8	4	3	13	7	10	3	12	4	10	10	4	3	9	7	10	4	12
"AK008026"	4	8	13	4	3	13	7	2	3	12	9	10	6	4	12	13	6	10	8	12
"AK008330"	4	2	8	4	6	13	7	10	6	12	4	10	10	4	1	13	7	10	4	12
"AK008545"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	5	1	8	7	11	9
"AK008598"	2	7	8	6	4	8	3	2	6	5	9	10	12	12	1	2	12	10	12	7
"AK008679"	4	2	8	4	3	13	7	10	3	12	4	10	10	4	3	9	7	10	4	11
"AK008770"	1	11	10	5	12	10	9	5	13	2	7	8	11	13	7	7	3	3	9	13
"AK008862"	10	5	7	3	3	5	6	12	2	11	6	5	1	7	10	11	11	13	1	2
"AK008869"	4	2	12	3	3	13	7	10	3	12	4	5	10	4	3	13	7	5	4	12
"AK008898"	10	13	2	3	3	8	5	2	5	3	9	5	10	8	1	9	7	5	12	7
"AK009140"	11	4	4	7	9	3	8	13	7	1	11	11	7	5	8	5	2	6	5	5
"AK009216"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	9	11
"AK009586"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AK009638"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK009740"	13	4	9	1	9	3	8	13	8	8	11	11	7	5	8	8	2	1	6	5
"AK010233"	12	11	3	2	11	10	9	1	13	9	10	7	13	13	6	4	10	3	9	13
"AK010610"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	6	9	12	5	6
"AK010630"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	13	6	6	10
"AK010841"	4	2	8	3	3	13	7	10	3	12	4	10	10	4	3	13	7	5	4	12
"AK011275"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AK011656"	4	2	8	4	4	1	10	6	12	5	4	10	12	12	3	10	7	10	9	11
"AK011675"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	10	6	6	10
"AK011730"	10	8	13	9	3	13	7	10	3	12	4	3	6	4	12	13	6	4	4	12
"AK011739"	4	8	12	4	6	7	1	9	11	12	1	10	6	2	12	13	6	10	7	12
"AK011948"	13	13	2	1	2	3	10	13	8	8	2	11	2	9	8	5	2	1	5	5
"AK012459"	12	13	2	3	3	10	2	5	8	2	10	5	10	9	3	9	7	5	13	13
"AK012892"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK013060"	9	10	1	13	10	11	11	8	9	4	13	13	3	8	1	2	9	12	5	6
"AK013113"	4	2	12	3	3	13	7	10	3	12	4	3	10	4	3	13	6	4	4	12
"AK013208"	13	10	1	1	2	3	11	13	1	8	2	11	2	11	8	5	2	1	5	5
"AK013289"	4	2	8	3	3	13	7	10	3	7	4	5	10	4	3	9	7	5	4	8
"AK013342"	1	13	2	6	3	8	2	2	5	2	9	5	12	9	1	2	7	5	12	7
"AK013354"	12	13	3	2	11	10	2	1	8	9	10	7	13	9	6	4	7	3	13	13
"AK013390"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	5	1	8	7	11	9
"AK013537"	4	8	12	4	6	13	1	10	11	12	4	3	6	2	12	13	6	4	8	12
"AK013545"	1	12	10	5	12	6	11	5	1	2	7	4	11	1	7	7	3	11	10	3
"AK013604"	4	2	12	4	6	13	7	10	3	12	4	10	10	4	3	13	6	10	4	12
"AK013614"	1	12	10	6	4	1	5	6	1	5	5	9	3	8	7	2	12	11	10	3
"AK013634"	13	1	4	7	2	3	13	13	10	8	2	11	2	6	8	5	1	1	5	5
"AK013702"	12	13	2	2	11	10	2	1	13	9	10	7	13	9	6	4	7	3	13	13
"AK013704"	4	2	8	4	6	13	7	10	3	12	4	10	10	4	3	13	6	10	4	12
"AK013749"	9	13	2	3	3	8	2	2	5	3	9	5	3	9	1	2	12	5	12	7
"AK013809"	1	9	8	3	3	8	3	2	6	2	7	10	11	9	1	2	7	10	12	7
"AK013859"	13	4	9	1	9	3	8	13	8	8	11	11	7	5	8	8	2	1	6	10
"AK014075"	2	7	6	6	4	1	10	6	12	5	3	9	4	3	4	10	4	2	7	11
"AK014260"	8	9	5	11	13	11	3	7	6	6	12	2	3	10	5	1	9	11	11	6
"AK014401"	4	2	6	4	6	13	7	10	3	12	4	10	10	4	3	13	4	10	4	11
"AK014541"	4	2	8	3	3	13	7	2	3	12	4	5	10	4	3	9	7	5	4	7
"AK014593"	4	2	8	4	6	13	7	10	3	12	4	10	10	4	3	13	6	10	4	12
"AK014656"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	5	1	8	7	11	9
"AK014662"	12	11	3	2	11	10	9	1	13	9	10	7	13	13	6	4	7	3	13	13
"AK014695"	1	12	10	5	12	6	10	5	1	2	7	4	11	1	7	7	3	11	10	3
"AK014745"	2	7	10	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK014937"	4	6	5	4	13	9	3	7	6	6	12	10	5	10	5	1	8	10	11	9
"AK015010"	4	2	8	4	3	13	7	10	3	12	4	10	10	4	3	13	7	10	4	12
"AK015028"	13	10	1	1	2	3	11	13	8	7	2	11	2	11	8	5	2	1	5	5
"AK015056"	6	8	12	9	1	7	1	9	11	13	1	3	6	2	12	3	6	4	8	12
"AK015069"	1	12	10	5	12	6	4	5	1	2	7	4	11	1	7	7	3	11	10	3
"AK015226"	10	2	8	3	3	13	7	10	3	3	4	5	10	4	3	9	7	5	4	7
"AK015330"	4	2	8	3	3	13	7	10	3	12	4	10	10	4	3	9	7	5	4	12
"AK015414"	1	12	2	5	12	6	4	5	1	2	7	4	11	1	7	7	2	11	10	3
"AK015459"	3	2	11	3	3	13	7	11	3	7	4	5	10	4	3	9	7	5	3	8
"AK015494"	12	13	8	3	11	10	2	1	6	7	10	10	10	9	3	9	7	5	13	13
"AK015570"	8	6	5	11	3	8	3	7	6	6	12	5	5	10	1	2	12	10	12	7
"AK015647"	3	3	11	12	5	9	12	7	6	7	3	2	4	3	5	9	5	10	3	8
"AK015665"	1	3	2	12	11	10	2	11	1	7	10	1	4	9	7	9	3	11	13	8
"AK015839"	12	13	2	1	11	10	2	1	8	9	10	7	13	9	6	4	10	3	13	13
"AK015841"	10	2	13	3	3	13	7	2	3	3	9	5	10	4	3	13	12	5	12	12
"AK016058"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK016060"	2	9	8	6	4	8	10	2	6	5	9	10	3	12	1	2	12	10	12	11
"AK016133"	5	11	9	10	9	4	8	3	13	10	11	8	7	13	2	8	10	3	6	10
"AK016239"	4	12	8	4	12	6	4	5	6	2	7	10	11	1	7	7	3	10	10	3
"AK016242"	4	2	8	4	6	13	7	10	6	12	4	10	10	4	5	13	6	10	4	12
"AK016261"	4	2	8	4	3	13	7	2	6	3	4	10	10	4	1	13	7	10	12	7
"AK016265"	5	13	2	1	11	10	10	13	8	10	11	8	12	9	6	4	2	1	9	10
"AK016547"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	5	1	8	7	11	9
"AK016549"	1	13	10	5	12	10	2	5	1	2	7	4	11	9	7	9	3	11	13	3
"AK016661"	12	13	2	3	3	10	2	1	8	9	10	5	10	9	3	9	7	5	13	13
"AK016718"	11	4	4	7	9	3	8	13	7	1	8	12	7	5	8	8	13	6	2	4
"AK016812"	10	13	8	3	3	8	5	2	6	3	9	5	10	8	3	9	12	5	12	7
"AK016848"	13	10	1	1	2	3	11	13	10	8	2	11	2	11	8	5	2	1	5	5
"AK017062"	4	2	8	4	3	13	7	2	6	3	9	5	10	4	1	13	6	10	12	7
"AK017105"	8	6	5	11	13	9	3	7	6	6	12	10	5	10	5	1	8	10	11	9
"AK017132"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	1	9	12	11	6
"AK017255"	1	13	2	1	12	10	2	13	8	2	7	4	11	9	7	7	2	11	9	3
"AK017308"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	10	6	6	10
"AK017353"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK017377"	5	11	9	10	9	4	8	3	13	10	11	8	7	5	2	8	10	6	9	10
"AK017399"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK017418"	8	12	5	11	13	9	3	7	1	6	12	4	5	10	7	1	8	7	11	3
"AK017423"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK017478"	10	7	13	3	3	8	7	2	5	3	9	5	10	4	1	9	7	5	12	7
"AK017495"	4	2	6	4	6	13	7	10	3	12	4	10	12	4	3	10	4	10	4	11
"AK017574"	2	7	10	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK017692"	5	13	9	1	2	3	2	13	8	8	2	11	2	9	8	5	3	1	13	10
"AK017789"	4	2	12	9	6	13	7	10	3	12	4	3	6	4	12	13	6	4	4	12
"AK017886"	7	5	7	8	7	5	6	12	2	11	6	6	1	7	10	11	11	13	1	2
"AK017915"	10	8	13	3	3	13	7	2	5	3	9	5	10	4	12	3	6	4	4	12
"AK017919"	12	11	3	2	5	2	9	1	13	9	10	1	13	13	6	4	10	3	9	8
"AK018125"	10	2	8	3	3	13	7	10	3	3	4	5	10	4	3	9	7	5	4	7
"AK018165"	8	6	5	11	5	9	3	7	6	7	12	1	5	3	13	1	8	9	11	8
"AK018205"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AK018221"	1	12	10	5	12	6	4	5	1	2	7	4	11	1	7	7	3	11	9	3
"AK018356"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK018474"	13	10	9	1	2	3	11	13	8	8	2	11	2	11	8	5	2	1	5	5
"AK018511"	8	6	8	4	3	9	3	7	6	6	12	10	10	4	3	9	7	10	11	9
"AK018520"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK018844"	8	6	5	11	13	9	3	7	6	6	12	2	5	10	5	1	8	7	11	9
"AK018918"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK019079"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK019270"	1	12	10	5	12	6	4	5	1	2	7	4	11	1	7	7	3	11	10	3
"AK019365"	4	2	8	4	6	13	7	10	3	12	4	10	10	4	3	13	7	10	4	12
"AK019475"	12	13	2	2	11	10	2	1	8	9	10	7	13	9	6	4	7	5	13	13
"AK019526"	10	13	13	3	3	8	7	2	5	3	9	5	10	4	1	2	7	5	12	7
"AK019592"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK019605"	4	13	8	4	12	6	7	5	6	2	7	10	10	4	3	9	7	10	10	3
"AK019637"	3	3	11	12	5	9	12	11	4	7	3	1	4	3	13	1	5	9	3	8
"AK019761"	4	2	8	3	3	13	7	10	3	12	4	5	10	4	3	13	7	5	4	12
"AK019912"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	13	6	6	10
"AK019925"	4	2	8	4	6	13	7	10	6	12	4	10	10	4	5	13	6	10	4	12
"AK020013"	13	4	9	1	2	3	8	13	7	8	2	11	2	5	8	5	2	1	5	5
"AK020038"	4	13	8	3	3	8	7	2	5	3	9	5	10	9	3	9	7	5	12	7
"AK020076"	12	13	2	1	11	10	2	13	8	9	10	7	13	9	6	4	3	1	9	13
"AK020107"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK020158"	8	6	5	11	13	9	3	7	6	6	12	2	5	8	5	1	12	7	11	9
"AK020168"	10	13	2	3	3	8	2	2	5	3	9	5	10	9	1	9	7	5	12	7
"AK020257"	13	1	4	1	2	3	13	13	10	8	2	11	2	6	8	5	2	1	5	5
"AK020289"	10	13	13	3	3	8	7	2	5	3	9	5	10	4	3	9	7	5	12	7
"AK020313"	13	1	4	7	2	3	13	13	10	8	2	11	2	6	8	5	2	1	5	5
"AK020360"	3	3	2	12	5	10	2	11	8	7	3	1	4	9	13	6	5	9	13	8
"AK020414"	9	9	1	13	10	11	5	8	9	4	13	13	3	8	1	2	12	11	12	6
"AK020424"	10	5	13	3	3	13	7	2	5	3	9	5	10	4	3	11	12	5	12	2
"AK020438"	5	4	9	1	9	4	8	13	8	10	11	8	7	5	2	8	2	1	6	10
"AK020500"	12	13	2	5	12	10	2	1	8	2	7	7	13	9	6	4	7	11	9	13
"AK020517"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	2	6	6	10
"AK020598"	5	11	9	10	9	4	8	3	7	10	11	8	7	5	2	8	10	6	6	10
"AK020601"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK020664"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK020725"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	10	6	6	10
"AK020759"	12	11	2	2	11	10	9	1	8	9	10	7	13	9	6	4	10	3	9	13
"AK020773"	1	12	10	5	12	6	4	5	1	2	7	4	11	1	7	7	9	11	10	3
"AK020954"	12	13	2	3	3	10	2	1	5	3	10	5	10	9	3	9	7	5	9	13
"AK021024"	12	2	3	12	5	10	12	1	3	9	10	1	10	9	3	9	7	5	13	8
"AK021026"	8	6	5	11	13	9	3	7	4	6	12	2	5	10	13	1	8	7	11	9
"AK021217"	4	7	6	4	6	1	10	6	12	5	5	9	12	12	4	10	4	10	7	11
"AK021265"	1	13	8	3	12	10	2	5	1	2	10	4	11	9	3	9	7	5	10	3
"AK021321"	8	6	11	11	13	9	12	11	4	7	3	1	5	3	13	6	8	7	11	6
"AK021343"	13	13	2	1	2	3	2	13	8	8	2	11	2	9	8	5	2	1	5	5
"AK021408"	4	8	12	4	6	7	1	10	11	12	1	3	6	2	12	13	6	4	4	12
"AK028016"	1	12	10	5	5	2	12	11	1	7	3	4	11	1	7	9	3	11	3	8
"AK028499"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK028510"	12	13	2	6	11	10	10	1	8	9	10	7	12	9	6	9	7	5	9	13
"AK028856"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK028982"	6	8	12	9	1	7	1	9	11	13	1	3	6	2	12	3	6	4	8	1
"AK028994"	11	1	4	7	8	3	13	13	10	1	8	11	8	6	8	5	1	8	2	5
"AK029171"	10	8	13	8	3	8	5	2	2	3	9	6	1	8	1	2	12	13	12	2
"AK029175"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK029243"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	9	11
"AK029272"	10	5	13	8	3	5	6	12	2	11	6	6	1	7	10	11	11	13	1	2
"AK029281"	9	10	1	13	10	11	11	8	9	4	13	13	9	11	9	5	9	12	5	6
"AK029300"	3	3	9	1	5	2	2	13	8	7	3	8	4	9	8	8	2	1	9	8
"AK029378"	1	10	1	6	12	11	10	5	9	2	7	13	12	12	7	7	3	12	9	3
"AK029391"	5	13	2	1	11	10	2	13	8	10	11	8	13	9	6	4	2	1	9	10
"AK029539"	4	2	8	4	12	13	3	7	6	2	4	10	10	4	3	9	7	10	10	9
"AK029601"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK029757"	13	3	2	1	2	3	2	13	8	7	2	11	4	9	8	5	5	9	5	8
"AK029840"	4	2	8	3	3	13	7	10	3	3	4	5	10	4	3	9	7	5	4	7
"AK029860"	3	6	11	12	5	9	12	11	6	7	3	1	4	3	13	1	5	9	3	8
"AK029884"	12	13	2	1	11	10	2	1	8	9	10	7	13	9	6	4	7	1	13	13
"AK029958"	4	2	8	3	3	13	7	10	3	3	4	5	10	4	3	9	7	5	4	7
"AK030114"	4	9	8	4	12	11	3	7	6	4	12	10	3	10	5	2	3	10	10	6
"AK030206"	8	6	11	11	13	9	12	11	4	6	3	1	5	3	13	6	8	7	11	9
"AK030271"	10	2	8	3	3	13	7	10	3	3	4	5	10	4	3	13	7	5	4	12
"AK030424"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
"AK030450"	1	12	10	5	4	3	10	6	1	2	7	4	11	1	7	5	3	11	10	3
"AK030494"	3	13	2	3	5	11	2	8	6	7	3	5	4	9	1	9	7	5	13	6
"AK030505"	2	9	6	6	4	8	5	2	5	5	9	9	3	8	1	2	12	2	12	7
"AK030562"	5	11	9	2	11	4	9	3	8	10	11	8	13	13	6	4	10	3	9	10
"AK030583"	2	13	2	6	4	1	10	13	8	2	2	4	12	9	7	5	2	11	9	11
"AK030587"	13	13	2	1	2	3	2	13	8	8	2	11	2	9	8	9	7	1	13	8
"AK030594"	10	9	13	3	3	8	5	2	5	3	9	5	3	8	1	2	12	13	12	7
"AK030614"	1	13	2	1	5	3	2	13	8	2	3	4	11	9	7	5	2	1	13	8
"AK030621"	4	6	8	4	13	9	3	7	6	6	12	10	10	10	5	1	7	10	11	9
"AK030723"	12	13	2	3	3	10	2	1	8	9	10	5	10	9	3	9	7	5	13	13
"AK030930"	4	2	12	4	6	13	7	10	3	12	4	10	6	4	5	13	6	10	4	12
"AK031053"	2	7	6	6	4	1	10	6	12	5	5	9	12	12	4	10	4	2	7	11
"AK031113"	5	4	9	10	9	4	8	3	7	10	11	8	7	5	2	8	13	6	6	10
"AK031225"	13	10	2	1	5	3	10	13	8	7	11	1	7	11	8	5	2	1	9	8
"AK031263"	4	2	8	4	3	13	7	10	6	12	4	10	10	4	3	13	6	10	4	12
"AK031365"	13	4	9	1	9	3	8	13	8	8	2	11	2	5	8	5	2	1	9	5
"AK031392"	10	5	13	3	3	5	6	12	2	11	6	5	1	7	10	11	11	13	1	2
"AK031485"	3	13	2	1	5	10	2	11	8	7	3	1	4	9	3	9	5	9	13	8
"AK031495"	5	11	9	10	9	4	9	3	13	10	11	8	7	13	6	4	10	3	9	10
"AK031507"	3	3	11	12	5	2	12	11	4	7	3	1	4	3	13	6	5	9	3	8
