"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"BC083072"	1	9	16	18	19	20	8	19	2	1	13	14	5	16	18	5	6	7	16	1	14	5	6	20	17
"BC085283"	17	3	7	10	9	14	15	11	8	7	16	1	7	17	14	11	12	19	3	15	8	19	17	6	20
"BC100408"	11	2	18	15	14	10	3	7	5	2	11	12	11	10	11	12	1	20	15	4	11	13	7	14	18
"BC107687"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"BC125442"	13	15	11	19	8	13	14	5	3	6	18	8	6	9	5	10	16	10	7	20	1	17	19	12	12
"BC141113"	15	14	9	7	1	10	2	9	15	13	4	11	13	10	7	17	5	20	17	2	11	4	15	15	5
"BE570772"	7	19	12	15	4	15	3	15	12	2	10	6	17	12	11	12	2	15	4	4	15	13	14	11	18
"BE915090"	12	16	1	2	13	17	13	20	6	15	14	20	16	14	1	15	10	13	5	11	13	7	5	4	14
"BE980346"	13	15	17	10	8	14	14	11	3	6	18	2	7	9	5	4	16	4	3	6	3	19	19	16	12
"BF228116"	7	8	10	17	17	8	4	15	12	12	10	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"BF721801"	8	4	6	15	3	7	11	2	4	11	20	3	8	4	17	18	17	17	8	6	3	11	8	17	13
"BG067131"	20	16	6	3	7	9	9	20	6	8	10	20	16	14	1	19	10	13	1	6	16	7	5	11	14
"BG070263"	16	19	17	15	14	7	3	7	4	11	10	3	8	4	15	18	1	10	15	6	3	13	12	16	8
"BG073133"	8	4	20	15	7	18	11	15	12	8	10	18	8	4	17	19	13	17	3	6	3	11	8	17	8
"BG083266"	12	7	1	4	2	4	13	14	10	17	14	17	1	18	16	15	8	5	5	11	13	5	9	4	15
"BQ033444"	8	16	6	3	7	9	9	16	6	8	10	16	16	14	1	19	10	13	1	7	6	7	10	4	14
"BU504102"	8	17	6	3	7	9	16	16	11	17	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"BU511373"	20	16	14	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	14	16	7	5	11	14
"BX529199"	18	19	17	19	15	3	10	6	4	11	6	3	3	9	15	4	1	4	6	5	4	3	12	16	12
"CA495516"	12	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"CA586632"	10	4	20	14	3	7	11	2	14	11	20	3	8	4	17	18	3	1	8	5	4	11	8	19	6
"CJ042244"	1	9	8	2	5	19	5	20	6	3	2	20	12	3	18	16	6	14	1	12	5	8	3	11	4
"CJ243128"	16	2	15	7	14	10	11	7	17	18	11	6	10	4	19	18	17	6	15	4	2	13	20	7	8
"CO044622"	11	2	17	15	14	10	3	7	4	2	6	18	11	2	19	12	1	6	15	4	3	13	12	5	18
"D83202"	13	15	7	5	8	13	14	11	3	6	18	2	6	13	5	11	16	16	7	9	1	19	19	18	3
"D89677"	1	14	13	12	5	16	2	19	15	13	4	10	1	8	7	17	4	14	5	18	9	4	15	15	7
"DV045548"	14	3	19	10	10	14	7	13	19	20	16	13	7	1	10	8	9	19	9	17	7	19	16	6	20
"ENSMUST00000000187"	3	18	15	13	11	18	18	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"ENSMUST00000004574"	14	19	17	10	15	14	7	6	19	20	6	1	7	2	15	8	13	19	9	17	7	19	12	6	20
"ENSMUST00000005507"	1	9	16	11	5	19	5	3	18	3	13	14	12	16	18	13	6	9	16	1	5	8	6	13	10
"ENSMUST00000007977"	6	14	13	12	1	10	2	9	15	13	4	19	13	8	7	14	5	14	17	2	9	4	15	15	7
"ENSMUST00000009695"	8	4	20	15	3	3	11	2	4	11	20	3	8	4	17	18	12	17	3	6	3	11	8	17	12
"ENSMUST00000016274"	7	8	10	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"ENSMUST00000019066"	10	4	20	14	3	12	11	2	14	9	20	3	8	20	17	18	3	17	8	5	4	11	8	19	6
"ENSMUST00000019268"	2	9	4	18	18	20	8	12	2	3	8	14	5	16	18	13	6	7	16	1	14	2	3	2	10
"ENSMUST00000019955"	1	13	4	18	19	20	12	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	10
"ENSMUST00000021742"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"ENSMUST00000023433"	20	16	14	2	13	5	9	20	6	15	15	20	16	14	1	6	10	13	1	14	16	7	5	11	14
"ENSMUST00000025177"	11	20	19	1	10	2	18	13	19	2	5	8	18	2	10	8	11	10	2	20	20	15	16	12	9
"ENSMUST00000025897"	5	11	8	11	12	19	5	12	18	10	2	4	14	6	4	13	15	18	12	3	19	16	13	13	1
"ENSMUST00000026133"	16	4	20	15	3	7	11	2	4	11	20	3	8	4	17	18	17	17	8	5	4	11	8	7	8
"ENSMUST00000028363"	12	16	1	3	7	17	16	16	11	8	10	16	2	14	1	15	20	13	18	6	3	20	10	4	14
"ENSMUST00000029355"	2	1	4	18	18	1	12	12	2	1	8	15	5	16	4	13	15	7	11	3	14	2	3	2	10
"ENSMUST00000029651"	3	18	20	15	11	18	11	15	13	16	6	6	15	2	19	7	2	15	10	10	2	3	1	7	8
"ENSMUST00000031652"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	6	3	20	10	17	13
"ENSMUST00000031823"	12	16	1	2	13	17	9	20	6	15	14	16	16	14	1	15	10	13	1	11	16	7	10	4	14
"ENSMUST00000032270"	17	12	3	14	6	12	15	8	9	7	9	5	4	17	8	3	12	11	13	15	8	6	4	19	6
"ENSMUST00000039199"	11	19	17	15	15	3	3	7	13	2	6	3	15	2	15	18	1	10	6	5	20	13	12	16	8
"ENSMUST00000042042"	16	4	20	15	3	18	11	2	13	11	3	3	15	19	17	18	17	17	10	10	2	18	1	7	8
"ENSMUST00000042322"	1	9	16	4	5	4	13	14	10	3	14	14	1	18	18	15	6	2	5	11	13	5	6	20	17
"ENSMUST00000043693.1"	1	9	16	11	4	5	8	3	1	3	15	14	12	15	18	6	6	2	12	1	10	8	6	13	4
"ENSMUST00000043958"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"ENSMUST00000044527"	12	16	1	2	13	17	9	20	6	15	14	20	16	14	1	15	10	13	1	11	13	7	5	11	14
"ENSMUST00000047715"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"ENSMUST00000047891"	11	6	15	8	11	5	13	3	7	2	15	9	12	15	20	14	14	2	2	19	17	8	7	14	18
"ENSMUST00000048965"	1	14	18	8	5	6	2	3	15	13	4	14	13	8	7	17	14	2	17	1	9	8	15	15	7
"ENSMUST00000050671"	6	9	16	18	5	20	8	19	2	1	13	14	5	16	18	5	6	7	16	18	14	2	3	20	10
"ENSMUST00000051043"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	7	6	20	10	17	13
"ENSMUST00000052403"	18	19	17	15	14	3	3	6	4	11	6	3	8	9	15	18	1	17	6	5	3	3	12	16	12
"ENSMUST00000052624"	4	9	12	9	4	5	5	3	1	19	15	14	12	15	18	6	6	2	4	1	10	8	20	3	19
"ENSMUST00000054333"	12	16	1	2	13	17	9	20	6	15	14	16	16	14	1	15	10	13	18	11	6	7	10	4	14
"ENSMUST00000055261"	14	3	7	10	10	14	7	11	19	20	16	13	7	1	10	8	9	19	9	17	7	19	17	6	20
"ENSMUST00000056756"	4	14	9	12	1	10	2	9	15	13	4	11	13	8	7	17	5	6	17	2	9	4	15	15	7
"ENSMUST00000056955"	8	16	6	3	7	9	9	16	6	8	10	16	16	14	1	19	20	13	18	6	6	7	10	17	14
"ENSMUST00000058358"	15	14	9	7	1	10	2	18	7	13	4	11	1	5	20	14	14	6	17	19	17	1	15	15	8
"ENSMUST00000058444"	4	5	2	9	4	5	17	1	16	19	15	7	12	11	18	2	7	2	20	1	12	8	11	8	19
"ENSMUST00000058713"	19	7	5	4	2	4	13	14	10	17	17	17	1	18	16	9	8	5	5	11	13	12	9	1	15
"ENSMUST00000059329"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"ENSMUST00000059428"	5	11	8	11	12	19	5	12	18	3	2	4	20	3	2	16	18	9	12	12	5	16	13	13	4
"ENSMUST00000059507"	6	9	16	12	5	20	8	19	15	1	4	14	13	8	3	5	6	2	16	18	9	8	3	20	7
"ENSMUST00000059651"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	13	12	9	1	15
"ENSMUST00000060283"	20	6	18	7	16	15	19	7	7	2	19	9	11	5	20	14	14	20	15	4	17	13	7	14	18
"ENSMUST00000061273"	11	2	18	15	14	10	3	7	5	2	11	12	11	10	11	12	1	20	15	4	11	13	7	14	18
"ENSMUST00000061569"	4	2	12	9	4	10	11	6	4	11	6	6	10	2	19	18	2	6	20	13	20	1	20	5	19
"ENSMUST00000061823"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"ENSMUST00000062283"	6	13	13	18	5	20	12	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	10
"ENSMUST00000062902"	8	17	6	3	7	9	16	16	11	8	10	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"ENSMUST00000063656"	8	20	19	1	10	2	18	13	19	16	3	18	15	2	12	8	11	10	10	10	20	15	16	12	9
"ENSMUST00000063955"	2	1	4	20	18	1	20	12	20	10	8	15	14	6	4	13	15	18	11	3	19	16	18	2	1
"ENSMUST00000063975"	12	17	1	3	7	9	16	16	11	8	14	16	2	14	1	20	20	13	18	7	6	20	10	4	13
"ENSMUST00000065049"	10	4	20	14	3	12	10	2	9	11	20	3	8	20	17	18	12	17	8	5	4	11	8	10	6
"ENSMUST00000066005"	1	9	16	18	19	20	8	19	2	3	13	14	5	16	18	5	6	7	16	1	14	2	6	20	17
"ENSMUST00000066533"	9	5	15	15	11	7	3	7	13	2	7	7	15	11	9	2	17	3	15	10	2	13	1	8	8
"ENSMUST00000066813"	3	18	7	13	7	18	11	10	13	16	3	18	15	19	12	7	19	19	10	10	2	18	1	9	11
"ENSMUST00000067049"	15	2	9	7	14	10	6	7	17	18	11	11	11	5	11	12	5	20	15	4	17	13	2	15	18
"ENSMUST00000067972"	11	6	18	8	5	6	19	4	5	5	5	14	12	3	2	16	6	2	2	12	5	8	7	14	4
"ENSMUST00000068397"	20	16	14	2	7	15	9	20	6	15	10	20	16	14	1	19	10	13	1	6	16	7	5	11	14
"ENSMUST00000068438"	20	16	14	2	13	15	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"ENSMUST00000068927"	9	20	10	1	17	8	18	13	19	14	7	13	15	11	10	8	11	3	19	10	12	15	16	12	2
"ENSMUST00000069543"	11	19	18	15	20	15	3	7	16	2	10	12	11	5	20	19	14	3	15	16	17	13	7	14	18
"ENSMUST00000069654"	4	9	16	9	11	5	13	18	1	19	5	14	1	10	18	6	6	2	5	1	13	8	6	14	18
"ENSMUST00000069918"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"ENSMUST00000069955"	18	10	17	19	15	3	10	6	8	11	16	1	7	9	15	4	1	4	3	5	4	3	17	16	12
"ENSMUST00000070021"	5	11	8	11	12	19	5	4	18	3	2	4	20	3	2	16	18	9	12	12	5	8	13	13	4
"ENSMUST00000070085"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"ENSMUST00000070119"	18	3	17	19	15	3	10	6	8	11	6	1	3	9	15	4	1	4	3	20	7	3	17	16	12
"ENSMUST00000071067"	1	9	16	8	5	6	8	18	15	5	19	9	1	15	18	14	6	14	16	1	10	8	6	20	7
"ENSMUST00000071248"	8	19	6	15	7	2	3	13	4	2	10	18	2	2	15	19	9	10	6	6	3	15	12	16	13
"ENSMUST00000071473"	18	19	17	15	14	3	3	6	4	11	6	3	8	4	15	18	1	10	6	5	3	3	12	16	12
"ENSMUST00000071680"	16	19	17	15	3	7	3	2	4	11	6	3	8	4	15	18	1	17	8	5	4	3	12	16	8
"ENSMUST00000072612"	8	17	6	3	7	9	16	16	11	17	1	18	2	7	13	20	20	12	18	7	6	20	1	17	13
"ENSMUST00000074808"	18	19	17	15	15	3	3	6	4	11	6	3	8	4	15	4	1	10	6	5	4	3	12	16	12
"ENSMUST00000074862"	4	16	1	2	13	5	13	20	6	15	14	9	16	14	1	15	10	2	1	11	13	7	5	11	14
"ENSMUST00000075869.1"	16	5	2	6	20	7	11	2	4	14	7	7	8	4	9	18	17	17	8	5	2	14	8	8	8
"ENSMUST00000077662.6"	13	3	7	10	8	14	7	11	3	6	10	2	7	1	5	19	9	19	9	6	3	19	17	6	20
"ENSMUST00000077662.8"	13	3	7	10	8	14	7	11	3	6	10	2	7	1	5	19	9	19	9	6	3	19	17	6	20
"ENSMUST00000077662.9"	13	15	7	10	8	14	14	5	3	6	18	2	7	13	5	10	9	16	7	6	3	19	19	18	20
"ENSMUST00000082405"	20	16	14	2	13	20	9	20	6	15	14	20	16	14	1	13	10	13	1	14	16	7	5	11	14
"ENSMUST00000084200"	7	8	10	17	17	8	7	15	12	20	12	13	17	12	6	1	13	15	9	17	7	9	14	6	16
"ENSMUST00000085418"	11	19	17	15	14	15	3	7	4	2	6	12	11	9	11	12	1	10	15	4	3	13	12	16	18
"ENSMUST00000086399.3"	11	20	19	1	10	2	18	13	19	4	5	4	19	2	10	8	11	5	9	8	5	12	16	1	9
"ENSMUST00000086399.5"	11	20	19	11	11	2	5	13	19	4	5	4	19	3	10	16	11	9	12	8	5	12	13	14	4
"ENSMUST00000087235"	8	17	6	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	17	13
"ENSMUST00000087871"	14	3	7	10	10	14	7	11	3	20	16	13	7	1	14	8	13	19	9	17	7	19	19	6	20
"ENSMUST00000088333"	11	6	18	11	16	6	19	4	5	5	5	12	1	3	2	16	14	9	2	12	5	10	6	14	4
"ENSMUST00000090277"	2	1	4	18	18	20	12	12	2	1	8	15	5	16	4	13	15	7	11	3	14	2	3	2	10
"ENSMUST00000090409"	8	16	6	3	7	9	9	16	6	8	10	16	16	14	1	19	20	13	1	6	3	7	5	17	14
"ENSMUST00000090457"	1	13	13	18	19	20	8	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	17
"ENSMUST00000091218"	4	14	9	9	1	10	2	9	15	19	4	11	13	10	7	17	5	2	17	2	10	1	15	5	7
"ENSMUST00000091807"	7	20	10	1	10	2	18	13	19	12	6	6	15	2	6	8	2	10	10	13	20	15	16	12	9
"ENSMUST00000092597"	18	4	17	15	15	3	10	6	4	11	6	18	3	9	15	4	1	4	6	5	4	3	12	16	12
"ENSMUST00000092720.1"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	8	18	12	9	1	15
"ENSMUST00000093178"	11	19	18	15	14	15	3	7	5	2	11	12	11	5	11	12	1	20	15	4	11	13	7	14	18
"ENSMUST00000093967"	6	9	16	12	5	5	8	4	15	5	4	14	13	15	18	16	6	2	16	12	10	8	6	20	7
"ENSMUST00000094977"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"ENSMUST00000095183"	12	16	1	3	13	17	9	20	6	8	14	16	16	14	1	15	10	13	5	11	13	7	10	4	14
"ENSMUST00000095222"	9	5	2	6	20	11	17	1	16	14	7	7	9	11	9	2	7	3	19	16	12	14	11	8	2
"ENSMUST00000095408"	4	9	16	9	4	5	19	3	15	19	4	14	13	10	18	6	6	2	17	12	10	8	15	14	7
"ENSMUST00000095448"	17	10	3	19	9	3	10	17	9	7	9	1	3	17	8	4	12	4	3	15	8	3	4	10	12
"ENSMUST00000097350"	4	9	12	9	4	5	4	3	1	19	15	6	12	15	18	6	2	2	20	1	10	8	20	5	19
"ENSMUST00000099416"	20	16	14	2	13	17	9	20	6	15	10	20	16	14	1	19	10	13	1	14	16	7	5	11	14
"ENSMUST00000099923"	4	2	12	9	11	7	11	18	1	19	15	6	10	15	19	14	17	6	20	10	17	1	20	5	8
"ENSMUST00000101465"	4	5	12	9	4	5	17	3	1	19	15	6	12	15	18	6	2	15	20	1	18	5	20	8	19
"ENSMUST00000102939"	1	9	16	11	4	5	5	3	1	3	15	14	12	15	18	6	6	2	2	1	5	8	6	13	4
"ENSMUST00000103299"	10	12	20	14	6	12	15	8	14	9	20	5	8	20	17	3	3	1	13	15	4	11	8	19	6
"ENSMUST00000103330"	4	9	16	9	11	5	13	18	7	19	19	9	1	10	20	14	6	2	20	2	17	1	15	15	7
"ENSMUST00000103347"	4	2	15	9	11	10	6	9	17	19	15	11	10	10	19	17	5	6	20	11	10	1	20	5	19
"ENSMUST00000103355"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	7	6	20	9	1	15
"ENSMUST00000103397"	6	9	16	12	5	20	8	18	15	19	19	19	13	8	18	17	6	2	17	2	10	1	15	15	7
"ENSMUST00000103398"	6	9	16	12	5	20	13	19	15	1	4	19	1	8	3	5	6	14	16	18	9	4	15	20	7
"ENSMUST00000103424"	6	9	16	18	5	20	12	12	2	1	8	14	5	16	18	5	6	7	16	18	14	2	3	2	10
"ENSMUST00000105693.1"	17	3	7	10	3	14	15	11	8	11	16	1	7	1	14	11	9	19	3	6	7	19	17	6	12
"ENSMUST00000105793"	11	6	12	9	4	5	19	3	1	2	5	12	1	15	18	6	14	2	2	1	17	8	7	14	18
"ENSMUST00000106437"	11	20	19	1	10	2	18	13	13	2	6	8	15	2	10	8	11	10	10	20	20	15	1	12	9
"ENSMUST00000106657"	1	6	18	8	16	6	19	4	7	5	5	12	1	3	2	16	14	9	2	12	5	10	6	14	4
"ENSMUST00000106746.1"	1	9	16	12	19	16	8	18	16	19	13	7	1	11	18	2	7	14	19	1	9	5	6	20	17
"ENSMUST00000106924"	11	19	17	15	10	3	3	6	4	2	6	12	7	9	15	19	9	10	3	4	3	13	12	16	18
"ENSMUST00000107026"	12	17	1	3	7	9	16	16	11	17	14	16	2	7	13	15	20	12	18	7	13	20	10	4	13
"ENSMUST00000107563"	7	8	10	17	17	8	4	15	12	12	12	13	17	12	6	1	13	15	4	17	15	9	14	3	16
"ENSMUST00000107693.1"	2	1	4	18	5	20	12	12	2	1	13	10	5	16	3	5	15	7	16	3	14	2	3	2	10
"ENSMUST00000107835"	7	8	10	17	17	8	4	15	12	12	15	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"ENSMUST00000107892"	4	14	16	9	4	5	2	3	1	19	15	14	12	15	7	6	6	2	17	1	10	8	15	15	19
"ENSMUST00000107980"	11	6	18	8	16	6	19	7	5	2	5	12	11	5	11	12	14	20	15	4	17	13	7	14	18
"ENSMUST00000108056"	3	20	15	1	11	2	18	13	13	16	3	6	15	2	12	7	11	10	10	10	2	18	1	12	11
"ENSMUST00000108212"	4	14	16	9	4	16	2	18	15	19	4	12	13	5	7	17	14	2	17	2	10	8	15	15	19
"ENSMUST00000108241"	18	4	17	19	3	3	10	2	4	11	9	3	8	17	8	4	12	4	3	5	4	3	4	16	12
"ENSMUST00000109104"	12	16	1	2	13	17	9	20	6	15	14	16	16	14	1	15	10	13	1	11	16	7	5	4	14
"ENSMUST00000109162"	15	6	18	8	14	6	3	7	5	2	11	12	11	5	11	12	14	20	15	4	11	13	7	14	18
"ENSMUST00000109262"	7	8	10	15	17	8	11	15	12	18	12	6	17	12	19	1	2	15	4	13	15	9	20	7	8
"ENSMUST00000109558"	1	6	18	11	16	16	19	4	7	3	5	12	1	3	2	16	14	9	2	19	5	10	6	14	4
"ENSMUST00000110120"	16	4	17	15	3	7	3	7	4	11	10	3	8	4	15	18	17	17	8	5	3	11	12	16	8
"ENSMUST00000110529"	18	15	19	19	10	2	18	6	19	11	6	8	3	2	15	8	11	10	6	20	20	15	12	12	9
"ENSMUST00000110553"	4	14	16	9	1	10	2	9	15	19	4	11	13	8	7	17	5	6	17	2	10	1	15	15	7
"ENSMUST00000111089"	3	18	15	13	11	18	3	7	13	16	3	9	11	19	12	7	19	2	15	10	17	13	7	9	18
"ENSMUST00000111263.1"	1	9	16	18	19	5	8	3	1	3	15	14	12	15	18	6	6	2	16	1	10	8	3	20	10
"ENSMUST00000111263.2"	1	9	16	9	4	5	8	3	1	3	15	14	12	15	18	6	6	2	16	1	10	8	6	20	17
"ENSMUST00000111476"	18	4	20	15	3	3	10	2	8	11	20	1	7	4	8	18	9	17	3	5	4	3	17	16	12
"ENSMUST00000111524"	18	4	20	15	3	3	10	2	4	11	20	3	8	4	17	4	12	4	8	5	4	3	8	16	12
"ENSMUST00000111720"	18	4	20	15	3	18	10	2	4	11	20	3	8	4	17	4	3	1	8	5	4	3	8	16	12
"ENSMUST00000111749"	6	6	18	8	5	6	19	4	5	5	4	12	13	10	2	16	5	20	17	12	9	4	15	14	7
"ENSMUST00000111773"	2	9	4	18	5	20	8	3	2	1	8	14	12	16	18	13	6	7	16	1	14	8	3	20	10
"ENSMUST00000111790"	3	18	15	13	11	18	18	10	13	16	3	18	15	19	12	7	19	8	10	10	2	18	1	9	11
"ENSMUST00000111820"	11	6	18	8	16	16	19	18	7	2	5	12	11	5	20	14	14	20	2	19	17	10	7	14	18
"ENSMUST00000111949.1"	12	16	1	2	13	17	9	20	6	15	14	16	16	14	1	15	10	13	1	11	16	7	5	4	14
"ENSMUST00000111997"	1	14	13	12	5	16	13	18	7	13	4	9	1	8	20	14	6	14	5	19	9	4	6	15	17
"ENSMUST00000112433"	7	8	10	17	17	8	4	15	12	12	12	6	17	12	6	1	2	15	4	13	15	9	14	3	16
"ENSMUST00000112597"	3	18	15	13	20	18	11	10	13	16	3	18	15	19	12	7	19	17	10	10	2	18	1	9	11
"ENSMUST00000112797"	18	15	17	19	15	3	10	6	3	11	18	2	3	9	15	4	1	4	6	20	1	3	12	16	12
"ENSMUST00000113047"	4	2	9	9	4	10	6	9	17	19	15	11	10	10	19	6	5	6	20	2	10	1	20	5	19
"ENSMUST00000113532"	16	2	20	15	14	7	3	7	4	18	11	3	8	4	19	18	17	17	15	5	4	13	12	7	8
"ENSMUST00000113617"	12	16	1	2	13	17	9	20	6	17	14	16	16	14	1	15	10	13	5	11	13	7	10	4	14
"ENSMUST00000113829"	6	9	16	18	5	6	12	4	2	5	13	14	5	16	3	5	6	7	16	12	5	2	3	20	7
"ENSMUST00000114065"	16	19	17	15	14	7	3	7	4	2	6	3	11	5	15	18	17	10	15	4	17	13	12	16	8
"ENSMUST00000114066"	18	4	20	15	3	3	11	2	4	11	20	3	8	4	17	18	3	17	8	5	4	3	8	16	12
"ENSMUST00000114197"	8	16	6	3	7	9	9	16	6	8	10	16	16	14	1	19	10	13	1	6	16	7	10	17	14
"ENSMUST00000114270"	18	4	17	15	15	3	10	6	4	11	6	3	3	9	15	4	1	4	6	5	4	3	12	16	12
"ENSMUST00000114428"	11	18	15	13	11	5	13	18	1	2	5	9	1	15	20	14	14	2	2	19	17	5	7	14	18
"ENSMUST00000115360"	1	7	12	4	4	5	8	3	1	3	15	14	1	15	18	6	6	5	14	1	18	5	6	1	17
"ENSMUST00000115643"	11	20	19	1	10	2	18	13	19	2	6	13	18	2	10	8	11	10	9	20	20	15	16	12	9
"ENSMUST00000115868"	1	13	4	18	19	20	12	19	2	1	13	10	5	16	3	5	4	7	16	18	14	2	3	20	10
"ENSMUST00000116375"	15	14	9	12	1	10	2	9	15	13	4	11	13	10	7	17	5	20	17	2	9	4	15	15	7
"ENSMUST00000117355"	10	4	20	15	3	3	10	2	4	11	20	3	8	4	17	4	3	1	8	5	4	3	8	19	12
"ENSMUST00000117537"	4	9	16	9	4	5	8	18	1	19	19	14	12	15	18	6	6	2	20	1	10	8	6	5	17
"ENSMUST00000118113"	1	9	4	18	5	20	12	12	2	3	13	14	5	16	18	5	6	7	16	18	14	2	3	20	10
"ENSMUST00000119025"	18	4	20	15	15	3	11	2	4	11	6	3	8	4	15	4	1	17	6	5	4	3	12	16	8
"ENSMUST00000119792"	19	7	5	4	2	4	1	14	10	17	17	17	19	18	16	9	8	5	14	8	18	5	9	1	15
"ENSMUST00000120381.1"	5	11	8	11	12	19	5	3	18	3	2	4	20	3	18	16	18	9	12	1	5	5	13	13	4
"ENSMUST00000120450"	14	20	12	13	11	8	7	13	19	16	3	13	18	18	10	6	9	19	4	10	18	19	16	9	8
"ENSMUST00000120664"	6	9	16	18	5	20	8	19	15	1	13	14	5	16	18	5	6	7	16	18	14	2	3	20	10
"ENSMUST00000120818"	14	3	7	10	17	14	7	11	8	20	3	18	15	1	14	20	9	19	9	10	7	19	1	6	20
"ENSMUST00000121746"	19	7	5	4	2	4	1	14	10	4	17	17	19	18	16	9	8	5	14	1	18	5	9	1	15
"J05020"	13	3	7	10	8	14	14	11	8	6	16	1	7	13	14	10	9	16	3	9	1	19	17	18	3
"K02899"	16	4	20	15	3	7	11	2	4	11	20	3	8	20	17	18	3	17	8	5	2	11	8	19	12
"L23423"	11	19	18	15	10	15	3	7	5	2	5	12	11	2	10	19	7	10	15	4	3	13	7	14	18
"L38281"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	7	17	19	18	20
"L78788"	14	3	7	10	10	14	7	11	19	20	16	2	7	1	5	8	9	19	9	20	7	19	17	6	20
"M19413"	20	16	14	2	13	17	13	20	6	15	19	9	1	14	1	14	10	13	1	11	13	7	5	11	14
"M22012.1"	4	2	9	9	11	10	6	18	17	19	19	9	10	10	19	14	5	6	20	2	17	1	20	5	19
"M28382"	8	17	6	3	7	9	16	16	11	8	10	18	2	7	13	19	20	12	18	6	6	20	1	17	13
"M28998.5"	16	19	17	15	14	3	3	6	4	11	6	3	8	4	15	18	1	10	6	5	4	3	12	16	12
"M29244"	12	17	1	3	7	9	16	16	11	8	1	16	2	7	13	20	20	12	18	7	6	20	10	4	13
"M29475.2"	4	2	12	9	14	10	3	7	4	2	11	6	10	10	19	12	17	6	15	4	11	13	20	5	19
"M57999.2"	14	20	19	1	10	2	18	13	19	20	12	13	18	2	10	8	11	19	9	17	20	15	16	12	9
"M63554"	11	6	18	8	16	6	19	7	5	2	5	12	11	10	19	12	14	2	2	4	10	10	7	14	18
"M77747"	13	15	11	5	8	13	14	5	3	6	18	2	6	13	5	10	16	16	7	9	1	17	19	18	3
"M89800"	8	17	6	3	7	9	16	16	11	8	1	18	2	7	13	20	20	12	18	6	6	20	10	17	13
"NAP000001.074"	11	19	18	15	15	2	3	7	5	2	6	12	11	2	15	12	1	10	15	4	20	13	7	14	18
"NAP000003.005"	8	3	7	10	7	14	11	11	8	11	16	18	7	1	14	20	9	19	3	6	3	19	17	17	8
"NAP004513.003"	4	9	16	9	1	10	8	9	15	19	4	14	13	10	7	17	5	2	20	2	10	1	15	15	7
"NAP005818.001"	16	19	17	15	14	3	3	7	4	11	6	3	8	4	15	18	1	10	6	5	4	13	12	16	8
"NAP012030.001"	16	19	18	7	14	15	3	7	5	2	11	12	11	5	11	12	14	20	15	4	11	13	7	14	18
"NAP014312.001"	1	7	1	12	2	16	13	14	7	17	14	19	1	8	16	15	8	14	5	11	13	5	6	15	17
"NAP017019.001"	10	4	20	14	6	18	11	8	14	9	20	18	8	20	17	18	3	1	8	5	4	11	8	19	6
"NAP017066.001"	17	10	3	16	9	12	15	17	9	7	9	2	4	17	8	11	12	4	13	15	1	17	4	10	3
