"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"	"B21"	"B22"	"B23"	"B24"	"B25"
"M29244"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"M29475.2"	6	7	5	7	6	4	5	5	2	6	6	2	5	6	7	8	6	9	9	3	6	3	5	3	6
"M57999.2"	2	6	1	1	4	9	7	2	4	8	5	3	8	8	5	3	2	7	6	8	4	5	7	4	9
"M63554"	6	7	2	7	1	4	9	5	2	6	6	2	5	4	7	8	6	1	2	3	6	3	5	3	6
"M77747"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	5
"M89800"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"NAP000001.074"	6	7	5	8	6	3	4	4	8	6	6	2	2	6	7	8	6	8	9	3	6	3	8	3	6
"NAP000003.005"	1	4	7	8	6	3	6	4	8	8	7	9	2	3	2	6	9	8	9	5	5	5	9	2	8
"NAP004513.003"	4	9	6	9	1	4	9	6	1	1	2	7	5	4	6	5	5	1	1	9	9	6	2	6	1
"NAP005818.001"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	6	3	8	3	8
"NAP012030.001"	6	7	5	7	6	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NAP014312.001"	4	9	6	6	7	5	9	6	1	2	2	5	7	9	1	9	5	1	3	4	9	4	4	8	1
"NAP017019.001"	1	1	4	8	2	6	3	8	7	3	4	9	9	2	2	6	9	4	7	5	5	9	3	1	8
"NAP017066.001"	3	1	3	3	2	6	2	8	3	9	3	8	9	2	3	2	7	3	7	6	8	7	6	1	5
"NAP018089.001"	9	3	8	6	7	5	1	9	6	2	1	5	1	9	1	9	1	8	3	2	4	5	4	2	7
"NAP019640.001"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP020861.001"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP023145.001"	1	1	4	8	2	6	3	8	7	3	4	9	9	2	2	6	9	4	7	5	5	9	3	1	8
"NAP025218.001"	8	4	1	8	6	3	4	4	8	8	6	9	2	6	5	3	2	8	9	8	4	5	8	3	3
"NAP025478.001"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP025894.1"	1	4	5	8	6	3	4	4	8	8	8	9	2	6	2	6	9	8	9	5	5	3	9	2	8
"NAP026680.1"	7	3	8	5	8	8	6	9	5	2	7	1	7	3	4	7	4	6	3	4	1	5	9	2	4
"NAP026710.1"	7	3	8	6	8	8	6	3	5	2	7	1	1	3	4	7	1	6	5	4	1	8	4	2	4
"NAP027441.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	2	4
"NAP027600.1"	8	4	1	2	6	3	4	7	8	8	3	4	6	8	9	3	3	8	4	7	3	5	8	3	3
"NAP027677.1"	7	8	7	5	6	3	6	3	6	7	7	1	1	6	4	7	1	8	5	2	1	8	9	3	4
"NAP027946.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP028689.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"NAP029197.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP029503.1"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	7	6	6	8	9	3	6	3	8	3	6
"NAP029896.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NAP030542.1"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	5
"NAP030614.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP030809.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	3	8
"NAP030846.1"	1	1	4	8	2	3	3	4	7	3	4	9	2	2	2	6	9	4	9	5	8	9	3	1	8
"NAP030857.1"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	2	4
"NAP030988.1"	2	3	1	1	6	3	7	9	8	6	8	3	7	7	1	3	2	8	9	4	4	3	7	2	9
"NAP031332.1"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"NAP031654.1"	6	7	5	7	6	3	5	5	2	6	6	2	2	6	7	8	6	8	9	3	6	3	5	3	6
"NAP032490.1"	3	1	4	3	2	6	3	8	7	3	4	8	9	2	3	2	7	4	7	6	8	9	3	1	5
"NAP032847.1"	4	9	2	7	1	4	9	6	2	1	6	7	5	4	7	8	6	1	2	3	6	6	2	6	6
"NAP032866.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP033010.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP035135.1"	4	9	2	9	9	7	9	6	1	1	1	7	3	9	1	9	5	1	1	9	9	4	2	8	1
"NAP035242.1"	9	3	8	6	7	5	1	9	5	2	1	5	1	9	1	9	4	2	3	4	4	5	4	8	7
"NAP035629.1"	2	6	7	1	4	9	7	2	4	5	5	3	8	3	5	3	2	7	6	8	7	1	7	4	9
"NAP036887.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"NAP037294.1"	9	3	8	6	7	5	1	3	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP037408.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP037463.1"	8	4	3	8	3	3	4	4	8	8	3	4	2	1	9	4	3	8	9	7	3	7	8	5	3
"NAP037824.1"	7	8	7	5	6	3	6	4	6	7	7	1	2	6	4	6	9	6	9	2	1	8	9	3	4
"NAP038043.1"	2	6	1	1	4	9	7	2	4	8	5	3	8	8	5	3	2	7	6	8	3	1	7	4	9
"NAP038609.1"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"NAP039455.1"	1	1	4	3	2	6	3	8	7	3	4	8	9	2	2	6	9	4	7	6	5	9	3	1	8
"NAP040394.1"	9	3	2	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP040551.1"	1	1	4	8	2	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP040555.1"	9	3	2	6	7	5	1	2	4	2	1	5	8	9	1	9	2	2	3	8	4	4	4	8	7
"NAP041383.1"	5	2	9	4	5	2	8	1	9	4	9	6	4	5	8	1	8	5	8	1	2	2	1	7	2
"NAP042147.1"	1	1	4	8	6	3	7	4	8	5	4	9	2	2	2	6	9	4	9	5	7	9	3	4	8
"NAP042820.1"	6	7	5	6	6	4	1	9	2	6	8	5	7	6	1	9	4	2	3	3	4	3	5	2	6
"NAP043344.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP043477.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP044523.1"	7	3	8	6	7	5	1	9	5	2	1	5	1	9	1	9	1	2	3	4	4	4	4	8	7
"NAP045186.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP045477.1"	2	6	1	1	6	9	7	2	4	5	5	3	8	6	5	3	2	7	6	8	7	1	7	3	9
"NAP045499.1"	7	3	8	6	8	8	6	9	5	2	7	1	7	3	4	7	4	2	3	4	1	8	4	2	4
"NAP045863.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP046039.1"	6	7	5	7	1	4	5	5	2	6	6	2	1	6	7	8	6	9	2	3	6	3	5	3	6
"NAP046242.1"	6	7	5	7	1	4	5	5	2	5	6	2	5	4	7	8	2	9	2	3	7	3	5	6	9
"NAP046244.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP046356.1"	4	9	6	9	1	7	9	6	1	1	2	7	5	4	6	5	5	1	1	9	9	6	2	6	1
"NAP048198.1"	4	9	6	7	1	4	9	5	1	1	2	7	5	4	6	8	6	1	2	9	9	6	5	6	6
"NAP048817.1"	9	2	2	6	7	5	1	1	9	2	1	5	4	9	1	9	8	2	8	1	4	4	4	8	7
"NAP048841.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	9	4	7	1	6	5	2	1	8	9	9	4
"NAP049315.1"	8	4	3	2	3	1	4	7	8	8	3	4	6	3	9	7	3	3	4	7	3	5	6	5	3
"NAP049544.1"	9	3	2	6	7	5	1	6	1	2	1	5	3	9	1	9	5	2	3	9	4	4	4	8	7
"NAP049824.1"	7	8	7	5	8	8	6	3	6	8	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"NAP050049.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"NAP050653.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	7	1
"NAP050965.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP051522.1"	6	8	7	5	1	8	6	3	6	7	6	2	1	6	4	8	1	6	2	2	6	8	9	3	6
"NAP052266.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NAP052385.1"	2	9	6	1	4	9	9	2	1	5	2	3	3	7	6	5	2	1	6	8	7	4	7	6	9
"NAP052751.1"	1	1	4	8	6	3	3	4	7	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP053264.1"	1	4	4	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	8	3	3
"NAP053909.1"	2	6	1	6	4	9	7	2	4	2	5	3	8	8	5	3	2	8	6	8	4	5	7	2	7
"NAP054413.1"	6	8	5	5	6	8	5	3	6	6	7	2	1	6	4	6	9	6	9	2	6	3	9	3	8
"NAP054603.1"	9	6	1	6	7	5	1	3	4	2	1	5	1	9	1	9	1	7	6	8	7	4	4	8	9
"NAP055464.1"	6	7	5	7	1	4	5	5	2	6	8	2	5	4	7	8	6	9	2	3	6	3	5	6	6
"NAP056322.1"	2	4	1	1	4	3	7	2	8	8	5	3	2	8	5	3	2	7	9	8	7	5	7	2	8
"NAP056404.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NAP056547.1"	4	9	2	9	9	7	9	6	1	1	2	7	3	4	1	9	5	1	1	9	9	4	2	8	1
"NAP056724.1"	8	4	3	8	6	3	4	4	8	8	6	9	2	6	9	6	3	8	9	7	3	5	8	3	3
"NAP056816.1"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"NAP057024.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	2	4
"NAP057026.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	1	2	3	6	3	5	3	6
"NAP057029.1"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"NAP057037.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057049.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057065.1"	1	4	1	8	6	3	4	4	8	8	4	9	2	3	2	6	9	8	9	5	5	5	8	3	8
"NAP057112.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057148.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"NAP057251.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057282.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057397.1"	8	5	3	2	3	1	4	7	3	8	3	4	6	1	9	7	3	8	4	7	3	5	8	5	3
"NAP057461.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP057600.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP058254.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"NAP058291.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP058373.1"	6	8	5	5	6	4	6	3	6	6	6	2	1	6	7	8	1	6	9	3	6	3	9	3	6
"NAP058594.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP059351.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP060056.1"	7	8	7	8	8	8	6	4	6	8	7	1	1	3	4	7	9	6	9	2	1	5	9	2	8
"NAP061005.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	3	4
"NAP061234.1"	1	4	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP061489.1"	7	8	7	5	8	8	6	3	6	7	7	5	1	6	4	9	1	6	5	2	6	4	9	2	4
"NAP061805.1"	8	5	3	2	3	1	2	7	3	8	3	4	6	1	9	4	3	3	4	7	3	5	6	5	3
"NAP061954.1"	5	2	2	4	5	2	8	1	9	4	1	6	4	9	8	1	8	5	8	1	2	2	1	8	2
"NAP062061.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP066348.1"	8	4	3	2	3	1	4	7	8	8	3	4	6	1	9	4	3	8	4	7	3	5	8	5	3
"NAP067064.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP067089.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	9	4	7	1	6	5	2	1	8	9	9	4
"NAP067097.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP067254.1"	6	7	5	7	1	4	5	5	2	6	6	2	1	6	7	8	6	9	2	3	6	3	5	3	6
"NAP069079.1"	2	6	5	8	6	3	4	4	8	5	6	9	2	6	5	3	2	8	9	8	6	1	8	3	9
"NAP070880.1"	7	3	8	6	7	8	1	3	5	2	7	5	1	3	4	7	1	2	5	4	1	8	4	2	4
"NAP070973.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	3	8
"NAP071310.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP071342.1"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP071456.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP071486.1"	6	7	5	8	6	3	4	4	8	6	8	9	2	6	2	6	9	8	9	5	6	3	9	3	8
"NAP071826.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP093077.001"	1	1	4	8	2	6	3	4	7	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP093966.001"	9	3	8	6	7	5	1	9	5	2	8	5	7	7	1	9	4	2	3	4	4	5	4	2	7
"NAP093999.001"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP094453.001"	5	2	9	4	5	2	8	1	9	4	9	6	4	5	8	1	8	5	8	1	2	2	1	7	2
"NAP100137.001"	9	3	8	6	7	5	1	9	5	2	7	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"NAP101564.1"	3	4	3	2	3	6	2	7	3	9	3	8	6	1	3	2	7	3	4	6	3	7	6	5	5
"NAP101637.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NAP101659.1"	1	4	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	5	3	8	3	8
"NAP101960.1"	9	3	8	6	7	5	1	9	5	2	5	5	7	8	1	3	4	2	3	4	4	5	4	2	7
"NAP102091.1"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	2	4
"NAP102119.1"	3	1	4	8	2	3	3	4	8	3	4	9	2	2	3	2	7	4	9	6	8	9	8	1	5
"NAP102400.1"	8	5	3	2	3	1	2	7	3	8	3	4	6	1	9	4	3	3	4	7	3	5	6	5	3
"NAP102462.1"	8	4	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NAP103111.1"	4	9	2	7	1	4	9	6	1	1	2	7	5	4	6	9	5	1	1	9	9	4	2	6	6
"NAP103878.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP105867.1"	1	1	4	8	6	3	4	4	8	3	4	9	2	6	2	6	9	8	9	5	5	9	8	3	8
"NAP106553.1"	7	8	7	5	8	8	6	4	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"NAP106668.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NAP106922.1"	4	9	6	6	9	5	9	6	1	2	2	5	3	9	1	5	5	2	1	9	9	4	4	8	1
"NAP107388.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"NAP107779.1"	6	7	5	8	6	3	4	4	8	6	6	9	2	6	7	6	6	8	9	3	6	3	8	3	6
"NAP108202.1"	1	4	4	8	6	3	4	4	8	3	4	9	2	2	2	6	9	8	9	5	5	9	8	1	8
"NAP108362.1"	9	3	2	6	7	5	1	9	5	2	8	5	7	9	1	9	4	2	3	4	4	4	4	2	7
"NAP108417.1"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	4	4	8	7
"NAP108437.1"	1	1	4	8	2	6	3	8	7	3	4	8	9	2	2	6	9	4	7	5	5	9	3	1	8
"NAP108451.1"	5	2	2	4	5	2	8	1	9	4	9	6	4	5	8	1	8	5	8	1	2	2	1	7	2
"NAP108459.1"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	7	6	8	7	1	7	4	9
"NAP108516.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	9	4	7	1	6	5	2	1	8	9	9	4
"NAP108526.1"	7	3	8	5	8	8	6	9	5	2	7	1	1	3	4	7	4	6	5	4	1	8	9	9	4
"NAP108602.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	9	6	5	2	1	8	9	9	4
"NAP108679.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP108708.1"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP108723.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP112302.1"	7	8	7	5	8	8	6	3	6	8	7	1	1	3	4	7	1	6	5	2	1	5	9	2	4
"NAP113215.1"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP113293.1"	3	1	4	3	2	6	3	8	7	3	4	8	9	2	3	2	9	4	7	6	5	9	3	1	5
"NAP114978.1"	1	1	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP115274.1"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NAP115296.1"	1	4	5	8	6	3	4	4	8	6	8	9	2	6	2	6	9	8	9	5	5	3	5	2	8
"NAP115318.1"	1	4	4	8	6	3	3	4	8	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NAP115402.1"	1	8	7	8	6	3	4	4	8	7	7	9	2	6	2	6	9	8	9	5	5	8	8	3	8
"NAP122697.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	9	4
"NAP122972.1.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NAP123216.1"	6	7	5	7	6	4	5	5	2	6	6	2	2	6	7	6	6	9	9	3	6	3	5	3	6
"NAP123300.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NAP123493.1"	4	9	6	9	9	5	9	6	1	1	2	7	3	7	1	9	5	1	3	9	9	4	4	8	1
"NM_001001177"	2	6	1	1	4	9	7	2	4	5	5	3	8	8	5	3	2	8	6	8	7	1	8	3	9
"NM_001001179"	9	2	2	4	5	2	9	1	9	4	1	6	4	9	1	9	8	1	8	1	2	4	1	8	2
"NM_001001321.1"	3	1	4	3	2	6	3	8	7	3	4	8	9	2	3	2	7	4	7	6	8	9	3	1	5
"NM_001001326.1"	6	7	5	7	1	4	5	5	2	6	8	2	5	7	7	8	6	9	2	3	6	3	5	6	6
"NM_001001796"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NM_001001884"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	6	6
"NM_001001892.1"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NM_001001892.10"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NM_001001892.9"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NM_001001983"	4	9	6	9	9	7	9	6	1	1	2	7	3	9	6	5	5	1	1	9	9	4	2	7	1
"NM_001001983.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	1	5	5	1	1	9	9	4	2	6	1
"NM_001002004.2"	9	3	8	6	7	5	1	9	5	2	8	5	7	7	1	9	4	2	3	4	4	5	4	2	7
"NM_001002268.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	9	6	5	5	1	1	9	9	4	2	8	1
"NM_001002764.1"	1	1	4	8	2	6	3	4	7	3	4	9	2	2	2	6	9	4	9	5	5	9	3	1	8
"NM_001002764.3"	6	7	6	7	1	4	5	5	2	6	2	2	5	4	7	8	6	9	2	3	6	6	5	6	6
"NM_001002791"	7	8	7	5	8	8	6	3	6	7	7	1	1	6	4	7	1	6	5	2	1	8	9	3	4
"NM_001002842.1"	3	4	3	3	2	6	2	8	7	9	3	8	9	2	3	2	7	3	7	6	8	7	6	1	5
"NM_001002896"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001002927.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	6	6
"NM_001003668"	1	4	3	8	6	3	4	4	8	3	4	9	2	2	3	6	9	8	9	5	5	9	8	1	5
"NM_001003672"	5	2	9	4	5	2	8	1	9	4	9	6	4	5	8	1	8	5	8	1	2	2	1	7	2
"NM_001003817.7"	5	2	9	4	5	2	8	1	9	4	9	6	4	5	8	1	8	5	8	1	2	2	1	7	2
"NM_001003910.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001003911"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001003912.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001004155"	4	9	9	9	9	7	9	6	1	1	9	7	3	5	6	5	5	1	1	9	9	2	2	7	1
"NM_001004185"	8	5	3	2	3	3	4	7	8	9	3	4	6	1	9	4	3	8	4	7	3	7	8	5	3
"NM_001005223"	1	4	4	8	6	3	4	4	8	8	4	9	2	6	2	6	9	8	9	5	5	5	8	3	8
"NM_001005421.1"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	5
"NM_001005477.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NM_001005507"	1	4	5	8	6	3	4	4	8	6	6	9	2	6	2	6	9	8	9	5	6	3	8	3	3
"NM_001005510.1"	9	3	1	6	7	5	1	9	5	2	1	5	7	7	1	9	4	2	3	4	4	4	4	8	7
"NM_001005868"	4	9	6	7	1	4	9	5	2	1	2	2	5	4	7	8	6	1	2	3	9	6	2	6	6
"NM_001007574.1"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001007581.1"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NM_001008427.2"	9	3	8	6	7	5	1	9	5	2	1	5	7	9	1	9	4	2	3	4	4	5	4	2	7
"NM_001008533.2"	8	4	3	8	6	3	4	4	8	8	3	9	2	2	2	6	9	8	9	7	5	7	8	3	3
"NM_001008542"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001008548"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	8	5	3
"NM_001008550.1"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NM_001009545"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NM_001009575"	6	7	5	7	1	4	5	5	2	6	6	2	5	6	7	8	6	9	2	3	6	3	5	3	6
"NM_001009949"	9	3	2	6	7	5	1	6	1	2	1	5	3	9	1	9	5	2	3	9	4	4	4	8	7
"NM_001010930"	7	8	8	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	2	4
"NM_001011527"	7	8	7	5	8	8	6	3	6	7	7	1	1	3	4	7	1	6	5	2	1	8	9	9	4
"NM_001011756"	8	4	3	2	3	1	4	7	3	8	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
"NM_001011758"	2	6	1	1	4	9	4	2	4	5	6	3	8	6	5	3	2	8	6	8	7	1	7	3	9
"NM_001011848"	1	8	7	8	6	3	4	4	8	3	7	9	2	3	2	6	9	8	9	5	5	8	9	3	8
"NM_001012305"	6	7	5	7	1	4	5	5	2	6	2	2	5	4	7	8	6	9	2	3	6	6	5	6	6
"NM_001012726"	2	3	8	6	4	9	7	9	5	8	5	3	7	8	5	3	4	2	3	4	4	5	7	2	7
"NM_001013024"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001013025"	4	9	6	9	9	7	9	6	1	1	2	7	3	4	6	5	5	1	1	9	9	6	2	6	1
"NM_001013365"	8	5	3	2	3	1	2	7	3	9	3	4	6	1	9	4	3	3	4	7	3	7	6	5	3
