"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"B19"	"B20"
"AK002608"	2	4	6	4	5	2	3	6	2	1	4	3	4	4	5	6	2	1	3	2
"AK003142"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK003738"	4	6	5	2	1	4	2	2	2	5	2	4	3	1	5	6	2	3	6	1
"AK003760"	4	6	5	2	1	4	2	2	2	5	2	4	3	1	5	6	2	3	6	3
"AK003941"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	5
"AK004056"	4	4	2	2	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	1
"AK004226.7"	4	4	5	2	1	4	2	2	2	5	4	4	4	1	5	6	2	3	6	3
"AK004418"	4	4	2	2	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	1
"AK004568"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	4
"AK004622"	5	2	3	3	2	3	5	4	3	3	5	5	1	5	1	3	5	5	1	5
"AK005150"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK005220"	5	5	3	3	6	3	5	4	3	1	5	2	5	5	1	3	5	1	1	4
"AK005583"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK005750"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK005796"	3	6	4	2	1	5	2	3	4	6	2	4	3	1	3	5	4	2	6	1
"AK006020"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK006583"	2	1	6	1	3	2	1	6	6	1	5	1	6	2	6	2	1	1	2	4
"AK006636"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK006817"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK006823"	1	3	3	5	4	6	6	1	5	3	3	6	2	5	2	4	6	5	5	5
"AK007019"	6	2	3	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK007209"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK007316"	2	1	6	1	3	2	1	6	6	1	1	1	2	2	6	2	1	1	5	4
"AK007368"	5	5	2	3	6	3	5	4	3	4	5	2	5	5	1	3	5	5	1	2
"AK007371"	6	2	3	6	2	1	4	5	1	3	6	5	1	5	4	1	3	5	4	5
"AK007637"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK007812"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK008026"	5	5	3	3	6	3	5	4	3	2	5	2	5	5	1	3	3	5	1	6
"AK008330"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK008545"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK008598"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK008679"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK008770"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK008862"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK008869"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK008898"	5	3	3	3	4	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK009140"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	1
"AK009216"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	1
"AK009586"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK009638"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK009740"	4	4	5	2	1	4	2	2	2	5	2	4	3	1	5	6	2	3	6	1
"AK010233"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK010610"	2	1	4	5	3	2	1	6	6	6	1	1	6	2	6	2	1	2	2	1
"AK010630"	4	4	5	2	1	4	2	2	2	5	4	4	3	1	5	6	2	3	6	3
"AK010841"	5	5	3	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK011275"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK011656"	5	5	6	3	6	3	5	4	3	1	5	2	5	5	1	3	5	5	1	4
"AK011675"	4	4	2	2	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	3
"AK011730"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	3	5	1	6
"AK011739"	5	5	3	3	6	3	5	5	3	3	6	2	5	5	4	3	5	5	1	6
"AK011948"	1	3	4	5	4	6	6	1	5	6	3	6	2	4	5	4	6	2	5	1
"AK012459"	4	4	2	4	5	3	3	4	3	4	5	3	4	4	5	3	5	4	3	2
"AK012892"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK013060"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK013113"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK013208"	3	6	4	2	1	5	2	3	4	6	2	4	3	1	3	5	4	2	6	1
"AK013289"	5	5	3	3	6	3	5	4	3	1	5	2	5	5	1	3	5	5	1	2
"AK013342"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK013354"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK013390"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK013537"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	3	5	1	6
"AK013545"	1	3	4	5	4	6	6	1	5	6	3	6	4	3	2	4	6	2	5	1
"AK013604"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK013614"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	5	5	5
"AK013634"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	1
"AK013702"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK013704"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK013749"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK013809"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK013859"	4	4	5	2	1	4	2	2	2	5	2	4	3	1	5	6	2	3	6	3
"AK014075"	2	1	6	1	3	2	1	6	6	1	1	1	2	2	6	2	1	1	5	4
"AK014260"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK014401"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK014541"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK014593"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK014656"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK014662"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK014695"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK014745"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK014937"	5	5	6	1	6	3	5	4	3	1	5	2	5	5	1	3	5	1	1	4
"AK015010"	5	5	3	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK015028"	3	6	4	2	1	5	2	3	4	6	2	4	3	1	3	5	4	2	6	1
"AK015056"	5	5	1	3	6	3	5	5	1	2	6	2	5	6	1	3	3	5	1	6
"AK015069"	1	3	4	5	4	6	6	1	5	6	5	6	2	3	2	4	6	2	5	1
"AK015226"	5	5	3	3	6	3	5	4	3	4	5	2	5	5	1	3	5	5	1	2
"AK015330"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK015414"	1	4	4	5	5	6	6	2	2	6	4	3	4	3	5	4	2	2	3	1
"AK015459"	2	5	6	3	6	3	5	4	3	1	5	2	5	5	1	3	5	1	1	4
"AK015494"	4	4	2	4	5	4	3	6	2	4	5	3	4	4	5	6	5	4	3	2
"AK015570"	2	1	3	1	4	6	5	4	3	1	5	1	2	5	2	4	1	5	5	4
"AK015647"	2	1	6	1	3	2	1	6	6	1	5	1	5	2	6	2	1	1	2	4
"AK015665"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK015839"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK015841"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK016058"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK016060"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK016133"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK016239"	1	3	3	5	4	6	6	1	5	3	5	6	2	5	2	4	5	2	5	5
"AK016242"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK016261"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK016265"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	1
"AK016547"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK016549"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK016661"	4	4	2	4	5	3	3	4	3	4	5	3	4	4	1	3	5	4	3	2
"AK016718"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK016812"	5	3	3	3	4	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK016848"	1	3	4	5	4	6	6	1	5	6	3	6	3	1	3	4	6	2	5	1
"AK017062"	5	5	3	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK017105"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK017132"	1	1	4	5	3	6	1	1	5	6	1	1	6	3	2	4	6	2	2	1
"AK017255"	4	4	4	4	5	4	3	2	2	6	4	3	4	4	5	6	2	2	3	1
"AK017308"	4	4	2	4	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	1
"AK017353"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK017377"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK017399"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK017418"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK017423"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK017478"	5	3	3	3	4	3	5	4	3	3	5	2	2	5	1	3	5	5	1	5
"AK017495"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK017574"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK017692"	4	4	2	4	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	1
"AK017789"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK017886"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK017915"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	3	5	1	6
"AK017919"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK018125"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK018165"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK018205"	1	3	4	5	1	6	6	1	5	6	2	6	3	3	2	4	6	2	6	1
"AK018221"	1	4	4	5	5	4	6	2	5	6	4	3	4	4	5	4	2	2	3	1
"AK018356"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK018474"	3	6	4	2	1	5	2	3	4	6	2	4	3	1	3	5	4	2	6	1
"AK018511"	2	1	6	1	3	2	5	4	3	1	5	1	5	5	1	3	5	1	1	4
"AK018520"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK018844"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK018918"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK019079"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK019270"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK019365"	5	5	3	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK019475"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK019526"	5	3	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK019592"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK019605"	5	5	3	5	4	3	5	4	3	3	5	2	5	5	1	3	5	2	1	5
"AK019637"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK019761"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK019912"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	1
"AK019925"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	4
"AK020013"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	1
"AK020038"	5	3	3	3	4	3	5	4	3	3	5	6	2	5	1	3	5	5	5	5
"AK020076"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK020107"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK020158"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK020168"	1	3	3	5	4	3	5	4	3	3	5	6	2	5	1	3	5	5	5	5
"AK020257"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK020289"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK020313"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	1
"AK020360"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK020414"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	5
"AK020424"	5	2	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK020438"	4	4	5	2	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	1
"AK020500"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK020517"	4	4	5	2	1	4	2	2	2	5	4	4	4	1	5	6	2	4	3	3
"AK020598"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK020601"	5	5	3	3	4	3	5	4	3	3	5	2	2	5	1	3	5	5	1	5
"AK020664"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK020725"	4	4	5	2	5	4	3	2	2	5	4	3	4	4	5	6	2	4	3	3
"AK020759"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK020773"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK020954"	5	5	3	4	5	3	5	4	3	4	5	3	5	5	1	3	5	5	1	2
"AK021024"	2	4	2	4	5	3	3	4	3	4	5	3	4	4	1	3	5	4	3	2
"AK021026"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK021217"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK021265"	2	4	2	4	5	3	5	4	3	4	5	3	4	5	1	3	5	4	3	2
"AK021321"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK021343"	1	3	4	5	1	6	6	1	5	6	2	4	3	1	3	4	6	2	6	1
"AK021408"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK028016"	2	1	6	4	3	2	1	6	6	1	5	1	4	2	6	2	1	1	3	4
"AK028499"	1	3	3	5	4	6	6	1	5	3	3	6	2	5	2	4	6	5	5	5
"AK028510"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	4	2	4	3	2
"AK028856"	4	4	6	4	5	4	3	6	2	1	4	3	4	4	5	6	2	1	3	1
"AK028982"	6	2	1	3	2	1	4	5	1	2	6	5	1	6	4	1	3	5	4	6
"AK028994"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK029171"	6	2	3	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK029175"	1	3	3	3	4	6	6	4	5	3	3	6	2	5	2	4	5	5	5	4
"AK029243"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK029272"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK029281"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK029300"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	1
"AK029378"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK029391"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK029539"	2	5	6	1	6	3	5	4	3	1	5	1	5	5	1	3	5	1	1	4
"AK029601"	1	3	6	5	4	6	6	1	5	3	3	6	2	2	2	4	6	2	5	5
"AK029757"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK029840"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	2
"AK029860"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK029884"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK029958"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	2
"AK030114"	1	3	4	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK030206"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
"AK030271"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	6
"AK030424"	2	1	6	1	3	2	1	6	6	1	1	1	2	2	2	2	1	1	5	4
"AK030450"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK030494"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK030505"	1	3	3	5	4	6	6	1	5	3	3	6	2	3	2	4	6	2	5	5
"AK030562"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK030583"	1	3	4	5	4	6	6	1	5	6	3	6	2	3	2	4	6	2	5	1
"AK030587"	4	4	4	4	5	4	3	1	2	4	4	3	4	4	5	6	2	4	3	1
"AK030594"	1	3	3	6	4	6	4	5	5	3	3	6	2	5	2	1	3	5	5	5
"AK030614"	4	4	4	4	5	4	6	2	2	6	4	3	4	4	5	6	2	2	3	1
"AK030621"	2	1	6	1	3	2	1	6	3	1	5	1	5	2	6	2	5	1	1	4
"AK030723"	5	3	3	4	5	3	5	4	3	3	5	3	4	5	1	3	5	4	3	5
"AK030930"	5	5	1	3	6	3	5	4	3	2	5	2	5	5	1	3	5	5	1	6
"AK031053"	1	3	3	3	4	6	6	1	5	3	3	6	2	5	2	4	6	5	5	5
"AK031113"	3	6	5	2	1	5	2	3	4	5	2	4	3	1	3	5	4	3	6	3
"AK031225"	1	4	4	5	5	4	6	2	2	6	4	3	4	4	5	4	2	2	3	1
"AK031263"	5	5	3	3	6	3	5	4	3	3	5	2	5	5	1	3	5	5	1	5
"AK031365"	4	4	5	2	1	4	2	2	2	5	2	3	3	1	5	6	2	3	6	1
"AK031392"	6	2	1	6	2	1	4	5	1	2	6	5	1	6	4	1	3	6	4	6
"AK031485"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK031495"	4	4	2	4	5	4	3	2	2	4	4	3	4	4	5	6	2	4	3	2
"AK031507"	2	1	6	1	3	2	1	6	6	1	1	1	6	2	6	2	1	1	2	4
